coeff,value.name,Mean.Params,sd,n
Vmax (nM/hr),calculated,0.5692020139980082,0.06453900276908435,975
Kt + S (nM),calculated,13.14526681727787,8.344180639625442,975
Turnover Time (hr),Estimate,23.09420292621078,14.423672644720027,975
model.summary,adj.r.sqrd,0.8744690793340548,0.05770521890750184,975
model.summary,sigma,580.4448367480402,155.0234476410381,975
model.summary,total.cor,0.9374505900325779,0.029779778103968615,975
slope,Estimate,1.7568455054754941,0.19920002767792924,975
