Estimate,Std..Error,t.value,Pr...t..,coefficient,Model
9.175957080656724,2.968538867085589,3.091068532872325,0.007451934728917354,a,K2.No.2000
0.5226234568354899,0.039759119653711275,13.144744184161185,1.2324954779018346e-9,b,K2.No.2000
0.2984128238284421,0.7277774634147475,0.41003306481665797,0.6875780423175174,c,K2.No.2000
11.857323523449095,3.3670645337774574,3.521561111912087,0.001922010446403363,a,K2
0.5659447884707864,0.02471290438584206,22.900780079698535,7.71959453267346e-17,b,K2
0.5856296310482489,0.950403659187117,0.6161904211828684,0.5440925155195888,c,K2
10.549988454865003,2.3659681975592823,4.459057592468193,1.7927558855057894e-4,a,K2.with.no.explicit.dGBT
0.5627193585196518,0.02376120153728354,23.68227707831579,1.1797168348404064e-17,b,K2.with.no.explicit.dGBT
