value.name,coeff,Model,Value
sigma,model.summary,model_29,0.0459057336844216
resid.sum.sqrs,model.summary,model_29,0.04846873685741592
total.cor,model.summary,model_29,0.932892918395264
Iterations,model.summary,model_29,5
Estimate,a,model_29,74.27906035152785
Estimate,b,model_29,0.34114233176552444
Std. Error,a,model_29,23.146931280281585
Std. Error,b,model_29,0.027998124786256545
t value,a,model_29,3.2090241013850815
t value,b,model_29,12.18447072330291
Pr(>|t|),a,model_29,0.0038937749023558728
Pr(>|t|),b,model_29,1.629064413469777e-11
sigma,model.summary,model_30,0.05023769810292898
resid.sum.sqrs,model.summary,model_30,0.058048005145663786
total.cor,model.summary,model_30,0.928922055030304
Iterations,model.summary,model_30,16
Estimate,a,model_30,190.09067616427328
Estimate,b,model_30,0.3868990220814058
Std. Error,a,model_30,64.08359059988126
Std. Error,b,model_30,0.03837949633934624
t value,a,model_30,2.9662925311277033
t value,b,model_30,10.080878046457352
Pr(>|t|),a,model_30,0.006915654575743834
Pr(>|t|),b,model_30,6.565273406835863e-10
sigma,model.summary,model_31,0.056841716991267006
resid.sum.sqrs,model.summary,model_31,0.07431255818185173
total.cor,model.summary,model_31,0.9098757024261525
Iterations,model.summary,model_31,6
Estimate,a,model_31,72.15183384643527
Estimate,b,model_31,0.3603220535216648
Std. Error,a,model_31,26.291465799417683
Std. Error,b,model_31,0.034447317610949726
t value,a,model_31,2.744306247392008
t value,b,model_31,10.460090320853594
Pr(>|t|),a,model_31,0.011553347538151085
Pr(>|t|),b,model_31,3.249772926175148e-10
sigma,model.summary,model_32,0.0682619766869066
resid.sum.sqrs,model.summary,model_32,0.10717304160768695
total.cor,model.summary,model_32,0.8839283894301544
Iterations,model.summary,model_32,13
Estimate,a,model_32,50.64711034632606
Estimate,b,model_32,0.36646140326247845
Std. Error,a,model_32,21.096550288348855
Std. Error,b,model_32,0.038284078110972106
t value,a,model_32,2.400729486768143
t value,b,model_32,9.572162145324107
Pr(>|t|),a,model_32,0.024845611856548416
Pr(>|t|),b,model_32,1.7331082510575069e-9
sigma,model.summary,model_33,0.06610296813653588
resid.sum.sqrs,model.summary,model_33,0.1005008551185772
total.cor,model.summary,model_33,0.8849736319224815
Iterations,model.summary,model_33,13
Estimate,a,model_33,89.06215735214462
Estimate,b,model_33,0.3751754391729585
Std. Error,a,model_33,36.92851824325144
Std. Error,b,model_33,0.04196665505780839
t value,a,model_33,2.4117446783400367
t value,b,model_33,8.939846138706084
Pr(>|t|),a,model_33,0.02425804270879854
Pr(>|t|),b,model_33,6.06018619503396e-9
sigma,model.summary,model_34,0.060493314624824206
resid.sum.sqrs,model.summary,model_34,0.08416714562885332
total.cor,model.summary,model_34,0.8927750098372678
Iterations,model.summary,model_34,8
Estimate,a,model_34,65.52394383212966
Estimate,b,model_34,0.3471391866511265
Std. Error,a,model_34,26.152579611084015
Std. Error,b,model_34,0.0358935168596132
t value,a,model_34,2.5054485946143235
t value,b,model_34,9.671361767331353
Pr(>|t|),a,model_34,0.01975517437023135
Pr(>|t|),b,model_34,1.4306383723653301e-9
sigma,model.summary,model_35,0.03554733481706427
resid.sum.sqrs,model.summary,model_35,0.029063099289718806
total.cor,model.summary,model_35,0.9517234347775968
Iterations,model.summary,model_35,7
Estimate,a,model_35,94.26372336557326
Estimate,b,model_35,0.31923996143174904
Std. Error,a,model_35,24.830066943316886
Std. Error,b,model_35,0.022855284164651386
t value,a,model_35,3.7963539760389056
t value,b,model_35,13.967884150199907
Pr(>|t|),a,model_35,9.315543500388937e-4
Pr(>|t|),b,model_35,1.0088316787780239e-12
sigma,model.summary,model_36,0.07306414571944221
resid.sum.sqrs,model.summary,model_36,0.12278249596337336
total.cor,model.summary,model_36,0.9067613163464228
Iterations,model.summary,model_36,10
Estimate,a,model_36,313.7977620844643
Estimate,b,model_36,0.546319023791327
Std. Error,a,model_36,126.14400034995782
Std. Error,b,model_36,0.06700805108037494
t value,a,model_36,2.4876154332659803
t value,b,model_36,8.153035567860753
Pr(>|t|),a,model_36,0.020547279104278022
Pr(>|t|),b,model_36,3.093985667578531e-8
sigma,model.summary,model_37,0.05910611932757738
resid.sum.sqrs,model.summary,model_37,0.08035126686521378
total.cor,model.summary,model_37,0.9221963716786217
Iterations,model.summary,model_37,13
Estimate,a,model_37,91.32329300748843
Estimate,b,model_37,0.41283088337206525
Std. Error,a,model_37,30.840121146570738
Std. Error,b,model_37,0.03773460869747304
t value,a,model_37,2.961184639109082
t value,b,model_37,10.940378014300467
Pr(>|t|),a,model_37,0.006998780761946325
Pr(>|t|),b,model_37,1.3662234671456523e-10
sigma,model.summary,model_38,0.055073405046243785
resid.sum.sqrs,model.summary,model_38,0.0697608386979155
total.cor,model.summary,model_38,0.8694339496142709
Iterations,model.summary,model_38,12
Estimate,a,model_38,20.57969146069268
Estimate,b,model_38,0.26029435788072036
Std. Error,a,model_38,8.47644344417578
Std. Error,b,model_38,0.025383247923062645
t value,a,model_38,2.4278686687673376
t value,b,model_38,10.254572569660118
Pr(>|t|),a,model_38,0.023421077431633585
Pr(>|t|),b,model_38,4.747282220149539e-10
sigma,model.summary,model_39,0.07672005122129422
resid.sum.sqrs,model.summary,model_39,0.13537722396615418
total.cor,model.summary,model_39,0.8404741261342304
Iterations,model.summary,model_39,53
Estimate,a,model_39,54.541388984762065
Estimate,b,model_39,0.3444059393820351
Std. Error,a,model_39,27.365245245561148
Std. Error,b,model_39,0.043730526820367
t value,a,model_39,1.9930897200202908
t value,b,model_39,7.875641215043216
Pr(>|t|),a,model_39,0.05824577245938561
Pr(>|t|),b,model_39,5.6059721952212814e-8
sigma,model.summary,model_40,0.06190409416594285
resid.sum.sqrs,model.summary,model_40,0.08813868811363615
total.cor,model.summary,model_40,0.9027970278106814
Iterations,model.summary,model_40,12
Estimate,a,model_40,90.40224500573468
Estimate,b,model_40,0.3850833749970914
Std. Error,a,model_40,34.246464639177276
Std. Error,b,model_40,0.03943175120521925
t value,a,model_40,2.639754087267633
t value,b,model_40,9.765819757609982
Pr(>|t|),a,model_40,0.014643045100415697
Pr(>|t|),b,model_40,1.1931898719769448e-9
sigma,model.summary,model_41,0.055049150081819355
resid.sum.sqrs,model.summary,model_41,0.06969940526880546
total.cor,model.summary,model_41,0.9285926894772404
Iterations,model.summary,model_41,10
Estimate,a,model_41,96.15317674531141
Estimate,b,model_41,0.4032894368287486
Std. Error,a,model_41,31.106107640354036
Std. Error,b,model_41,0.0355516154870365
t value,a,model_41,3.091134958350483
t value,b,model_41,11.343772464455338
Pr(>|t|),a,model_41,0.0051546963629088725
Pr(>|t|),b,model_41,6.732328487780997e-11
sigma,model.summary,model_42,0.03339429454533085
resid.sum.sqrs,model.summary,model_42,0.025649114888147216
total.cor,model.summary,model_42,0.9828447335367835
Iterations,model.summary,model_42,8
Estimate,a,model_42,146.13120297314433
Estimate,b,model_42,0.48715660682659817
Std. Error,a,model_42,24.881069714226367
Std. Error,b,model_42,0.02378199282803853
t value,a,model_42,5.873188116570012
t value,b,model_42,20.48426346560199
Pr(>|t|),a,model_42,5.502113076856647e-6
Pr(>|t|),b,model_42,2.868661413482106e-16
sigma,model.summary,model_43,0.04598280419652688
resid.sum.sqrs,model.summary,model_43,0.04863162048085099
total.cor,model.summary,model_43,0.9400874019107605
Iterations,model.summary,model_43,6
Estimate,a,model_43,86.96421271119273
Estimate,b,model_43,0.36552612613949337
Std. Error,a,model_43,25.69005032425517
Std. Error,b,model_43,0.029038817643861434
t value,a,model_43,3.385132049705865
t value,b,model_43,12.587500311561843
Pr(>|t|),a,model_43,0.002548672575747931
Pr(>|t|),b,model_43,8.464457871703116e-12
sigma,model.summary,model_44,0.05064463643076955
resid.sum.sqrs,model.summary,model_44,0.0589922215817111
total.cor,model.summary,model_44,0.9308190596041824
Iterations,model.summary,model_44,4
Estimate,a,model_44,94.14551752475315
Estimate,b,model_44,0.378672940491126
Std. Error,a,model_44,29.7825395850924
Std. Error,b,model_44,0.03255301462237494
t value,a,model_44,3.1610977047732196
t value,b,model_44,11.632499935377705
Pr(>|t|),a,model_44,0.004365602912122517
Pr(>|t|),b,model_44,4.101110304616179e-11
sigma,model.summary,model_45,0.05462520367445082
resid.sum.sqrs,model.summary,model_45,0.06862999615893041
total.cor,model.summary,model_45,0.929907674809078
Iterations,model.summary,model_45,10
Estimate,a,model_45,61.186723554950895
Estimate,b,model_45,0.388695253773478
Std. Error,a,model_45,19.574629287526097
Std. Error,b,model_45,0.03192933167014599
t value,a,model_45,3.1258177437844017
t value,b,model_45,12.173610703443225
Pr(>|t|),a,model_45,0.004747725872214824
Pr(>|t|),b,model_45,1.6584287694519207e-11
sigma,model.summary,model_46,0.07027798083461582
resid.sum.sqrs,model.summary,model_46,0.11359687557438447
total.cor,model.summary,model_46,0.8711838211517967
Iterations,model.summary,model_46,10
Estimate,a,model_46,47.81746612875201
Estimate,b,model_46,0.35062374503604654
Std. Error,a,model_46,21.30744483980034
Std. Error,b,model_46,0.038921922258531416
t value,a,model_46,2.244167073446244
t value,b,model_46,9.00838716821578
Pr(>|t|),a,model_46,0.03474118516739961
Pr(>|t|),b,model_46,5.2781088165255815e-9
sigma,model.summary,model_47,0.04131870072082369
resid.sum.sqrs,model.summary,model_47,0.03926640567291091
total.cor,model.summary,model_47,0.9637959512250239
Iterations,model.summary,model_47,10
Estimate,a,model_47,137.19357665849407
Estimate,b,model_47,0.44290785389697046
Std. Error,a,model_47,31.52197731735166
Std. Error,b,model_47,0.028972743704858604
t value,a,model_47,4.3523150618782465
t value,b,model_47,15.2870524935026
Pr(>|t|),a,model_47,2.339690341905125e-4
Pr(>|t|),b,model_47,1.5368672297628734e-13
sigma,model.summary,model_48,0.067380746895423
resid.sum.sqrs,model.summary,model_48,0.10442379620025631
total.cor,model.summary,model_48,0.8955777520456848
Iterations,model.summary,model_48,13
Estimate,a,model_48,73.19789962783062
Estimate,b,model_48,0.39534894414768346
Std. Error,a,model_48,28.8530794141176
Std. Error,b,model_48,0.04096356471014859
t value,a,model_48,2.5369181076739915
t value,b,model_48,9.651233893952034
Pr(>|t|),a,model_48,0.01842629549074484
Pr(>|t|),b,model_48,1.4872628132153931e-9
sigma,model.summary,model_49,0.06297762618623437
resid.sum.sqrs,model.summary,model_49,0.09122217220122068
total.cor,model.summary,model_49,0.885307577752232
Iterations,model.summary,model_49,15
Estimate,a,model_49,43.42902906084414
Estimate,b,model_49,0.3368114817495903
Std. Error,a,model_49,17.86583277265021
Std. Error,b,model_49,0.0341507510782725
t value,a,model_49,2.4308426936205945
t value,b,model_49,9.862491193169616
Pr(>|t|),a,model_49,0.023269649133963982
Pr(>|t|),b,model_49,9.920599465173998e-10
sigma,model.summary,model_50,0.038518090285407675
resid.sum.sqrs,model.summary,model_50,0.034123795422400786
total.cor,model.summary,model_50,0.9657501439436093
Iterations,model.summary,model_50,6
Estimate,a,model_50,81.90477459797313
Estimate,b,model_50,0.40728172565841997
Std. Error,a,model_50,18.092777897163003
Std. Error,b,model_50,0.024003970729608328
t value,a,model_50,4.526931964981233
t value,b,model_50,16.967264718251286
Pr(>|t|),a,model_50,1.513539632649403e-4
Pr(>|t|),b,model_50,1.6849722739864835e-14
sigma,model.summary,model_51,0.05521928792163831
resid.sum.sqrs,model.summary,model_51,0.07013090444717418
total.cor,model.summary,model_51,0.9076565619379946
Iterations,model.summary,model_51,7
Estimate,a,model_51,18.35882809378445
Estimate,b,model_51,0.31557223474132057
Std. Error,a,model_51,6.098828673860834
Std. Error,b,model_51,0.024861094631266744
t value,a,model_51,3.0102219746668966
t value,b,model_51,12.693416738957213
Pr(>|t|),a,model_51,0.006238730038279999
Pr(>|t|),b,model_51,7.145231567861213e-12
sigma,model.summary,model_52,0.05859065429191986
resid.sum.sqrs,model.summary,model_52,0.07895588971817116
total.cor,model.summary,model_52,0.8898333546066937
Iterations,model.summary,model_52,8
Estimate,a,model_52,77.24147778050636
Estimate,b,model_52,0.3344264496459889
Std. Error,a,model_52,31.44576342173213
Std. Error,b,model_52,0.03604366647787578
t value,a,model_52,2.4563397219710956
t value,b,model_52,9.278369331579116
Pr(>|t|),a,model_52,0.022008111032109007
Pr(>|t|),b,model_52,3.080844126265399e-9
sigma,model.summary,model_53,0.0523483784600698
resid.sum.sqrs,model.summary,model_53,0.0630281127301701
total.cor,model.summary,model_53,0.9293238917089772
Iterations,model.summary,model_53,13
Estimate,a,model_53,87.86490193493597
Estimate,b,model_53,0.37087130222485554
Std. Error,a,model_53,29.15049180677613
Std. Error,b,model_53,0.03313448989858979
t value,a,model_53,3.0141824884927493
t value,b,model_53,11.192908155819833
Pr(>|t|),a,model_53,0.006180923895578591
Pr(>|t|),b,model_53,8.753867371105685e-11
sigma,model.summary,model_54,0.06057573024385515
resid.sum.sqrs,model.summary,model_54,0.08439663917525507
total.cor,model.summary,model_54,0.8697631856764458
Iterations,model.summary,model_54,10
Estimate,a,model_54,39.808374657133214
Estimate,b,model_54,0.2988432720049578
Std. Error,a,model_54,17.57229676214292
Std. Error,b,model_54,0.03222643988862144
t value,a,model_54,2.2654053249826083
t value,b,model_54,9.27323257045448
Pr(>|t|),a,model_54,0.03321509306499351
Pr(>|t|),b,model_54,3.1122921381051458e-9
sigma,model.summary,model_55,0.06820468018307045
resid.sum.sqrs,model.summary,model_55,0.10699320317412322
total.cor,model.summary,model_55,0.8864968473175954
Iterations,model.summary,model_55,10
Estimate,a,model_55,108.30421049265546
Estimate,b,model_55,0.3967126349405724
Std. Error,a,model_55,44.64396959861187
Std. Error,b,model_55,0.04524757095010289
t value,a,model_55,2.4259538626695734
