value.name,coeff,Model,Value
sigma,model.summary,model_1,546.5887129947147
adj.r.sqrd,model.summary,model_1,0.8823704551815195
total.cor,model.summary,model_1,0.9419509999015996
Estimate,(Intercept),model_1,112.61193448299181
Estimate,x,model_1,2.294453206119485
Std. Error,(Intercept),model_1,118.7753541250376
Std. Error,x,model_1,0.17053105579410502
t value,(Intercept),model_1,0.9481085980551369
t value,x,model_1,13.454752833347557
Pr(>|t|),(Intercept),model_1,0.3529303277167827
Pr(>|t|),x,model_1,2.1803503055941e-12
sigma,model.summary,model_2,267.4829898959881
adj.r.sqrd,model.summary,model_2,0.9582188663870744
total.cor,model.summary,model_2,0.979775355351562
Estimate,(Intercept),model_2,143.16420371086988
Estimate,x,model_2,1.9596612867315137
Std. Error,(Intercept),model_2,58.12484980389093
Std. Error,x,model_2,0.08345243066584845
t value,(Intercept),model_2,2.4630464284018907
t value,x,model_2,23.482375181834854
Pr(>|t|),(Intercept),model_2,0.02168696877172966
Pr(>|t|),x,model_2,1.4230561298849287e-17
sigma,model.summary,model_3,377.7289941877954
adj.r.sqrd,model.summary,model_3,0.9348814154915173
total.cor,model.summary,model_3,0.9682947329434554
Estimate,(Intercept),model_3,207.61570484623545
Estimate,x,model_3,2.19070479240519
Std. Error,(Intercept),model_3,82.081634657508
Std. Error,x,model_3,0.11784825162226313
t value,(Intercept),model_3,2.5293807282533796
t value,x,model_3,18.58920062239885
Pr(>|t|),(Intercept),model_3,0.018736770038158282
Pr(>|t|),x,model_3,2.3672707498952114e-15
sigma,model.summary,model_4,581.489106001305
adj.r.sqrd,model.summary,model_4,0.9321318710848245
total.cor,model.summary,model_4,0.9669331464944323
Estimate,(Intercept),model_4,118.09845417025517
Estimate,x,model_4,3.298781385656942
Std. Error,(Intercept),model_4,126.35931339808764
Std. Error,x,model_4,0.18141968324935323
t value,(Intercept),model_4,0.9346240573355514
t value,x,model_4,18.183150397870083
Pr(>|t|),(Intercept),model_4,0.3596916661992646
Pr(>|t|),x,model_4,3.813801665365135e-15
sigma,model.summary,model_5,420.6193003311886
adj.r.sqrd,model.summary,model_5,0.9514904557446993
total.cor,model.summary,model_5,0.9764792300685852
Estimate,(Intercept),model_5,158.59054990198018
Estimate,x,model_5,2.8502768928041853
Std. Error,(Intercept),model_5,91.40182583526118
Std. Error,x,model_5,0.13122966440316694
t value,(Intercept),model_5,1.7350917058026516
t value,x,model_5,21.71976058741944
Pr(>|t|),(Intercept),model_5,0.09610698933000897
Pr(>|t|),x,model_5,7.948851241780254e-17
sigma,model.summary,model_6,240.11137176695186
adj.r.sqrd,model.summary,model_6,0.9687289379662297
total.cor,model.summary,model_6,0.984901974251399
Estimate,(Intercept),model_6,178.7180417188225
Estimate,x,model_6,2.044009282689654
Std. Error,(Intercept),model_6,52.17691571934093
Std. Error,x,model_6,0.07491271729935099
t value,(Intercept),model_6,3.425232006432594
t value,x,model_6,27.28521079434082
Pr(>|t|),(Intercept),model_6,0.002312595013244739
Pr(>|t|),x,model_6,5.058362387020791e-19
sigma,model.summary,model_7,413.6466001440458
adj.r.sqrd,model.summary,model_7,0.9302646958791027
total.cor,model.summary,model_7,0.9660074189936674
Estimate,(Intercept),model_7,171.47948634535413
Estimate,x,model_7,2.3127677020444457
Std. Error,(Intercept),model_7,89.88663733201155
Std. Error,x,model_7,0.12905424091493856
t value,(Intercept),model_7,1.9077305752574274
t value,x,model_7,17.920896559833498
Pr(>|t|),(Intercept),model_7,0.06898833136662134
Pr(>|t|),x,model_7,5.2153970682438245e-15
sigma,model.summary,model_8,364.74521203121895
adj.r.sqrd,model.summary,model_8,0.9615343557015051
total.cor,model.summary,model_8,0.981395481383835
Estimate,(Intercept),model_8,144.71705489463557
Estimate,x,model_8,2.7896234845081285
Std. Error,(Intercept),model_8,79.26022015174482
Std. Error,x,model_8,0.11379742139704577
t value,(Intercept),model_8,1.8258472486901085
t value,x,model_8,24.513942849152716
Pr(>|t|),(Intercept),model_8,0.08088529991150589
Pr(>|t|),x,model_8,5.490739820382116e-18
sigma,model.summary,model_9,644.383598952353
adj.r.sqrd,model.summary,model_9,0.8382936878101952
total.cor,model.summary,model_9,0.9192559223731462
Estimate,(Intercept),model_9,155.34645601431492
Estimate,x,model_9,2.2514684762284016
Std. Error,(Intercept),model_9,140.0264739068478
Std. Error,x,model_9,0.2010422331330001
t value,(Intercept),model_9,1.10940775469115
t value,x,model_9,11.19898262739121
Pr(>|t|),(Intercept),model_9,0.2787198022146063
Pr(>|t|),x,model_9,8.661388293556008e-11
sigma,model.summary,model_10,524.8826135381639
adj.r.sqrd,model.summary,model_10,0.9123952378858573
total.cor,model.summary,model_10,0.9571026257968787
Estimate,(Intercept),model_10,153.05961682828737
Estimate,x,model_10,2.5942109016390944
Std. Error,(Intercept),model_10,114.05855411008736
Std. Error,x,model_10,0.16375893633847835
t value,(Intercept),model_10,1.3419389542721791
t value,x,model_10,15.841644795964237
Pr(>|t|),(Intercept),model_10,0.19271445934834544
Pr(>|t|),x,model_10,7.249850828150245e-14
sigma,model.summary,model_11,728.9944416387046
adj.r.sqrd,model.summary,model_11,0.8395051924569019
total.cor,model.summary,model_11,0.9198872083600962
Estimate,(Intercept),model_11,172.1453371826172
Estimate,x,model_11,2.558448892702195
Std. Error,(Intercept),model_11,158.4126618466387
Std. Error,x,model_11,0.22744010047255486
t value,(Intercept),model_11,1.0866892530931225
t value,x,model_11,11.248890971233644
Pr(>|t|),(Intercept),model_11,0.2884321310979111
Pr(>|t|),x,model_11,7.938854245843974e-11
sigma,model.summary,model_12,812.9433104522332
adj.r.sqrd,model.summary,model_12,0.8058893985676152
total.cor,model.summary,model_12,0.9022069276468478
Estimate,(Intercept),model_12,145.56730915464632
Estimate,x,model_12,2.5444283980170352
Std. Error,(Intercept),model_12,176.65500089365742
Std. Error,x,model_12,0.25363143756229506
t value,(Intercept),model_12,0.8240203131428743
t value,x,model_12,10.031991390625981
Pr(>|t|),(Intercept),model_12,0.41839150151005133
Pr(>|t|),x,model_12,7.197269067617093e-10
sigma,model.summary,model_13,541.1264854529767
adj.r.sqrd,model.summary,model_13,0.9335271437079038
total.cor,model.summary,model_13,0.9676243310569488
Estimate,(Intercept),model_13,142.60187103721256
Estimate,x,model_13,3.1040724080856683
Std. Error,(Intercept),model_13,117.58839582319695
Std. Error,x,model_13,0.16882688699673498
t value,(Intercept),model_13,1.2127206093671459
t value,x,model_13,18.386125950102365
Pr(>|t|),(Intercept),model_13,0.23754624306228878
Pr(>|t|),x,model_13,3.001416875941439e-15
sigma,model.summary,model_14,481.30596596012805
adj.r.sqrd,model.summary,model_14,0.9163771913117049
total.cor,model.summary,model_14,0.9590940907997769
Estimate,(Intercept),model_14,139.58922284502395
Estimate,x,model_14,2.439880338937347
Std. Error,(Intercept),model_14,104.5892188958543
Std. Error,x,model_14,0.15016339083455582
t value,(Intercept),model_14,1.3346425598992304
t value,x,model_14,16.248170245606083
Pr(>|t|),(Intercept),model_14,0.19505615744881766
Pr(>|t|),x,model_14,4.23808528460737e-14
sigma,model.summary,model_15,259.3249250408185
adj.r.sqrd,model.summary,model_15,0.9786469168655112
total.cor,model.summary,model_15,0.9897154281220344
Estimate,(Intercept),model_15,154.8746751996062
Estimate,x,model_15,2.6845577338164133
Std. Error,(Intercept),model_15,56.35207803032311
Std. Error,x,model_15,0.08090718342617063
t value,(Intercept),model_15,2.748340089894608
t value,x,model_15,33.18070930334788
Pr(>|t|),(Intercept),model_15,0.01144745731635009
Pr(>|t|),x,model_15,6.2621303245648024e-021
sigma,model.summary,model_16,291.2520223653912
adj.r.sqrd,model.summary,model_16,0.9680478033973308
total.cor,model.summary,model_16,0.9845705383173122
Estimate,(Intercept),model_16,176.0263357097996
Estimate,x,model_16,2.4519627507506754
Std. Error,(Intercept),model_16,63.289931302363385
Std. Error,x,model_16,0.09086816777465859
t value,(Intercept),model_16,2.781269185912774
t value,x,model_16,26.983737108370324
Pr(>|t|),(Intercept),model_16,0.010616748083322353
Pr(>|t|),x,model_16,6.482792786636798e-19
sigma,model.summary,model_17,604.2673772258817
adj.r.sqrd,model.summary,model_17,0.8986858829144749
total.cor,model.summary,model_17,0.9502143465869715
Estimate,(Intercept),model_17,182.16548629540785
Estimate,x,model_17,2.757174111944742
Std. Error,(Intercept),model_17,131.30909952929412
Std. Error,x,model_17,0.18852631122893446
t value,(Intercept),model_17,1.387302836958135
t value,x,model_17,14.62487699447216
Pr(>|t|),(Intercept),model_17,0.17864664453978013
Pr(>|t|),x,model_17,3.884461374890908e-13
sigma,model.summary,model_18,531.47960117117
adj.r.sqrd,model.summary,model_18,0.9261927251485041
total.cor,model.summary,model_18,0.963985491730719
Estimate,(Intercept),model_18,165.95743599223124
Estimate,x,model_18,2.8824113242659464
Std. Error,(Intercept),model_18,115.49209915710401
Std. Error,x,model_18,0.16581714068732673
t value,(Intercept),model_18,1.4369592136902731
t value,x,model_18,17.38307217407137
Pr(>|t|),(Intercept),model_18,0.1641948069835868
Pr(>|t|),x,model_18,1.0035860591006125e-14
sigma,model.summary,model_19,724.9371846275195
adj.r.sqrd,model.summary,model_19,0.7896712099107807
total.cor,model.summary,model_19,0.8935518504808948
Estimate,(Intercept),model_19,129.4012204174769
Estimate,x,model_19,2.1588338348331555
Std. Error,(Intercept),model_19,157.5310078226478
Std. Error,x,model_19,0.22617427059847162
t value,(Intercept),model_19,0.8214333305298211
t value,x,model_19,9.545001865688537
Pr(>|t|),(Intercept),model_19,0.4198331351707867
Pr(>|t|),x,model_19,1.8269420064811666e-9
sigma,model.summary,model_20,234.91564204534495
adj.r.sqrd,model.summary,model_20,0.9666046755622515
total.cor,model.summary,model_20,0.9838679522241915
Estimate,(Intercept),model_20,173.03259750902026
Estimate,x,model_20,1.9331001695293364
Std. Error,(Intercept),model_20,51.047868186982164
Std. Error,x,model_20,0.07329169356801206
t value,(Intercept),model_20,3.3896145648085203
t value,x,model_20,26.37543322335005
Pr(>|t|),(Intercept),model_20,0.0025211598563320875
Pr(>|t|),x,model_20,1.0781361333708648e-18
sigma,model.summary,model_21,769.0986534014625
adj.r.sqrd,model.summary,model_21,0.8251820876767824
total.cor,model.summary,model_21,0.9123958391821593
Estimate,(Intercept),model_21,100.30993582319016
Estimate,x,model_21,2.5651975985657414
Std. Error,(Intercept),model_21,167.12742642333262
Std. Error,x,model_21,0.2399522753695136
t value,(Intercept),model_21,0.6002003260021834
t value,x,model_21,10.690449151255077
Pr(>|t|),(Intercept),model_21,0.5542410493466832
Pr(>|t|),x,model_21,2.137562059033331e-10
sigma,model.summary,model_22,482.36568825253977
adj.r.sqrd,model.summary,model_22,0.94851394419493
total.cor,model.summary,model_22,0.9750175365192879
Estimate,(Intercept),model_22,92.21089359295802
Estimate,x,model_22,3.1680531983116564
Std. Error,(Intercept),model_22,104.8194997040067
Std. Error,x,model_22,0.1504940152274076
t value,(Intercept),model_22,0.879711254617191
t value,x,model_22,21.051024477780683
Pr(>|t|),(Intercept),model_22,0.3881150534495835
Pr(>|t|),x,model_22,1.5787694385430708e-16
sigma,model.summary,model_23,363.4344928359881
adj.r.sqrd,model.summary,model_23,0.9590419186945625
total.cor,model.summary,model_23,0.9801777927578356
Estimate,(Intercept),model_23,169.62909094879288
Estimate,x,model_23,2.6903553225224255
Std. Error,(Intercept),model_23,78.97539696957726
Std. Error,x,model_23,0.11338848809326846
t value,(Intercept),model_23,2.14787259650163
t value,x,model_23,23.72688240017325
Pr(>|t|),(Intercept),model_23,0.04249131906934061
Pr(>|t|),x,model_23,1.1315958661361198e-17
sigma,model.summary,model_24,377.5177418531616
adj.r.sqrd,model.summary,model_24,0.9602201991787085
total.cor,model.summary,model_24,0.9807536341403971
Estimate,(Intercept),model_24,124.11715326087915
Estimate,x,model_24,2.8373599412500323
Std. Error,(Intercept),model_24,82.03572889644975
Std. Error,x,model_24,0.11778234268048002
t value,(Intercept),model_24,1.5129645939703542
t value,x,model_24,24.089858264640085
Pr(>|t|),(Intercept),model_24,0.14390940390416146
Pr(>|t|),x,model_24,8.084848069362837e-18
sigma,model.summary,model_25,298.3991254664766
adj.r.sqrd,model.summary,model_25,0.9688316960331879
total.cor,model.summary,model_25,0.9849519660192261
Estimate,(Intercept),model_25,192.01813901638798
Estimate,x,model_25,2.5445117137398205
Std. Error,(Intercept),model_25,64.84301807788152
Std. Error,x,model_25,0.0930980034970607
t value,(Intercept),model_25,2.961277014986551
t value,x,model_25,27.33153900362811
Pr(>|t|),(Intercept),model_25,0.006997268979152308
Pr(>|t|),x,model_25,4.870246117025059e-19
sigma,model.summary,model_26,183.78599755034224
adj.r.sqrd,model.summary,model_26,0.9895049225253556
total.cor,model.summary,model_26,0.9949583998439996
Estimate,(Intercept),model_26,111.90021241569748
Estimate,x,model_26,2.7281796224811234
Std. Error,(Intercept),model_26,39.93724426299354
Std. Error,x,model_26,0.05733967690389486
t value,(Intercept),model_26,2.8019011947548402
t value,x,model_26,47.579263954586544
Pr(>|t|),(Intercept),model_26,0.01012571042730166
Pr(>|t|),x,model_26,1.7666543026643746e-24
sigma,model.summary,model_27,238.33776102418955
adj.r.sqrd,model.summary,model_27,0.9854316932111457
total.cor,model.summary,model_27,0.9929948167004773
Estimate,(Intercept),model_27,149.82487986843552
Estimate,x,model_27,2.9969792765484606
Std. Error,(Intercept),model_27,51.791504826208204
Std. Error,x,model_27,0.07435936574755277
t value,(Intercept),model_27,2.8928466236149832
t value,x,model_27,40.30399192380274
Pr(>|t|),(Intercept),model_27,0.008206976250585628
Pr(>|t|),x,model_27,7.687933912881287e-23
sigma,model.summary,model_28,316.7741191417059
adj.r.sqrd,model.summary,model_28,0.9465123367880661
total.cor,model.summary,model_28,0.9740333615548783
Estimate,(Intercept),model_28,215.09875987324494
Estimate,x,model_28,2.0391311270728747
Std. Error,(Intercept),model_28,68.83595889230664
Std. Error,x,model_28,0.09883084612104873
t value,(Intercept),model_28,3.1248022593796567
t value,x,model_28,20.632537381854775
Pr(>|t|),(Intercept),model_28,0.004759188882481635
Pr(>|t|),x,model_28,2.450229307098715e-16
sigma,model.summary,model_29,349.48622682582356
adj.r.sqrd,model.summary,model_29,0.9679821311473255
total.cor,model.summary,model_29,0.9845385767029073
Estimate,(Intercept),model_29,81.48378673094912
Estimate,x,model_29,2.9391045443275288
Std. Error,(Intercept),model_29,75.94439725187263
Std. Error,x,model_29,0.10903674706265302
t value,(Intercept),model_29,1.0729400677275096
t value,x,model_29,26.955174503130632
Pr(>|t|),(Intercept),model_29,0.29442694392408075
Pr(>|t|),x,model_29,6.637883876535435e-19
sigma,model.summary,model_30,239.95541210085108
adj.r.sqrd,model.summary,model_30,0.9756404898980515
total.cor,model.summary,model_30,0.9882588069355278
Estimate,(Intercept),model_30,162.49576076501836
Estimate,x,model_30,2.322284430359297
Std. Error,(Intercept),model_30,52.14302521972039
Std. Error,x,model_30,0.07486405920252395
t value,(Intercept),model_30,3.1163470105597706
t value,x,model_30,31.020017550437657
Pr(>|t|),(Intercept),model_30,0.00485567487130209
Pr(>|t|),x,model_30,2.852339205744391e-20
sigma,model.summary,model_31,312.4816288954032
adj.r.sqrd,model.summary,model_31,0.9748907540113856
total.cor,model.summary,model_31,0.987895223489943
Estimate,(Intercept),model_31,89.61397825834737
Estimate,x,model_31,2.977604294581065
Std. Error,(Intercept),model_31,67.9031879862089
Std. Error,x,model_31,0.0974916254670449
t value,(Intercept),model_31,1.3197315312581188
t value,x,model_31,30.542154572933903
Pr(>|t|),(Intercept),model_31,0.19991081046868892
Pr(>|t|),x,model_31,4.04340122983858e-20
sigma,model.summary,model_32,507.70461821425016
adj.r.sqrd,model.summary,model_32,0.9321868856642227
total.cor,model.summary,model_32,0.9669604087525405
Estimate,(Intercept),model_32,141.50800890077227
Estimate,x,model_32,2.8814520971235607
Std. Error,(Intercept),model_32,110.32572459998397
Std. Error,x,model_32,0.1583995470767364
t value,(Intercept),model_32,1.2826383820622813
t value,x,model_32,18.191037476437014
Pr(>|t|),(Intercept),model_32,0.21239510439245063
Pr(>|t|),x,model_32,3.7783027381405115e-15
sigma,model.summary,model_33,701.6225892881064
adj.r.sqrd,model.summary,model_33,0.8555882947868845
total.cor,model.summary,model_33,0.9282270461319064
Estimate,(Intercept),model_33,144.59805738975547
Estimate,x,model_33,2.619419316679244
Std. Error,(Intercept),model_33,152.4646768650462
Std. Error,x,model_33,0.21890031403091093
t value,(Intercept),model_33,0.9484036588864853
t value,x,model_33,11.966265687080538
Pr(>|t|),(Intercept),model_33,0.35278334426825864
Pr(>|t|),x,model_33,2.3378716147803927e-11
sigma,model.summary,model_34,341.3183365339348
adj.r.sqrd,model.summary,model_34,0.9664010850704061
total.cor,model.summary,model_34,0.9837687939039026
Estimate,(Intercept),model_34,145.4161691864976
Estimate,x,model_34,2.799873943649363
Std. Error,(Intercept),model_34,74.16949038166267
Std. Error,x,model_34,0.10648843436981541
t value,(Intercept),model_34,1.960592804914966
t value,x,model_34,26.292751510703017
Pr(>|t|),(Intercept),model_34,0.06214776565622114
Pr(>|t|),x,model_34,1.1562959556292232e-18
sigma,model.summary,model_35,415.39223301924494
adj.r.sqrd,model.summary,model_35,0.9164066900307845
total.cor,model.summary,model_35,0.9591088283468333
Estimate,(Intercept),model_35,136.48062338212904
Estimate,x,model_35,2.1061482710611994
Std. Error,(Intercept),model_35,90.26596855125334
Std. Error,x,model_35,0.12959886360867406
t value,(Intercept),model_35,1.5119831490495208
t value,x,model_35,16.25128656544975
Pr(>|t|),(Intercept),model_35,0.14415767963989481
Pr(>|t|),x,model_35,4.2208650111593956e-14
sigma,model.summary,model_36,736.7762061567686
adj.r.sqrd,model.summary,model_36,0.7748662859201836
total.cor,model.summary,model_36,0.885577132349394
Estimate,(Intercept),model_36,156.42992108748277
Estimate,x,model_36,2.10179405844599
Std. Error,(Intercept),model_36,160.10366243698502
Std. Error,x,model_36,0.2298679451895375
t value,(Intercept),model_36,0.9770539830658266
t value,x,model_36,9.143484780850835
Pr(>|t|),(Intercept),model_36,0.33870800054427475
Pr(>|t|),x,model_36,4.026921011346092e-9
sigma,model.summary,model_37,462.3890534956053
adj.r.sqrd,model.summary,model_37,0.9383271232136807
total.cor,model.summary,model_37,0.96999836412909
Estimate,(Intercept),model_37,140.07829543518628
Estimate,x,model_37,2.760449998400457
Std. Error,(Intercept),model_37,100.47851751562337
Std. Error,x,model_37,0.14426147413147358
t value,(Intercept),model_37,1.3941118847957281
t value,x,model_37,19.135046380329538
Pr(>|t|),(Intercept),model_37,0.17660713972982583
Pr(>|t|),x,model_37,1.2648097548362788e-15
sigma,model.summary,model_38,401.2772915074298
adj.r.sqrd,model.summary,model_38,0.9481681895735344
total.cor,model.summary,model_38,0.9748476026237658
Estimate,(Intercept),model_38,166.69546267818288
Estimate,x,model_38,2.6262227831779965
Std. Error,(Intercept),model_38,87.19874975097005
Std. Error,x,model_38,0.125195121231167
t value,(Intercept),model_38,1.9116726232227712
t value,x,model_38,20.977037741980357
Pr(>|t|),(Intercept),model_38,0.06845633892882598
Pr(>|t|),x,model_38,1.7053588748203385e-16
sigma,model.summary,model_39,410.5495901459401
adj.r.sqrd,model.summary,model_39,0.9488677765278029
total.cor,model.summary,model_39,0.9751914098468795
Estimate,(Intercept),model_39,138.08917494918396
Estimate,x,model_39,2.7061794588938137
Std. Error,(Intercept),model_39,89.2136478419096
Std. Error,x,model_39,0.12808799998784687
t value,(Intercept),model_39,1.547848095998539
t value,x,model_39,21.12750186708028
Pr(>|t|),(Intercept),model_39,0.13530968707027505
Pr(>|t|),x,model_39,1.458162284501975e-16
sigma,model.summary,model_40,500.1879845416984
adj.r.sqrd,model.summary,model_40,0.923508876281836
total.cor,model.summary,model_40,0.9626505110561983
Estimate,(Intercept),model_40,137.0426454342036
Estimate,x,model_40,2.6609996812953036
Std. Error,(Intercept),model_40,108.69233773146635
Std. Error,x,model_40,0.15605442094126468
t value,(Intercept),model_40,1.2608307843445146
t value,x,model_40,17.051741727309622
Pr(>|t|),(Intercept),model_40,0.2200103139910876
Pr(>|t|),x,model_40,1.515276263413206e-14
sigma,model.summary,model_41,661.1836226777565
adj.r.sqrd,model.summary,model_41,0.8969452036941076
total.cor,model.summary,model_41,0.9493361646646494
Estimate,(Intercept),model_41,144.3431115662438
Estimate,x,model_41,2.988521957059989
Std. Error,(Intercept),model_41,143.67716906365234
Std. Error,x,model_41,0.2062836984526229
t value,(Intercept),model_41,1.0046349918148543
t value,x,model_41,14.487436377559236
Pr(>|t|),(Intercept),model_41,0.3255257182409369
Pr(>|t|),x,model_41,4.729086505190862e-13
sigma,model.summary,model_42,588.6854119692474
adj.r.sqrd,model.summary,model_42,0.9175326100313703
total.cor,model.summary,model_42,0.9596711683071775
Estimate,(Intercept),model_42,114.26537999398552
Estimate,x,model_42,3.00685883015347
Std. Error,(Intercept),model_42,127.92309210301441
Std. Error,x,model_42,0.18366486985009173
t value,(Intercept),model_42,0.8932349751362283
t value,x,model_42,16.371442359160383
Pr(>|t|),(Intercept),model_42,0.38098274740923943
Pr(>|t|),x,model_42,3.609458537836776e-14
sigma,model.summary,model_43,339.3657450482986
adj.r.sqrd,model.summary,model_43,0.9743453686365331
total.cor,model.summary,model_43,0.9876306554628662
Estimate,(Intercept),model_43,93.3246781318725
Estimate,x,model_43,3.19836569138472
Std. Error,(Intercept),model_43,73.74518644040982
Std. Error,x,model_43,0.10587924233993289
t value,(Intercept),model_43,1.2655019620471635
t value,x,model_43,30.207674523360662
Pr(>|t|),(Intercept),model_43,0.2183617915949449
Pr(>|t|),x,model_43,5.1781294176740965e-20
sigma,model.summary,model_44,625.043909995596
adj.r.sqrd,model.summary,model_44,0.9180878374623458
total.cor,model.summary,model_44,0.9599483549830939
Estimate,(Intercept),model_44,80.98791662771745
Estimate,x,model_44,3.2042961156697443
Std. Error,(Intercept),model_44,135.82390193656067
Std. Error,x,model_44,0.1950084137398849
t value,(Intercept),model_44,0.5962714623346965
t value,x,model_44,16.431578793025032
Pr(>|t|),(Intercept),model_44,0.5568174850950829
Pr(>|t|),x,model_44,3.3387814761901476e-14
sigma,model.summary,model_45,660.5750830428808
adj.r.sqrd,model.summary,model_45,0.9068440636563347
total.cor,model.summary,model_45,0.954319422941809
Estimate,(Intercept),model_45,142.79660928883294
Estimate,x,model_45,3.1568876469048783
Std. Error,(Intercept),model_45,143.54493158982038
Std. Error,x,model_45,0.20609383923313895
t value,(Intercept),model_45,0.9947868427488212
t value,x,model_45,15.317719630297736
Pr(>|t|),(Intercept),model_45,0.33019124166390224
Pr(>|t|),x,model_45,1.4734566041612978e-13
sigma,model.summary,model_46,287.71416463697705
adj.r.sqrd,model.summary,model_46,0.9748754884985282
total.cor,model.summary,model_46,0.9878878191092462
Estimate,(Intercept),model_46,157.459050604437
Estimate,x,model_46,2.740744196304257
Std. Error,(Intercept),model_46,62.52114428838701
Std. Error,x,model_46,0.08976438608408856
t value,(Intercept),model_46,2.518492781868105
t value,x,model_46,30.532645694661255
Pr(>|t|),(Intercept),model_46,0.019193875252725014
Pr(>|t|),x,model_46,4.071789442122405e-20
sigma,model.summary,model_47,377.288831054669
adj.r.sqrd,model.summary,model_47,0.9552879315209749
total.cor,model.summary,model_47,0.9783409090773357
Estimate,(Intercept),model_47,124.23555155935101
Estimate,x,model_47,2.668088458909501
Std. Error,(Intercept),model_47,81.98598589863877
Std. Error,x,model_47,0.11771092444731576
t value,(Intercept),model_47,1.5153266768414102
t value,x,model_47,22.666447242997105
Pr(>|t|),(Intercept),model_47,0.1433133014473438
Pr(>|t|),x,model_47,3.107548223885097e-17
sigma,model.summary,model_48,478.2475506986242
adj.r.sqrd,model.summary,model_48,0.9386052754550949
total.cor,model.summary,model_48,0.9701357580142066
Estimate,(Intercept),model_48,154.39290584132323
Estimate,x,model_48,2.8619904600182746
Std. Error,(Intercept),model_48,103.92461615688401
Std. Error,x,model_48,0.14920919113887696
t value,(Intercept),model_48,1.4856240181657498
t value,x,model_48,19.181060081978913
Pr(>|t|),(Intercept),model_48,0.15095763010763072
Pr(>|t|),x,model_48,1.200584192671027e-15
sigma,model.summary,model_49,622.942325119005
adj.r.sqrd,model.summary,model_49,0.915327059869189
total.cor,model.summary,model_49,0.9585692979859651
Estimate,(Intercept),model_49,145.58576986241405
Estimate,x,model_49,3.1365157790555105
Std. Error,(Intercept),model_49,135.36722128800997
Std. Error,x,model_49,0.1943527370321051
t value,(Intercept),model_49,1.0754876141888359
t value,x,model_49,16.138263998501806
Pr(>|t|),(Intercept),model_49,0.2933095087781266
Pr(>|t|),x,model_49,4.8945837609052546e-14
sigma,model.summary,model_50,297.5816735057968
adj.r.sqrd,model.summary,model_50,0.9749438055106818
total.cor,model.summary,model_50,0.987920955144896
Estimate,(Intercept),model_50,140.371133923208
Estimate,x,model_50,2.8386984850210992
Std. Error,(Intercept),model_50,64.66538333387449
Std. Error,x,model_50,0.09284296539875837
t value,(Intercept),model_50,2.1707307169039174
t value,x,model_50,30.575267311087657
Pr(>|t|),(Intercept),model_50,0.040522025946536734
Pr(>|t|),x,model_50,3.9461447411361874e-20
sigma,model.summary,model_51,642.7184213390885
adj.r.sqrd,model.summary,model_51,0.9408302369820054
total.cor,model.summary,model_51,0.9712340828937285
Estimate,(Intercept),model_51,125.99703464192426
Estimate,x,model_51,3.9223215095636674
Std. Error,(Intercept),model_51,139.66462585548035
Std. Error,x,model_51,0.20052271180055456
t value,(Intercept),model_51,0.9021399217601542
t value,x,model_51,19.560485065975556
Pr(>|t|),(Intercept),model_51,0.37633349199858335
Pr(>|t|),x,model_51,7.844827374072919e-16
sigma,model.summary,model_52,833.19488048934
adj.r.sqrd,model.summary,model_52,0.7690154891015941
total.cor,model.summary,model_52,0.8824057137861024
Estimate,(Intercept),model_52,140.92431931596337
Estimate,x,model_52,2.3381475690061184
Std. Error,(Intercept),model_52,181.05572733670166
Std. Error,x,model_52,0.259949756140435
t value,(Intercept),model_52,0.7783477572841007
t value,x,model_52,8.994613435001494
Pr(>|t|),(Intercept),model_52,0.4442981618805273
Pr(>|t|),x,model_52,5.4264523518176636e-9
sigma,model.summary,model_53,231.00939678910154
adj.r.sqrd,model.summary,model_53,0.9805133764565422
total.cor,model.summary,model_53,0.9906186547325799
Estimate,(Intercept),model_53,162.00507912241756
Estimate,x,model_53,2.505626265787356
Std. Error,(Intercept),model_53,50.19902946679065
Std. Error,x,model_53,0.07207297808432013
t value,(Intercept),model_53,3.2272552047961924
t value,x,model_53,34.76512740816615
Pr(>|t|),(Intercept),model_53,0.0037275695900200953
Pr(>|t|),x,model_53,2.1854063369293827e-21
sigma,model.summary,model_54,260.5297919946384
adj.r.sqrd,model.summary,model_54,0.9764510571997267
total.cor,model.summary,model_54,0.9886517400731856
Estimate,(Intercept),model_54,179.26318881846274
Estimate,x,model_54,2.5654494568513337
Std. Error,(Intercept),model_54,56.613899205388066
Std. Error,x,model_54,0.08128309172585102
t value,(Intercept),model_54,3.166416574984856
t value,x,model_54,31.561907924270383
Pr(>|t|),(Intercept),model_54,0.00431063214328023
Pr(>|t|),x,model_54,1.9320819885823646e-20
sigma,model.summary,model_55,993.1169758879022
adj.r.sqrd,model.summary,model_55,0.6800434718286781
total.cor,model.summary,model_55,0.8326914157332334
Estimate,(Intercept),model_55,182.38772279280883
Estimate,x,model_55,2.2345364725814303
Std. Error,(Intercept),model_55,215.80727463688518
Std. Error,x,model_55,0.3098440973969587
t value,(Intercept),model_55,0.845141680694927
t value,x,model_55,7.21180907222073
Pr(>|t|),(Intercept),model_55,0.40673793021900173
Pr(>|t|),x,model_55,2.423631090256478e-7
sigma,model.summary,model_56,335.2984990971079
adj.r.sqrd,model.summary,model_56,0.9686364059128546
total.cor,model.summary,model_56,0.9848569552646477
Estimate,(Intercept),model_56,112.45188775775023
