Estimate,Std..Error,t.value,Pr...t..,coefficient,Model
23.332364326402605,7.146817959952586,3.2647206710939365,0.004076547025576462,a,K1.No.2000
0.2318063794448401,0.018192992966015425,12.741519764112217,9.350176657159047e-11,b,K1.No.2000
0.7971722411459694,1.066575795795814,0.7474126492352735,0.46396489574118005,c,K1.No.2000
109.69878998999465,29.378998729097763,3.73391860633242,0.0011515470163805533,a,K1
0.37251123818190585,0.02411971970904068,15.444260657899735,2.726471108339762e-13,b,K1
8.124219381942083,4.404984777379651,1.8443240538903418,0.07864492404476402,c,K1
71.30021002456594,18.049380820470756,3.950285648785282,6.364147555078207e-4,a,K1.with.no.explicit.dGBT
0.35149775160264224,0.02330827737859877,15.080383071353912,2.04528442814684e-13,b,K1.with.no.explicit.dGBT
