Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT,Blk.Max.Area,Area.less.blk,z,Area.filled.w.background,all.area,MID
Glycine,200908_Smp_GBTFate1Tlong_B,Glycine_13C-0 15N-1,2.57,2921514,0,936552,1,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,2921514,247.084903,2.6,447437,2474077,1,2474077,210542445,0.011750965464469647
Glycine,200908_Smp_GBTFate2Tlong_A,Glycine_13C-0 15N-1,2.56,1585865,0,574848,1,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,1585865,247.084903,2.6,447437,1138428,1,1138428,86366921,0.01318129657534046
Glycine,200908_Smp_GBTFate2Tlong_C,Glycine_13C-0 15N-1,2.57,2089950,0,648979,1,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,2089950,247.084903,2.6,447437,1642513,1,1642513,109190963,0.015042572708146186
Glycine,200908_Smp_GBTFate1T0_B,Glycine_13C-1 15N-1,2.57,273742,0,119281,1,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,273742,248.088257,2.6,25252,248490,1,248490,195811387,0.0012690273216848212
Glycine,200908_Smp_GBTFate2T0_B,Glycine_13C-1 15N-1,2.57,115908,0,63552,1,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,115908,248.088257,2.6,25252,90656,1,90656,50469462,0.0017962545350691474
Glycine,200908_Smp_GBTFate2T0_C,Glycine_13C-1 15N-1,2.57,193447,0,90824,1,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,193447,248.088257,2.6,25252,168195,1,168195,145891256,0.0011528792376700081
Glycine,200908_Smp_GBTFate1Tlong_A,Glycine_13C-1 15N-1,2.58,157917,0,81002,1,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,157917,248.088257,2.6,25252,132665,1,132665,128322654,0.0010338392782929817
Glycine,200908_Smp_GBTFate1Tlong_B,Glycine_13C-1 15N-1,2.55,360170,0,115604,1,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,360170,248.088257,2.6,25252,334918,1,334918,210542445,0.0015907386275484737
Glycine,200908_Smp_GBTFate2Tlong_A,Glycine_13C-1 15N-1,2.57,60814,0,51391,1,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,60814,248.088257,2.6,25252,35562,1,35562,86366921,4.1175486619466267e-4
Glycine,200908_Smp_GBTFate2Tlong_C,Glycine_13C-1 15N-1,2.57,133473,0,73292,1,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,133473,248.088257,2.6,25252,108221,1,108221,109190963,9.911168198049503e-4
Glycine,200908_Smp_GBTFate1T0_B,Glycine_13C-2 15N-1,2.57,1589876,0,617980,1,2,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,1589876,249.091611,2.6,0,1589876,1,1589876,195811387,0.008119425659346358
Glycine,200908_Smp_GBTFate2T0_B,Glycine_13C-2 15N-1,2.48,NA,0,0,1,2,200908,Smp,GBTFate2T0,B,NA,0,Fate2,comparable to blank,NA,too small,ok,something is wrong,0,249.091611,2.6,0,NA,1,0,50469462,0
Glycine,200908_Smp_GBTFate2T0_C,Glycine_13C-2 15N-1,2.49,NA,0,0,1,2,200908,Smp,GBTFate2T0,C,NA,0,Fate2,comparable to blank,NA,too small,ok,something is wrong,0,249.091611,2.6,0,NA,1,0,145891256,0
Glycine,200908_Smp_GBTFate1Tlong_A,Glycine_13C-2 15N-1,2.58,730011,0,350016,1,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,730011,249.091611,2.6,0,730011,1,730011,128322654,0.005688870805306131
Glycine,200908_Smp_GBTFate1Tlong_B,Glycine_13C-2 15N-1,2.57,1058684,0,432407,1,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,1058684,249.091611,2.6,0,1058684,1,1058684,210542445,0.005028363758196121
Glycine,200908_Smp_GBTFate2Tlong_A,Glycine_13C-2 15N-1,2.56,1815524,0,752521,1,2,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,1815524,249.091611,2.6,0,1815524,1,1815524,86366921,0.021021057355975443
Glycine,200908_Smp_GBTFate2Tlong_C,Glycine_13C-2 15N-1,2.57,2583341,0,879021,1,2,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,2583341,249.091611,2.6,0,2583341,1,2583341,109190963,0.023658926792320716
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-0 15N-0,2.72,9266641,0,3807112,0,0,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,9266641,304.093347,2.7,2003909,7262732,1,7262732,8641840,0.8404150042120659
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-0 15N-0,2.73,26409994,0,13144944,0,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,26409994,304.093347,2.7,2003909,24406085,1,24406085,29164932,0.8368298269990824
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-0 15N-0,2.73,5570021,0,2958178,0,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,5570021,304.093347,2.7,2003909,3566112,1,3566112,4311986,0.8270230933031786
Aspartic Acid,200908_Smp_GBTFate2T0_A,Aspartic Acid_13C-0 15N-0,2.73,6201896,0,3475661,0,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,6201896,304.093347,2.7,2003909,4197987,1,4197987,5019095,0.8364031762698255
Aspartic Acid,200908_Smp_GBTFate2T0_B,Aspartic Acid_13C-0 15N-0,2.73,10030695,0,4962145,0,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,10030695,304.093347,2.7,2003909,8026786,1,8026786,9548011,0.8406762413658719
Aspartic Acid,200908_Smp_GBTFate2T0_C,Aspartic Acid_13C-0 15N-0,2.73,11720227,0,6840468,0,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,11720227,304.093347,2.7,2003909,9716318,1,9716318,11736742,0.8278547828690449
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-0 15N-0,2.73,21605516,1363594,9970387,0,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,21605516,304.093347,2.7,2003909,19601607,1,19601607,23755254,0.8251482808813578
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-0 15N-0,2.73,17713026,519476,9271596,0,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,17713026,304.093347,2.7,2003909,15709117,1,15709117,18592249,0.8449282816726476
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-0 15N-0,2.74,10009410,0,4748550,0,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,10009410,304.093347,2.7,2003909,8005501,1,8005501,9461125,0.8461468377175019
Aspartic Acid,200908_Smp_GBTFate2Tlong_A,Aspartic Acid_13C-0 15N-0,2.73,10388258,0,5192320,0,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,10388258,304.093347,2.7,2003909,8384349,1,8384349,9974289,0.8405961567786937
Aspartic Acid,200908_Smp_GBTFate2Tlong_B,Aspartic Acid_13C-0 15N-0,2.73,11290719,0,5194042,0,0,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,11290719,304.093347,2.7,2003909,9286810,1,9286810,11015364,0.8430779046430059
Aspartic Acid,200908_Smp_GBTFate2Tlong_C,Aspartic Acid_13C-0 15N-0,2.73,12929320,1408915,6515668,0,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,12929320,304.093347,2.7,2003909,10925411,1,10925411,12879781,0.8482606187170418
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-1 15N-0,2.72,1182433,0,641304,0,1,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,1182433,305.096701,2.7,125532,1056901,1,1056901,8641840,0.12230045916147488
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-1 15N-0,2.73,3516588,0,1999395,0,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,3516588,305.096701,2.7,125532,3391056,1,3391056,29164932,0.11627169231870658
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-1 15N-0,2.73,705255,0,512086,0,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,705255,305.096701,2.7,125532,579723,1,579723,4311986,0.13444454597023275
Aspartic Acid,200908_Smp_GBTFate2T0_A,Aspartic Acid_13C-1 15N-0,2.73,790355,0,501407,0,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,790355,305.096701,2.7,125532,664823,1,664823,5019095,0.1324587400716663
Aspartic Acid,200908_Smp_GBTFate2T0_B,Aspartic Acid_13C-1 15N-0,2.72,1276335,0,688052,0,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,1276335,305.096701,2.7,125532,1150803,1,1150803,9548011,0.12052803458228106
Aspartic Acid,200908_Smp_GBTFate2T0_C,Aspartic Acid_13C-1 15N-0,2.73,1646150,0,1016003,0,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,1646150,305.096701,2.7,125532,1520618,1,1520618,11736742,0.12956048620647875
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-1 15N-0,2.73,3213534,0,1454400,0,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,3213534,305.096701,2.7,125532,3088002,1,3088002,23755254,0.1299923797910138
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-1 15N-0,2.73,2370827,0,1456705,0,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,2370827,305.096701,2.7,125532,2245295,1,2245295,18592249,0.12076511023491564
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-1 15N-0,2.74,1298656,0,790494,0,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,1298656,305.096701,2.7,125532,1173124,1,1173124,9461125,0.12399413388999722
Aspartic Acid,200908_Smp_GBTFate2Tlong_A,Aspartic Acid_13C-1 15N-0,2.73,1410392,0,1041571,0,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,1410392,305.096701,2.7,125532,1284860,1,1284860,9974289,0.1288172019078252
Aspartic Acid,200908_Smp_GBTFate2Tlong_B,Aspartic Acid_13C-1 15N-0,2.73,1414397,0,826203,0,1,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,1414397,305.096701,2.7,125532,1288865,1,1288865,11015364,0.11700611981592256
Aspartic Acid,200908_Smp_GBTFate2Tlong_C,Aspartic Acid_13C-1 15N-0,2.73,1727750,0,872480,0,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,1727750,305.096701,2.7,125532,1602218,1,1602218,12879781,0.12439792260442938
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-2 15N-0,2.72,20394,0,96123,0,2,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,20394,306.100055,2.7,0,20394,1,20394,8641840,0.0023599140923692176
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-2 15N-0,2.72,278667,0,250101,0,2,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,278667,306.100055,2.7,0,278667,1,278667,29164932,0.009554865411652597
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-2 15N-0,2.72,NA,0,0,0,2,200908,Smp,GBTFate1T0,C,NA,0,Fate1,comparable to blank,NA,too small,ok,something is wrong,0,306.100055,2.7,0,NA,1,0,4311986,0
Aspartic Acid,200908_Smp_GBTFate2T0_A,Aspartic Acid_13C-2 15N-0,2.73,NA,0,0,0,2,200908,Smp,GBTFate2T0,A,NA,0,Fate2,comparable to blank,NA,too small,ok,something is wrong,0,306.100055,2.7,0,NA,1,0,5019095,0
Aspartic Acid,200908_Smp_GBTFate2T0_B,Aspartic Acid_13C-2 15N-0,2.73,47167,0,90718,0,2,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,47167,306.100055,2.7,0,47167,1,47167,9548011,0.004939981740699712
Aspartic Acid,200908_Smp_GBTFate2T0_C,Aspartic Acid_13C-2 15N-0,2.74,48658,0,138058,0,2,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,48658,306.100055,2.7,0,48658,1,48658,11736742,0.004145784238931042
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-2 15N-0,2.73,180840,0,201792,0,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,180840,306.100055,2.7,0,180840,1,180840,23755254,0.00761263171507238
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-2 15N-0,2.73,64192,0,120112,0,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,64192,306.100055,2.7,0,64192,1,64192,18592249,0.003452621573646093
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-2 15N-0,2.65,NA,0,0,0,2,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,NA,too small,ok,something is wrong,0,306.100055,2.7,0,NA,1,0,9461125,0
Aspartic Acid,200908_Smp_GBTFate2Tlong_A,Aspartic Acid_13C-2 15N-0,2.73,19779,0,62564,0,2,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,19779,306.100055,2.7,0,19779,1,19779,9974289,0.0019829984874109824
Aspartic Acid,200908_Smp_GBTFate2Tlong_B,Aspartic Acid_13C-2 15N-0,2.73,65421,0,91061,0,2,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,65421,306.100055,2.7,0,65421,1,65421,11015364,0.00593906837758607
Aspartic Acid,200908_Smp_GBTFate2Tlong_C,Aspartic Acid_13C-2 15N-0,2.72,NA,0,0,0,2,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,comparable to blank,NA,too small,ok,something is wrong,0,306.100055,2.7,0,NA,1,0,12879781,0
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-0 15N-1,2.72,272148,0,141468,1,0,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,272148,305.090383,2.7,20271,251877,1,251877,8641840,0.029146223489442062
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-0 15N-1,2.73,948910,0,563815,1,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,948910,305.090383,2.7,20271,928639,1,928639,29164932,0.03184094514604046
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-0 15N-1,2.73,156332,0,138592,1,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,156332,305.090383,2.7,20271,136061,1,136061,4311986,0.03155413769896284
Aspartic Acid,200908_Smp_GBTFate2T0_A,Aspartic Acid_13C-0 15N-1,2.73,176556,0,111794,1,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,176556,305.090383,2.7,20271,156285,1,156285,5019095,0.031138083658508158
Aspartic Acid,200908_Smp_GBTFate2T0_B,Aspartic Acid_13C-0 15N-1,2.73,314005,0,174290,1,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,314005,305.090383,2.7,20271,293734,1,293734,9548011,0.03076389417649393
Aspartic Acid,200908_Smp_GBTFate2T0_C,Aspartic Acid_13C-0 15N-1,2.73,442536,0,298429,1,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,442536,305.090383,2.7,20271,422265,1,422265,11736742,0.03597804228805575
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-0 15N-1,2.73,809773,0,442106,1,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,809773,305.090383,2.7,20271,789502,1,789502,23755254,0.033234837228008594
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-0 15N-1,2.73,555815,0,367696,1,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,555815,305.090383,2.7,20271,535544,1,535544,18592249,0.02880469167554716
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-0 15N-1,2.74,302771,0,207680,1,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,302771,305.090383,2.7,20271,282500,1,282500,9461125,0.029859028392500892
Aspartic Acid,200908_Smp_GBTFate2Tlong_A,Aspartic Acid_13C-0 15N-1,2.73,285593,0,248975,1,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,285593,305.090383,2.7,20271,265322,1,265322,9974289,0.02660059278410722
Aspartic Acid,200908_Smp_GBTFate2Tlong_B,Aspartic Acid_13C-0 15N-1,2.73,375970,0,229332,1,0,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,375970,305.090383,2.7,20271,355699,1,355699,11015364,0.03229117076839222
Aspartic Acid,200908_Smp_GBTFate2Tlong_C,Aspartic Acid_13C-0 15N-1,2.73,372423,0,213276,1,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,372423,305.090383,2.7,20271,352152,1,352152,12879781,0.027341458678528774
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-1 15N-1,2.72,12193,0,30248,1,1,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,12193,306.093737,2.7,0,12193,1,12193,8641840,0.001410926376790128
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-1 15N-1,2.72,160485,0,173844,1,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,160485,306.093737,2.7,0,160485,1,160485,29164932,0.005502670124518034
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-1 15N-1,2.75,NA,0,0,1,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,comparable to blank,NA,too small,ok,something is wrong,0,306.093737,2.7,0,NA,1,0,4311986,0
Aspartic Acid,200908_Smp_GBTFate2T0_A,Aspartic Acid_13C-1 15N-1,2.77,NA,0,0,1,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,comparable to blank,NA,too small,ok,something is wrong,0,306.093737,2.7,0,NA,1,0,5019095,0
Aspartic Acid,200908_Smp_GBTFate2T0_B,Aspartic Acid_13C-1 15N-1,2.73,29521,0,66976,1,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,29521,306.093737,2.7,0,29521,1,29521,9548011,0.0030918481346533847
Aspartic Acid,200908_Smp_GBTFate2T0_C,Aspartic Acid_13C-1 15N-1,2.74,28883,0,81048,1,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,28883,306.093737,2.7,0,28883,1,28883,11736742,0.0024609043974895247
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-1 15N-1,2.73,95303,0,91167,1,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,95303,306.093737,2.7,0,95303,1,95303,23755254,0.004011870384547351
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-1 15N-1,2.73,38101,0,87240,1,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,38101,306.093737,2.7,0,38101,1,38101,18592249,0.002049294843243547
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-1 15N-1,2.72,NA,0,0,1,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,NA,too small,ok,something is wrong,0,306.093737,2.7,0,NA,1,0,9461125,0
Aspartic Acid,200908_Smp_GBTFate2Tlong_A,Aspartic Acid_13C-1 15N-1,2.73,19979,0,63195,1,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,19979,306.093737,2.7,0,19979,1,19979,9974289,0.0020030500419628908
Aspartic Acid,200908_Smp_GBTFate2Tlong_B,Aspartic Acid_13C-1 15N-1,2.73,18569,0,38019,1,1,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,18569,306.093737,2.7,0,18569,1,18569,11015364,0.0016857363950932534
Aspartic Acid,200908_Smp_GBTFate2Tlong_C,Aspartic Acid_13C-1 15N-1,2.65,NA,0,0,1,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,comparable to blank,NA,too small,ok,something is wrong,0,306.093737,2.7,0,NA,1,0,12879781,0
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-2 15N-1,2.55,45365,0,61791,1,2,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,45365,307.097091,2.7,7622,37743,1,37743,8641840,0.004367472667857771
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-2 15N-1,3.7,NA,0,31810,1,2,200908,Smp,GBTFate1T0,B,NA,0,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,11589,307.097091,2.7,7622,NA,1,0,29164932,0
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-2 15N-1,2.56,37712,0,105629,1,2,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,37712,307.097091,2.7,7622,30090,1,30090,4311986,0.006978223027625786
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-2 15N-1,NA,NA,NA,NA,1,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,NA,NA,NA,bad RT,something is wrong,NA,307.097091,2.7,7622,NA,1,0,23755254,0
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-2 15N-1,NA,NA,NA,NA,1,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,NA,NA,NA,bad RT,something is wrong,NA,307.097091,2.7,7622,NA,1,0,18592249,0
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-2 15N-1,5.59,NA,0,14472,1,2,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,4865,307.097091,2.7,7622,NA,1,0,9461125,0
Glutamic Acid,200908_Smp_GBTFate1T0_A,Glutamic Acid_13C-0 15N-0,2.96,13116318,0,6294459,0,0,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,13116318,318.108997,2.9,2831777,10284541,1,10284541,12316441,0.8350253941053264
Glutamic Acid,200908_Smp_GBTFate1T0_B,Glutamic Acid_13C-0 15N-0,2.96,35069120,436735,20678586,0,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,35069120,318.108997,2.9,2831777,32237343,1,32237343,40192846,0.8020666911718568
Glutamic Acid,200908_Smp_GBTFate1T0_C,Glutamic Acid_13C-0 15N-0,2.96,7610619,0,4252566,0,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,7610619,318.108997,2.9,2831777,4778842,1,4778842,5937313,0.8048829495766856
Glutamic Acid,200908_Smp_GBTFate2T0_A,Glutamic Acid_13C-0 15N-0,2.96,8175466,0,5168745,0,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,8175466,318.108997,2.9,2831777,5343689,1,5343689,6546572,0.816257577248062
Glutamic Acid,200908_Smp_GBTFate2T0_B,Glutamic Acid_13C-0 15N-0,2.96,15436134,0,8605430,0,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,15436134,318.108997,2.9,2831777,12604357,1,12604357,15243480,0.8268687333863396
Glutamic Acid,200908_Smp_GBTFate2T0_C,Glutamic Acid_13C-0 15N-0,2.96,14666320,0,9152850,0,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,14666320,318.108997,2.9,2831777,11834543,1,11834543,14515710,0.8152920525416945
Glutamic Acid,200908_Smp_GBTFate1Tlong_A,Glutamic Acid_13C-0 15N-0,2.96,34592500,0,15929028,0,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,34592500,318.108997,2.9,2831777,31760723,1,31760723,38918900,0.8160745293417851
Glutamic Acid,200908_Smp_GBTFate1Tlong_B,Glutamic Acid_13C-0 15N-0,2.96,22735002,881341,13927962,0,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,22735002,318.108997,2.9,2831777,19903225,1,19903225,24659294,0.8071287442373655
Glutamic Acid,200908_Smp_GBTFate1Tlong_C,Glutamic Acid_13C-0 15N-0,2.97,13681504,0,7204358,0,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,13681504,318.108997,2.9,2831777,10849727,1,10849727,13111189,0.8275166348376185
Glutamic Acid,200908_Smp_GBTFate2Tlong_A,Glutamic Acid_13C-0 15N-0,2.95,15802315,0,9586793,0,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,15802315,318.108997,2.9,2831777,12970538,1,12970538,15808508,0.8204783145885747
Glutamic Acid,200908_Smp_GBTFate2Tlong_B,Glutamic Acid_13C-0 15N-0,2.95,13831544,357378,7387592,0,0,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,13831544,318.108997,2.9,2831777,10999767,1,10999767,13524839,0.8133011416993577
Glutamic Acid,200908_Smp_GBTFate2Tlong_C,Glutamic Acid_13C-0 15N-0,2.96,22505432,1044291,11987984,0,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,22505432,318.108997,2.9,2831777,19673655,1,19673655,23746052,0.8285021442722352
