Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea
Glycine,200908_Std_1.0uM_GBTFate1T0_A-2,Glycine_13C-1 15N-1,2.53,559081,0,152903,1,1,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,559081
Glycine,200908_Std_2.5uM_GBTFate1T0_A-2,Glycine_13C-1 15N-1,2.56,1106588,0,587798,1,1,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,1106588
Glycine,191001_Std_AA_AA-IS,Glycine_13C-2 15N-1,2.47,134195,0,83556,1,2,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,134195
Glycine,200908_Blk_GBTFateBlk_A,Glycine_13C-2 15N-1,2.52,NA,0,0,1,2,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Blk_GBTFateBlk_B,Glycine_13C-2 15N-1,2.43,NA,0,0,1,2,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Smp_GBTFate1T0_A,Glycine_13C-2 15N-1,2.49,NA,0,0,1,2,200908,Smp,GBTFate1T0,A,NA,0,Fate1,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Smp_GBTFate1T0_B,Glycine_13C-2 15N-1,2.57,1589876,0,617980,1,2,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,1589876
Glycine,200908_Smp_GBTFate1T0_C,Glycine_13C-2 15N-1,2.48,NA,0,0,1,2,200908,Smp,GBTFate1T0,C,NA,0,Fate1,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Smp_GBTFate2T0_A,Glycine_13C-2 15N-1,2.47,NA,0,0,1,2,200908,Smp,GBTFate2T0,A,NA,0,Fate2,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Smp_GBTFate2T0_B,Glycine_13C-2 15N-1,2.48,NA,0,0,1,2,200908,Smp,GBTFate2T0,B,NA,0,Fate2,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Smp_GBTFate2T0_C,Glycine_13C-2 15N-1,2.49,NA,0,0,1,2,200908,Smp,GBTFate2T0,C,NA,0,Fate2,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Smp_GBTFate1Tlong_A,Glycine_13C-2 15N-1,2.58,730011,0,350016,1,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,730011
Glycine,200908_Smp_GBTFate1Tlong_B,Glycine_13C-2 15N-1,2.57,1058684,0,432407,1,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,1058684
Glycine,200908_Smp_GBTFate1Tlong_C,Glycine_13C-2 15N-1,2.51,NA,0,0,1,2,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Smp_GBTFate2Tlong_A,Glycine_13C-2 15N-1,2.56,1815524,0,752521,1,2,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,1815524
Glycine,200908_Smp_GBTFate2Tlong_B,Glycine_13C-2 15N-1,2.58,480337,0,321536,1,2,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,480337
Glycine,200908_Std_0.5uM_GBTFate1T0_A-1,Glycine_13C-2 15N-1,2.48,NA,0,0,1,2,200908,Std,0,5uM,GBTFate1T0,NA,,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Std_1.0uM_GBTFate1T0_A-1,Glycine_13C-2 15N-1,2.57,NA,0,0,1,2,200908,Std,1,0uM,GBTFate1T0,NA,,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Std_0uM_GBTFate1T0_A-1,Glycine_13C-2 15N-1,2.49,NA,0,0,1,2,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Smp_GBTFate2Tlong_C,Glycine_13C-2 15N-1,2.57,2583341,0,879021,1,2,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,2583341
Glycine,200908_Std_2.5uM_GBTFate1T0_A-1,Glycine_13C-2 15N-1,2.55,5857,0,24697,1,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,5857
Glycine,200908_Std_0uM_GBTFate1T0_A-2,Glycine_13C-2 15N-1,2.45,NA,0,0,1,2,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,NA,too small,ok,something is wrong,0
Glycine,200908_Std_0.5uM_GBTFate1T0_A-2,Glycine_13C-2 15N-1,2.56,11580,0,43088,1,2,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,11580
Glycine,200908_Std_1.0uM_GBTFate1T0_A-2,Glycine_13C-2 15N-1,2.57,32824,0,62654,1,2,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,32824
Glycine,200908_Std_2.5uM_GBTFate1T0_A-2,Glycine_13C-2 15N-1,2.56,17404,0,38005,1,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,17404
Aspartic Acid,191001_Std_AA_AA-IS,Aspartic Acid_13C-0 15N-0,2.62,94436624,3254987,43130248,0,0,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,94436624
Aspartic Acid,200908_Blk_GBTFateBlk_A,Aspartic Acid_13C-0 15N-0,2.73,NA,0,582026,0,0,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,1076465
Aspartic Acid,200908_Blk_GBTFateBlk_B,Aspartic Acid_13C-0 15N-0,2.73,NA,0,1319571,0,0,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,2003909
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-0 15N-0,2.72,9266641,0,3807112,0,0,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,9266641
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-0 15N-0,2.73,26409994,0,13144944,0,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,26409994
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-0 15N-0,2.73,5570021,0,2958178,0,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,5570021
Aspartic Acid,200908_Smp_GBTFate2T0_A,Aspartic Acid_13C-0 15N-0,2.73,6201896,0,3475661,0,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,6201896
Aspartic Acid,200908_Smp_GBTFate2T0_B,Aspartic Acid_13C-0 15N-0,2.73,10030695,0,4962145,0,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,10030695
Aspartic Acid,200908_Smp_GBTFate2T0_C,Aspartic Acid_13C-0 15N-0,2.73,11720227,0,6840468,0,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,11720227
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-0 15N-0,2.73,21605516,1363594,9970387,0,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,21605516
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-0 15N-0,2.73,17713026,519476,9271596,0,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,17713026
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-0 15N-0,2.74,10009410,0,4748550,0,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,10009410
Aspartic Acid,200908_Smp_GBTFate2Tlong_A,Aspartic Acid_13C-0 15N-0,2.73,10388258,0,5192320,0,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,10388258
Aspartic Acid,200908_Smp_GBTFate2Tlong_B,Aspartic Acid_13C-0 15N-0,2.73,11290719,0,5194042,0,0,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,11290719
Aspartic Acid,200908_Std_0.5uM_GBTFate1T0_A-1,Aspartic Acid_13C-0 15N-0,2.75,31420344,1456248,13141624,0,0,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,31420344
Aspartic Acid,200908_Std_1.0uM_GBTFate1T0_A-1,Aspartic Acid_13C-0 15N-0,2.73,47325444,3348448,22223352,0,0,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,47325444
Aspartic Acid,200908_Std_0uM_GBTFate1T0_A-1,Aspartic Acid_13C-0 15N-0,2.75,NA,0,1184768,0,0,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,2524751
Aspartic Acid,200908_Smp_GBTFate2Tlong_C,Aspartic Acid_13C-0 15N-0,2.73,12929320,1408915,6515668,0,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,12929320
Aspartic Acid,200908_Std_2.5uM_GBTFate1T0_A-1,Aspartic Acid_13C-0 15N-0,2.73,85702248,7242180,42239344,0,0,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,85702248
Aspartic Acid,200908_Std_0uM_GBTFate1T0_A-2,Aspartic Acid_13C-0 15N-0,2.73,NA,0,2068934,0,0,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,3709221
Aspartic Acid,200908_Std_0.5uM_GBTFate1T0_A-2,Aspartic Acid_13C-0 15N-0,2.72,39261260,3600116,20101408,0,0,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,39261260
Aspartic Acid,200908_Std_1.0uM_GBTFate1T0_A-2,Aspartic Acid_13C-0 15N-0,2.72,78685752,1494313,44692524,0,0,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,78685752
Aspartic Acid,200908_Std_2.5uM_GBTFate1T0_A-2,Aspartic Acid_13C-0 15N-0,2.72,131449080,3423333,74926104,0,0,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,131449080
Aspartic Acid,191001_Std_AA_AA-IS,Aspartic Acid_13C-1 15N-0,2.62,14338906,449198,6703348,0,1,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,14338906
Aspartic Acid,200908_Blk_GBTFateBlk_A,Aspartic Acid_13C-1 15N-0,2.7,NA,0,72368,0,1,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,25222
Aspartic Acid,200908_Blk_GBTFateBlk_B,Aspartic Acid_13C-1 15N-0,2.73,NA,0,231142,0,1,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,125532
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-1 15N-0,2.72,1182433,0,641304,0,1,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,1182433
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-1 15N-0,2.73,3516588,0,1999395,0,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,3516588
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-1 15N-0,2.73,705255,0,512086,0,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,705255
Aspartic Acid,200908_Smp_GBTFate2T0_A,Aspartic Acid_13C-1 15N-0,2.73,790355,0,501407,0,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,790355
Aspartic Acid,200908_Smp_GBTFate2T0_B,Aspartic Acid_13C-1 15N-0,2.72,1276335,0,688052,0,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,1276335
Aspartic Acid,200908_Smp_GBTFate2T0_C,Aspartic Acid_13C-1 15N-0,2.73,1646150,0,1016003,0,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,1646150
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-1 15N-0,2.73,3213534,0,1454400,0,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,3213534
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-1 15N-0,2.73,2370827,0,1456705,0,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,2370827
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-1 15N-0,2.74,1298656,0,790494,0,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,1298656
Aspartic Acid,200908_Smp_GBTFate2Tlong_A,Aspartic Acid_13C-1 15N-0,2.73,1410392,0,1041571,0,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,1410392
Aspartic Acid,200908_Smp_GBTFate2Tlong_B,Aspartic Acid_13C-1 15N-0,2.73,1414397,0,826203,0,1,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,1414397
Aspartic Acid,200908_Std_0.5uM_GBTFate1T0_A-1,Aspartic Acid_13C-1 15N-0,2.75,4743435,0,2012749,0,1,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,4743435
Aspartic Acid,200908_Std_1.0uM_GBTFate1T0_A-1,Aspartic Acid_13C-1 15N-0,2.73,6370213,0,3305427,0,1,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,6370213
Aspartic Acid,200908_Std_0uM_GBTFate1T0_A-1,Aspartic Acid_13C-1 15N-0,2.74,NA,0,204164,0,1,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,225741
Aspartic Acid,200908_Smp_GBTFate2Tlong_C,Aspartic Acid_13C-1 15N-0,2.73,1727750,0,872480,0,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,1727750
Aspartic Acid,200908_Std_2.5uM_GBTFate1T0_A-1,Aspartic Acid_13C-1 15N-0,2.73,12531786,1004127,6232957,0,1,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,12531786
Aspartic Acid,200908_Std_0uM_GBTFate1T0_A-2,Aspartic Acid_13C-1 15N-0,2.73,442250,0,374247,0,1,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,ok,all ok,442250
Aspartic Acid,200908_Std_0.5uM_GBTFate1T0_A-2,Aspartic Acid_13C-1 15N-0,2.72,5642094,0,2656901,0,1,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,5642094
Aspartic Acid,200908_Std_1.0uM_GBTFate1T0_A-2,Aspartic Acid_13C-1 15N-0,2.73,11782926,0,6577759,0,1,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,11782926
Aspartic Acid,200908_Std_2.5uM_GBTFate1T0_A-2,Aspartic Acid_13C-1 15N-0,2.72,19689126,0,11028038,0,1,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,19689126
Aspartic Acid,191001_Std_AA_AA-IS,Aspartic Acid_13C-2 15N-0,2.62,1346575,0,608497,0,2,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,1346575
Aspartic Acid,200908_Blk_GBTFateBlk_A,Aspartic Acid_13C-2 15N-0,2.71,NA,0,0,0,2,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,NA,too small,ok,something is wrong,0
Aspartic Acid,200908_Blk_GBTFateBlk_B,Aspartic Acid_13C-2 15N-0,2.68,NA,0,0,0,2,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,NA,too small,ok,something is wrong,0
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-2 15N-0,2.72,20394,0,96123,0,2,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,20394
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-2 15N-0,2.72,278667,0,250101,0,2,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,278667
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-2 15N-0,2.72,NA,0,0,0,2,200908,Smp,GBTFate1T0,C,NA,0,Fate1,comparable to blank,NA,too small,ok,something is wrong,0
Aspartic Acid,200908_Smp_GBTFate2T0_A,Aspartic Acid_13C-2 15N-0,2.73,NA,0,0,0,2,200908,Smp,GBTFate2T0,A,NA,0,Fate2,comparable to blank,NA,too small,ok,something is wrong,0
Aspartic Acid,200908_Smp_GBTFate2T0_B,Aspartic Acid_13C-2 15N-0,2.73,47167,0,90718,0,2,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,47167
Aspartic Acid,200908_Smp_GBTFate2T0_C,Aspartic Acid_13C-2 15N-0,2.74,48658,0,138058,0,2,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,48658
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-2 15N-0,2.73,180840,0,201792,0,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,180840
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-2 15N-0,2.73,64192,0,120112,0,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,64192
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-2 15N-0,2.65,NA,0,0,0,2,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,NA,too small,ok,something is wrong,0
Aspartic Acid,200908_Smp_GBTFate2Tlong_A,Aspartic Acid_13C-2 15N-0,2.73,19779,0,62564,0,2,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,19779
Aspartic Acid,200908_Smp_GBTFate2Tlong_B,Aspartic Acid_13C-2 15N-0,2.73,65421,0,91061,0,2,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,65421
Aspartic Acid,200908_Std_0.5uM_GBTFate1T0_A-1,Aspartic Acid_13C-2 15N-0,2.75,352837,0,229012,0,2,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,352837
Aspartic Acid,200908_Std_1.0uM_GBTFate1T0_A-1,Aspartic Acid_13C-2 15N-0,2.73,600449,0,374672,0,2,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,600449
Aspartic Acid,200908_Std_0uM_GBTFate1T0_A-1,Aspartic Acid_13C-2 15N-0,2.65,NA,0,0,0,2,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,NA,too small,ok,something is wrong,0
Aspartic Acid,200908_Smp_GBTFate2Tlong_C,Aspartic Acid_13C-2 15N-0,2.72,NA,0,0,0,2,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,comparable to blank,NA,too small,ok,something is wrong,0
Aspartic Acid,200908_Std_2.5uM_GBTFate1T0_A-1,Aspartic Acid_13C-2 15N-0,2.73,1227183,0,698658,0,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,1227183
Aspartic Acid,200908_Std_0uM_GBTFate1T0_A-2,Aspartic Acid_13C-2 15N-0,2.66,NA,0,0,0,2,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,NA,too small,ok,something is wrong,0
Aspartic Acid,200908_Std_0.5uM_GBTFate1T0_A-2,Aspartic Acid_13C-2 15N-0,2.72,549669,0,480107,0,2,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,549669
Aspartic Acid,200908_Std_1.0uM_GBTFate1T0_A-2,Aspartic Acid_13C-2 15N-0,2.72,1192514,0,828912,0,2,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,1192514
Aspartic Acid,200908_Std_2.5uM_GBTFate1T0_A-2,Aspartic Acid_13C-2 15N-0,2.72,1994257,0,1367572,0,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,1994257
Aspartic Acid,191001_Std_AA_AA-IS,Aspartic Acid_13C-3 15N-0,2.6,3351743,93758,1718758,0,3,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,3351743
Aspartic Acid,200908_Blk_GBTFateBlk_A,Aspartic Acid_13C-3 15N-0,2.52,NA,0,80691,0,3,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,ok,ok,bad RT,something is wrong,21618
Aspartic Acid,200908_Blk_GBTFateBlk_B,Aspartic Acid_13C-3 15N-0,0.68,NA,0,4196,0,3,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,bad RT,something is wrong,1050
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-3 15N-0,2.54,86274,0,123314,0,3,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,86274
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-3 15N-0,3.7,NA,0,22233,0,3,200908,Smp,GBTFate1T0,B,NA,0,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,8100
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-3 15N-0,2.56,NA,0,109768,0,3,200908,Smp,GBTFate1T0,C,NA,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,38543
Aspartic Acid,200908_Smp_GBTFate2T0_A,Aspartic Acid_13C-3 15N-0,NA,NA,NA,NA,0,3,200908,Smp,GBTFate2T0,A,NA,0,Fate2,NA,NA,NA,bad RT,something is wrong,NA
Aspartic Acid,200908_Smp_GBTFate2T0_B,Aspartic Acid_13C-3 15N-0,0.7,NA,0,10212,0,3,200908,Smp,GBTFate2T0,B,NA,0,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,5175
Aspartic Acid,200908_Smp_GBTFate2T0_C,Aspartic Acid_13C-3 15N-0,2.57,NA,0,120344,0,3,200908,Smp,GBTFate2T0,C,NA,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,37953
Aspartic Acid,200908_Smp_GBTFate1Tlong_A,Aspartic Acid_13C-3 15N-0,0.69,NA,0,1286,0,3,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,comparable to blank,ok,too small,bad RT,something is wrong,310
Aspartic Acid,200908_Smp_GBTFate1Tlong_B,Aspartic Acid_13C-3 15N-0,5.42,NA,0,13590,0,3,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,3866
Aspartic Acid,200908_Smp_GBTFate1Tlong_C,Aspartic Acid_13C-3 15N-0,5.59,NA,0,37136,0,3,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,12485
Aspartic Acid,200908_Smp_GBTFate2Tlong_A,Aspartic Acid_13C-3 15N-0,2.55,NA,0,89304,0,3,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,23213
Aspartic Acid,200908_Smp_GBTFate2Tlong_B,Aspartic Acid_13C-3 15N-0,2.79,NA,0,20355,0,3,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,5265
Aspartic Acid,200908_Std_0.5uM_GBTFate1T0_A-1,Aspartic Acid_13C-3 15N-0,2.59,47933,0,79074,0,3,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,47933
Aspartic Acid,200908_Std_1.0uM_GBTFate1T0_A-1,Aspartic Acid_13C-3 15N-0,2.54,NA,0,75087,0,3,200908,Std,1,0uM,GBTFate1T0,NA,,comparable to blank,ok,ok,ok,something is wrong,15917
Aspartic Acid,200908_Std_0uM_GBTFate1T0_A-1,Aspartic Acid_13C-3 15N-0,2.58,45882,0,87123,0,3,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,ok,all ok,45882
Aspartic Acid,200908_Smp_GBTFate2Tlong_C,Aspartic Acid_13C-3 15N-0,2.74,49211,0,151480,0,3,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,49211
Aspartic Acid,200908_Std_2.5uM_GBTFate1T0_A-1,Aspartic Acid_13C-3 15N-0,2.71,NA,0,49662,0,3,200908,Std,2,5uM,GBTFate1T0,NA,,comparable to blank,ok,ok,ok,something is wrong,10354
Aspartic Acid,200908_Std_0uM_GBTFate1T0_A-2,Aspartic Acid_13C-3 15N-0,NA,NA,NA,NA,0,3,200908,Std,0uM,GBTFate1T0,A,NA,,NA,NA,NA,bad RT,something is wrong,NA
Aspartic Acid,200908_Std_0.5uM_GBTFate1T0_A-2,Aspartic Acid_13C-3 15N-0,2.55,NA,0,68121,0,3,200908,Std,0,5uM,GBTFate1T0,NA,,comparable to blank,ok,ok,ok,something is wrong,20760
Aspartic Acid,200908_Std_1.0uM_GBTFate1T0_A-2,Aspartic Acid_13C-3 15N-0,2.73,NA,0,92829,0,3,200908,Std,1,0uM,GBTFate1T0,NA,,comparable to blank,ok,ok,ok,something is wrong,21315
Aspartic Acid,200908_Std_2.5uM_GBTFate1T0_A-2,Aspartic Acid_13C-3 15N-0,2.71,NA,0,80321,0,3,200908,Std,2,5uM,GBTFate1T0,NA,,comparable to blank,ok,ok,ok,something is wrong,22849
Aspartic Acid,191001_Std_AA_AA-IS,Aspartic Acid_13C-0 15N-1,2.62,3874957,94536,1916379,1,0,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,3874957
Aspartic Acid,200908_Blk_GBTFateBlk_A,Aspartic Acid_13C-0 15N-1,2.7,NA,0,26710,1,0,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,9309
Aspartic Acid,200908_Blk_GBTFateBlk_B,Aspartic Acid_13C-0 15N-1,2.73,NA,0,41465,1,0,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,20271
Aspartic Acid,200908_Smp_GBTFate1T0_A,Aspartic Acid_13C-0 15N-1,2.72,272148,0,141468,1,0,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,272148
Aspartic Acid,200908_Smp_GBTFate1T0_B,Aspartic Acid_13C-0 15N-1,2.73,948910,0,563815,1,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,948910
Aspartic Acid,200908_Smp_GBTFate1T0_C,Aspartic Acid_13C-0 15N-1,2.73,156332,0,138592,1,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,156332
