Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT,Blk.Max.Area,Area.less.blk
Glycine,200908_Blk_GBTFateBlk_A,Glycine_13C-0 15N-0,2.57,NA,0,6228564,0,0,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,24882740,246.087867,2.6,47379012,NA
Glycine,200908_Blk_GBTFateBlk_B,Glycine_13C-0 15N-0,2.58,NA,244065,12804544,0,0,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,47379012,246.087867,2.6,47379012,NA
Glycine,200908_Smp_GBTFate1T0_A,Glycine_13C-0 15N-0,2.57,NA,1474023,16271830,0,0,200908,Smp,GBTFate1T0,A,NA,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,36121628,246.087867,2.6,47379012,NA
Glycine,200908_Smp_GBTFate1T0_B,Glycine_13C-0 15N-0,2.57,217698064,8767772,59650524,0,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,217698064,246.087867,2.6,47379012,170319052
Glycine,200908_Smp_GBTFate1T0_C,Glycine_13C-0 15N-0,2.57,NA,611139,25871826,0,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,86664496,246.087867,2.6,47379012,NA
Glycine,200908_Smp_GBTFate2T0_A,Glycine_13C-0 15N-0,2.57,NA,0,26914692,0,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,79856008,246.087867,2.6,47379012,NA
Glycine,200908_Smp_GBTFate2T0_B,Glycine_13C-0 15N-0,2.57,96711792,506444,28375060,0,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,96711792,246.087867,2.6,47379012,49332780
Glycine,200908_Smp_GBTFate2T0_C,Glycine_13C-0 15N-0,2.57,175819344,0,47021820,0,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,175819344,246.087867,2.6,47379012,128440332
Glycine,200908_Smp_GBTFate1Tlong_A,Glycine_13C-0 15N-0,2.57,158480832,6800311,42491492,0,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,158480832,246.087867,2.6,47379012,111101820
Glycine,200908_Smp_GBTFate1Tlong_B,Glycine_13C-0 15N-0,2.57,230043408,2686353,65426364,0,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,230043408,246.087867,2.6,47379012,182664396
Glycine,200908_Smp_GBTFate1Tlong_C,Glycine_13C-0 15N-0,2.57,NA,1238061,25941504,0,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,89883496,246.087867,2.6,47379012,NA
Glycine,200908_Smp_GBTFate2Tlong_A,Glycine_13C-0 15N-0,2.56,121412952,5498321,32888626,0,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,121412952,246.087867,2.6,47379012,74033940
Glycine,200908_Smp_GBTFate2Tlong_B,Glycine_13C-0 15N-0,2.57,NA,2427242,16938826,0,0,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,35007792,246.087867,2.6,47379012,NA
Glycine,200908_Std_0.5uM_GBTFate1T0_A-1,Glycine_13C-0 15N-0,2.61,111662024,441501,51364568,0,0,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,111662024,246.087867,2.6,47379012,64283012
Glycine,200908_Std_1.0uM_GBTFate1T0_A-1,Glycine_13C-0 15N-0,2.57,191729680,1286346,77613624,0,0,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,191729680,246.087867,2.6,47379012,144350668
Glycine,200908_Std_0uM_GBTFate1T0_A-1,Glycine_13C-0 15N-0,2.59,NA,175851,11247678,0,0,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,26578166,246.087867,2.6,47379012,NA
Glycine,200908_Smp_GBTFate2Tlong_C,Glycine_13C-0 15N-0,2.57,139916352,1613873,39605944,0,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,139916352,246.087867,2.6,47379012,92537340
Glycine,200908_Std_2.5uM_GBTFate1T0_A-1,Glycine_13C-0 15N-0,2.57,282956096,3141886,133679992,0,0,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,282956096,246.087867,2.6,47379012,235577084
Glycine,200908_Std_0uM_GBTFate1T0_A-2,Glycine_13C-0 15N-0,2.57,NA,0,17833936,0,0,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,61735960,246.087867,2.6,47379012,NA
Glycine,200908_Std_0.5uM_GBTFate1T0_A-2,Glycine_13C-0 15N-0,2.56,275123744,2082408,83419224,0,0,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,275123744,246.087867,2.6,47379012,227744732
Glycine,200908_Std_1.0uM_GBTFate1T0_A-2,Glycine_13C-0 15N-0,2.57,489214464,15591390,129185904,0,0,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,489214464,246.087867,2.6,47379012,441835452
Glycine,200908_Std_2.5uM_GBTFate1T0_A-2,Glycine_13C-0 15N-0,2.57,744030912,12434071,201038080,0,0,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,744030912,246.087867,2.6,47379012,696651900
Glycine,191001_Std_AA_AA-IS,Glycine_13C-1 15N-0,2.48,37904620,117183,25290600,0,1,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,37904620,247.091221,2.6,6488086,31416534
Glycine,200908_Blk_GBTFateBlk_A,Glycine_13C-1 15N-0,2.57,NA,0,873648,0,1,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,3169506,247.091221,2.6,6488086,NA
Glycine,200908_Blk_GBTFateBlk_B,Glycine_13C-1 15N-0,2.57,NA,0,1768561,0,1,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,6488086,247.091221,2.6,6488086,NA
Glycine,200908_Smp_GBTFate1T0_A,Glycine_13C-1 15N-0,2.57,NA,41502,1954248,0,1,200908,Smp,GBTFate1T0,A,NA,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,4977816,247.091221,2.6,6488086,NA
Glycine,200908_Smp_GBTFate1T0_B,Glycine_13C-1 15N-0,2.57,26089170,352244,7384552,0,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,26089170,247.091221,2.6,6488086,19601084
Glycine,200908_Smp_GBTFate1T0_C,Glycine_13C-1 15N-0,2.57,NA,0,3397418,0,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,11313728,247.091221,2.6,6488086,NA
Glycine,200908_Smp_GBTFate2T0_A,Glycine_13C-1 15N-0,2.58,NA,0,3287659,0,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,10059921,247.091221,2.6,6488086,NA
Glycine,200908_Smp_GBTFate2T0_B,Glycine_13C-1 15N-0,2.57,NA,0,3395244,0,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,11598023,247.091221,2.6,6488086,NA
Glycine,200908_Smp_GBTFate2T0_C,Glycine_13C-1 15N-0,2.57,21601594,0,5555142,0,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,21601594,247.091221,2.6,6488086,15113508
Glycine,200908_Smp_GBTFate1Tlong_A,Glycine_13C-1 15N-0,2.57,20356674,0,5370665,0,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,20356674,247.091221,2.6,6488086,13868588
Glycine,200908_Smp_GBTFate1Tlong_B,Glycine_13C-1 15N-0,2.57,28368012,76504,7929373,0,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,28368012,247.091221,2.6,6488086,21879926
Glycine,200908_Smp_GBTFate1Tlong_C,Glycine_13C-1 15N-0,2.57,NA,0,3377341,0,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,11557524,247.091221,2.6,6488086,NA
Glycine,200908_Smp_GBTFate2Tlong_A,Glycine_13C-1 15N-0,2.56,15392014,0,4412566,0,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,15392014,247.091221,2.6,6488086,8903928
Glycine,200908_Smp_GBTFate2Tlong_B,Glycine_13C-1 15N-0,2.57,NA,0,2206001,0,1,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,4797130,247.091221,2.6,6488086,NA
Glycine,200908_Std_0.5uM_GBTFate1T0_A-1,Glycine_13C-1 15N-0,2.6,14434337,0,6256120,0,1,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,14434337,247.091221,2.6,6488086,7946251
Glycine,200908_Std_1.0uM_GBTFate1T0_A-1,Glycine_13C-1 15N-0,2.57,24108176,0,9811714,0,1,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,24108176,247.091221,2.6,6488086,17620090
Glycine,200908_Std_0uM_GBTFate1T0_A-1,Glycine_13C-1 15N-0,2.59,NA,0,1512214,0,1,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,3447247,247.091221,2.6,6488086,NA
Glycine,200908_Smp_GBTFate2Tlong_C,Glycine_13C-1 15N-0,2.57,17685208,0,5077917,0,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,17685208,247.091221,2.6,6488086,11197122
Glycine,200908_Std_2.5uM_GBTFate1T0_A-1,Glycine_13C-1 15N-0,2.57,36798912,0,18022122,0,1,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,36798912,247.091221,2.6,6488086,30310826
Glycine,200908_Std_0uM_GBTFate1T0_A-2,Glycine_13C-1 15N-0,2.57,NA,0,1977571,0,1,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,7892589,247.091221,2.6,6488086,NA
Glycine,200908_Std_0.5uM_GBTFate1T0_A-2,Glycine_13C-1 15N-0,2.56,34207424,0,10819470,0,1,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,34207424,247.091221,2.6,6488086,27719338
Glycine,200908_Std_1.0uM_GBTFate1T0_A-2,Glycine_13C-1 15N-0,2.56,59929484,2795232,17345708,0,1,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,59929484,247.091221,2.6,6488086,53441398
Glycine,200908_Std_2.5uM_GBTFate1T0_A-2,Glycine_13C-1 15N-0,2.57,90825680,924588,24934636,0,1,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,90825680,247.091221,2.6,6488086,84337594
Glycine,191001_Std_AA_AA-IS,Glycine_13C-2 15N-0,2.47,32396168,251634,22872198,0,2,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,32396168,248.094575,2.6,96372,32299796
Glycine,200908_Blk_GBTFateBlk_A,Glycine_13C-2 15N-0,0.61,NA,0,1393449,0,2,200908,Blk,GBTFateBlk,A,NA,NA,FateB,ok,ok,ok,bad RT,something is wrong,2580471,248.094575,2.6,96372,NA
Glycine,200908_Blk_GBTFateBlk_B,Glycine_13C-2 15N-0,2.57,NA,0,171629,0,2,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,96372,248.094575,2.6,96372,NA
Glycine,200908_Smp_GBTFate1T0_A,Glycine_13C-2 15N-0,2.57,210104,0,144488,0,2,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,210104,248.094575,2.6,96372,113732
Glycine,200908_Smp_GBTFate1T0_B,Glycine_13C-2 15N-0,2.57,1662286,0,650466,0,2,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,1662286,248.094575,2.6,96372,1565914
Glycine,200908_Smp_GBTFate1T0_C,Glycine_13C-2 15N-0,2.57,471509,0,271565,0,2,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,471509,248.094575,2.6,96372,375137
Glycine,200908_Smp_GBTFate2T0_A,Glycine_13C-2 15N-0,2.57,417411,0,290819,0,2,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,417411,248.094575,2.6,96372,321039
Glycine,200908_Smp_GBTFate2T0_B,Glycine_13C-2 15N-0,2.57,433902,0,271744,0,2,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,433902,248.094575,2.6,96372,337530
Glycine,200908_Smp_GBTFate2T0_C,Glycine_13C-2 15N-0,2.57,866227,0,424789,0,2,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,866227,248.094575,2.6,96372,769855
Glycine,200908_Smp_GBTFate1Tlong_A,Glycine_13C-2 15N-0,2.56,1030586,0,425108,0,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,1030586,248.094575,2.6,96372,934214
Glycine,200908_Smp_GBTFate1Tlong_B,Glycine_13C-2 15N-0,2.57,2226816,0,700319,0,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,2226816,248.094575,2.6,96372,2130444
Glycine,200908_Smp_GBTFate1Tlong_C,Glycine_13C-2 15N-0,2.56,NA,0,113526,0,2,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,187969,248.094575,2.6,96372,NA
Glycine,200908_Smp_GBTFate2Tlong_A,Glycine_13C-2 15N-0,2.57,535911,0,372235,0,2,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,535911,248.094575,2.6,96372,439539
Glycine,200908_Smp_GBTFate2Tlong_B,Glycine_13C-2 15N-0,2.57,328341,0,264968,0,2,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,328341,248.094575,2.6,96372,231969
Glycine,200908_Std_0.5uM_GBTFate1T0_A-1,Glycine_13C-2 15N-0,2.59,898309,0,425616,0,2,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,898309,248.094575,2.6,96372,801937
Glycine,200908_Std_1.0uM_GBTFate1T0_A-1,Glycine_13C-2 15N-0,2.57,1619020,0,787417,0,2,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,1619020,248.094575,2.6,96372,1522648
Glycine,200908_Std_0uM_GBTFate1T0_A-1,Glycine_13C-2 15N-0,2.58,NA,0,92492,0,2,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,117811,248.094575,2.6,96372,NA
Glycine,200908_Smp_GBTFate2Tlong_C,Glycine_13C-2 15N-0,2.57,1218798,0,411698,0,2,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,1218798,248.094575,2.6,96372,1122426
Glycine,200908_Std_2.5uM_GBTFate1T0_A-1,Glycine_13C-2 15N-0,2.57,2573240,0,1327641,0,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,2573240,248.094575,2.6,96372,2476868
Glycine,200908_Std_0uM_GBTFate1T0_A-2,Glycine_13C-2 15N-0,2.57,222357,0,178302,0,2,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,ok,all ok,222357,248.094575,2.6,96372,125985
Glycine,200908_Std_0.5uM_GBTFate1T0_A-2,Glycine_13C-2 15N-0,2.56,2233734,0,804055,0,2,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,2233734,248.094575,2.6,96372,2137362
Glycine,200908_Std_1.0uM_GBTFate1T0_A-2,Glycine_13C-2 15N-0,2.56,3852164,0,1157088,0,2,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,3852164,248.094575,2.6,96372,3755792
Glycine,200908_Std_2.5uM_GBTFate1T0_A-2,Glycine_13C-2 15N-0,2.57,6380919,0,2060879,0,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,6380919,248.094575,2.6,96372,6284547
Glycine,191001_Std_AA_AA-IS,Glycine_13C-0 15N-1,2.48,1885472,0,1393060,1,0,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,1885472,247.084903,2.6,447437,1438035
Glycine,200908_Blk_GBTFateBlk_A,Glycine_13C-0 15N-1,2.57,NA,0,45352,1,0,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,106616,247.084903,2.6,447437,NA
Glycine,200908_Blk_GBTFateBlk_B,Glycine_13C-0 15N-1,2.57,NA,0,249567,1,0,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,447437,247.084903,2.6,447437,NA
Glycine,200908_Smp_GBTFate1T0_A,Glycine_13C-0 15N-1,2.56,NA,0,216916,1,0,200908,Smp,GBTFate1T0,A,NA,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,359061,247.084903,2.6,447437,NA
Glycine,200908_Smp_GBTFate1T0_B,Glycine_13C-0 15N-1,2.57,2934408,0,915027,1,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,2934408,247.084903,2.6,447437,2486971
Glycine,200908_Smp_GBTFate1T0_C,Glycine_13C-0 15N-1,2.57,1132499,0,369767,1,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,1132499,247.084903,2.6,447437,685062
Glycine,200908_Smp_GBTFate2T0_A,Glycine_13C-0 15N-1,2.57,NA,0,370541,1,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,658581,247.084903,2.6,447437,NA
Glycine,200908_Smp_GBTFate2T0_B,Glycine_13C-0 15N-1,2.58,1155933,0,385592,1,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,1155933,247.084903,2.6,447437,708496
Glycine,200908_Smp_GBTFate2T0_C,Glycine_13C-0 15N-1,2.58,1846803,0,622966,1,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,1846803,247.084903,2.6,447437,1399366
Glycine,200908_Smp_GBTFate1Tlong_A,Glycine_13C-0 15N-1,2.57,2002793,0,658449,1,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,2002793,247.084903,2.6,447437,1555356
Glycine,200908_Smp_GBTFate1Tlong_B,Glycine_13C-0 15N-1,2.57,2921514,0,936552,1,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,2921514,247.084903,2.6,447437,2474077
Glycine,200908_Smp_GBTFate1Tlong_C,Glycine_13C-0 15N-1,2.57,NA,0,312505,1,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,791560,247.084903,2.6,447437,NA
Glycine,200908_Smp_GBTFate2Tlong_A,Glycine_13C-0 15N-1,2.56,1585865,0,574848,1,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,1585865,247.084903,2.6,447437,1138428
Glycine,200908_Smp_GBTFate2Tlong_B,Glycine_13C-0 15N-1,2.57,NA,0,336067,1,0,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,526238,247.084903,2.6,447437,NA
Glycine,200908_Std_0.5uM_GBTFate1T0_A-1,Glycine_13C-0 15N-1,2.61,1299718,0,662968,1,0,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,1299718,247.084903,2.6,447437,852281
Glycine,200908_Std_1.0uM_GBTFate1T0_A-1,Glycine_13C-0 15N-1,2.57,2563207,8046,1104128,1,0,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,2563207,247.084903,2.6,447437,2115770
Glycine,200908_Std_0uM_GBTFate1T0_A-1,Glycine_13C-0 15N-1,2.59,NA,0,150773,1,0,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,292708,247.084903,2.6,447437,NA
Glycine,200908_Smp_GBTFate2Tlong_C,Glycine_13C-0 15N-1,2.57,2089950,0,648979,1,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,2089950,247.084903,2.6,447437,1642513
Glycine,200908_Std_2.5uM_GBTFate1T0_A-1,Glycine_13C-0 15N-1,2.57,3600085,40271,1716481,1,0,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,3600085,247.084903,2.6,447437,3152648
Glycine,200908_Std_0uM_GBTFate1T0_A-2,Glycine_13C-0 15N-1,2.57,NA,0,275737,1,0,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,559436,247.084903,2.6,447437,NA
Glycine,200908_Std_0.5uM_GBTFate1T0_A-2,Glycine_13C-0 15N-1,2.56,3299646,9623,1132435,1,0,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,3299646,247.084903,2.6,447437,2852209
Glycine,200908_Std_1.0uM_GBTFate1T0_A-2,Glycine_13C-0 15N-1,2.57,5927534,19043,1664030,1,0,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,5927534,247.084903,2.6,447437,5480097
Glycine,200908_Std_2.5uM_GBTFate1T0_A-2,Glycine_13C-0 15N-1,2.56,10380150,117625,2745935,1,0,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,10380150,247.084903,2.6,447437,9932713
Glycine,191001_Std_AA_AA-IS,Glycine_13C-1 15N-1,2.47,370891,0,296849,1,1,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,370891,248.088257,2.6,25252,345639
Glycine,200908_Blk_GBTFateBlk_A,Glycine_13C-1 15N-1,0.78,NA,0,1229692,1,1,200908,Blk,GBTFateBlk,A,NA,NA,FateB,ok,ok,ok,bad RT,something is wrong,1310900,248.088257,2.6,25252,NA
Glycine,200908_Blk_GBTFateBlk_B,Glycine_13C-1 15N-1,2.57,NA,0,93449,1,1,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,25252,248.088257,2.6,25252,NA
Glycine,200908_Smp_GBTFate1T0_A,Glycine_13C-1 15N-1,2.58,NA,0,81297,1,1,200908,Smp,GBTFate1T0,A,NA,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,50372,248.088257,2.6,25252,NA
Glycine,200908_Smp_GBTFate1T0_B,Glycine_13C-1 15N-1,2.57,273742,0,119281,1,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,273742,248.088257,2.6,25252,248490
Glycine,200908_Smp_GBTFate1T0_C,Glycine_13C-1 15N-1,2.58,117418,0,80027,1,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,117418,248.088257,2.6,25252,92166
Glycine,200908_Smp_GBTFate2T0_A,Glycine_13C-1 15N-1,2.57,81513,0,54125,1,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,81513,248.088257,2.6,25252,56261
Glycine,200908_Smp_GBTFate2T0_B,Glycine_13C-1 15N-1,2.57,115908,0,63552,1,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,115908,248.088257,2.6,25252,90656
Glycine,200908_Smp_GBTFate2T0_C,Glycine_13C-1 15N-1,2.57,193447,0,90824,1,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,193447,248.088257,2.6,25252,168195
Glycine,200908_Smp_GBTFate1Tlong_A,Glycine_13C-1 15N-1,2.58,157917,0,81002,1,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,157917,248.088257,2.6,25252,132665
Glycine,200908_Smp_GBTFate1Tlong_B,Glycine_13C-1 15N-1,2.55,360170,0,115604,1,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,360170,248.088257,2.6,25252,334918
Glycine,200908_Smp_GBTFate1Tlong_C,Glycine_13C-1 15N-1,2.58,NA,0,53897,1,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,44813,248.088257,2.6,25252,NA
Glycine,200908_Smp_GBTFate2Tlong_A,Glycine_13C-1 15N-1,2.57,60814,0,51391,1,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,60814,248.088257,2.6,25252,35562
Glycine,200908_Smp_GBTFate2Tlong_B,Glycine_13C-1 15N-1,2.57,53951,0,58938,1,1,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,53951,248.088257,2.6,25252,28699
Glycine,200908_Std_0.5uM_GBTFate1T0_A-1,Glycine_13C-1 15N-1,2.59,136187,0,91437,1,1,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,136187,248.088257,2.6,25252,110935
Glycine,200908_Std_1.0uM_GBTFate1T0_A-1,Glycine_13C-1 15N-1,2.57,312026,0,240825,1,1,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,312026,248.088257,2.6,25252,286774
Glycine,200908_Std_0uM_GBTFate1T0_A-1,Glycine_13C-1 15N-1,2.59,NA,0,26125,1,1,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,25930,248.088257,2.6,25252,NA
Glycine,200908_Smp_GBTFate2Tlong_C,Glycine_13C-1 15N-1,2.57,133473,0,73292,1,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,133473,248.088257,2.6,25252,108221
Glycine,200908_Std_2.5uM_GBTFate1T0_A-1,Glycine_13C-1 15N-1,2.57,370139,0,246787,1,1,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,370139,248.088257,2.6,25252,344887
Glycine,200908_Std_0uM_GBTFate1T0_A-2,Glycine_13C-1 15N-1,2.56,54628,0,47440,1,1,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,ok,all ok,54628,248.088257,2.6,25252,29376
Glycine,200908_Std_0.5uM_GBTFate1T0_A-2,Glycine_13C-1 15N-1,2.53,386460,0,165487,1,1,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,386460,248.088257,2.6,25252,361208
Glycine,200908_Std_1.0uM_GBTFate1T0_A-2,Glycine_13C-1 15N-1,2.53,559081,0,152903,1,1,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,559081,248.088257,2.6,25252,533829
