time,lat,lon,depth,CTD_Chloropigment
2019-04-28T14:26:24.000Z,27.074,-157.998,14.8,0.226
2019-04-28T14:26:32.000Z,27.074,-157.998,15,0.2263
2019-04-28T14:26:35.000Z,27.074,-157.998,15.1,0.2262
2019-04-28T14:26:42.000Z,27.074,-157.998,15.4,0.2257
2019-04-28T14:28:06.000Z,27.074,-157.998,5.2,0.2247
2019-04-28T14:28:18.000Z,27.074,-157.998,5.8,0.2248
2019-04-28T14:28:23.000Z,27.074,-157.998,4.5,0.2243
2019-04-28T16:02:08.000Z,26.855,-157.998,14.9,0.2369
2019-04-28T16:02:20.000Z,26.855,-157.998,14.3,0.2379
2019-04-28T16:02:26.000Z,26.855,-157.998,14.3,0.23800000000000002
2019-04-28T16:02:31.000Z,26.855,-157.998,14.3,0.23800000000000002
2019-04-28T16:02:34.000Z,26.855,-157.998,14.6,0.2374
2019-04-28T16:04:20.000Z,26.855,-157.998,5.3,0.2381
2019-04-28T16:04:26.000Z,26.855,-157.998,5,0.2382
2019-04-28T16:04:31.000Z,26.855,-157.998,4.9,0.2381
2019-04-28T16:04:34.000Z,26.855,-157.998,5.9,0.2378
