time,lat,lon,depth,CTD_Temperature
2019-04-18T03:25:45.000Z,41.608000000000004,-157.903,14.8,9.716000000000001
2019-04-18T03:25:47.000Z,41.608000000000004,-157.903,14.6,9.718
2019-04-18T03:25:49.000Z,41.608000000000004,-157.903,16,9.701
2019-04-18T03:25:52.000Z,41.608000000000004,-157.903,14.8,9.716000000000001
2019-04-18T03:25:54.000Z,41.608000000000004,-157.903,13,9.729
2019-04-18T03:25:57.000Z,41.608000000000004,-157.903,15.7,9.704
2019-04-18T03:25:59.000Z,41.608000000000004,-157.903,15.8,9.703
2019-04-18T03:26:02.000Z,41.608000000000004,-157.903,14.4,9.721
2019-04-18T03:26:04.000Z,41.608000000000004,-157.903,14.3,9.721
2019-04-18T03:26:07.000Z,41.608000000000004,-157.903,15,9.714
2019-04-18T03:26:09.000Z,41.608000000000004,-157.903,15.4,9.709
2019-04-18T03:26:14.000Z,41.608000000000004,-157.903,15.2,9.711
2019-04-18T07:19:39.000Z,41.636,-157.909,16,9.594
2019-04-18T07:19:56.000Z,41.636,-157.909,14.7,9.601
2019-04-18T07:20:20.000Z,41.636,-157.909,15.2,9.597999999999999
2019-04-18T07:20:41.000Z,41.636,-157.909,15.3,9.597999999999999
2019-04-18T07:20:53.000Z,41.636,-157.909,15.2,9.599
2019-04-18T07:21:05.000Z,41.636,-157.909,14.3,9.604
2019-04-18T07:21:22.000Z,41.636,-157.909,15.9,9.595
2019-04-18T07:21:31.000Z,41.636,-157.909,15.6,9.596
2019-04-18T07:21:42.000Z,41.636,-157.909,15.5,9.597000000000001
2019-04-18T07:21:55.000Z,41.636,-157.909,14.4,9.603
2019-04-18T07:22:06.000Z,41.636,-157.909,14.6,9.602
2019-04-18T11:20:58.000Z,41.599,-157.923,15.2,9.703
2019-04-18T11:21:17.000Z,41.599,-157.923,15.5,9.703
2019-04-18T11:21:28.000Z,41.599,-157.923,14.8,9.703
2019-04-18T11:21:37.000Z,41.599,-157.923,14.4,9.703
2019-04-18T11:22:05.000Z,41.599,-157.923,15.9,9.703
2019-04-18T11:22:16.000Z,41.599,-157.923,16.5,9.704
2019-04-18T11:22:35.000Z,41.599,-157.923,16.3,9.703
2019-04-18T11:22:46.000Z,41.599,-157.923,16.1,9.703
2019-04-18T11:23:01.000Z,41.599,-157.923,16.3,9.703
2019-04-18T15:22:22.000Z,41.592,-157.91299999999998,15.2,9.724
2019-04-18T15:22:29.000Z,41.592,-157.91299999999998,15.7,9.721
2019-04-18T15:22:33.000Z,41.592,-157.91299999999998,14.9,9.725
2019-04-18T15:22:36.000Z,41.592,-157.91299999999998,16.5,9.714
2019-04-18T15:22:39.000Z,41.592,-157.91299999999998,15.5,9.722000000000001
2019-04-18T15:22:42.000Z,41.592,-157.91299999999998,14.7,9.726
2019-04-18T15:22:46.000Z,41.592,-157.91299999999998,16.3,9.716000000000001
2019-04-18T15:22:49.000Z,41.592,-157.91299999999998,15.7,9.721
2019-04-18T15:22:54.000Z,41.592,-157.91299999999998,15.6,9.722000000000001
2019-04-18T15:23:01.000Z,41.592,-157.91299999999998,15.9,9.72
2019-04-18T18:14:32.000Z,41.605,-157.887,14.7,9.717
2019-04-18T18:14:36.000Z,41.605,-157.887,15.7,9.716000000000001
2019-04-18T18:14:38.000Z,41.605,-157.887,15,9.717
2019-04-18T18:14:41.000Z,41.605,-157.887,14.8,9.717
2019-04-18T18:14:47.000Z,41.605,-157.887,14.9,9.717
2019-04-18T18:14:51.000Z,41.605,-157.887,15,9.717
2019-04-18T18:14:54.000Z,41.605,-157.887,15.7,9.716000000000001
2019-04-18T18:14:57.000Z,41.605,-157.887,14.9,9.717
2019-04-18T18:15:01.000Z,41.605,-157.887,15.4,9.716000000000001
2019-04-18T18:15:04.000Z,41.605,-157.887,15.7,9.716000000000001
2019-04-18T18:15:07.000Z,41.605,-157.887,14.3,9.716000000000001
2019-04-18T22:05:59.000Z,41.59,-157.878,15.4,9.672
2019-04-18T22:06:19.000Z,41.59,-157.878,14.8,9.674
2019-04-18T22:06:26.000Z,41.59,-157.878,14.9,9.674
2019-04-18T22:06:33.000Z,41.59,-157.878,15.7,9.671
2019-04-18T22:06:53.000Z,41.59,-157.878,15,9.674
2019-04-18T22:06:58.000Z,41.59,-157.878,15.4,9.672
2019-04-18T22:07:05.000Z,41.59,-157.878,15.2,9.673
2019-04-18T22:07:09.000Z,41.59,-157.878,15.4,9.672
2019-04-18T22:07:17.000Z,41.59,-157.878,15.4,9.672
2019-04-18T22:07:36.000Z,41.59,-157.878,15.1,9.673
