Variable,Table_Name,Long_Name,Unit,Make,Sensor,Process_Level,Study_Domain,Temporal_Resolution,Spatial_Resolution,Time_Min,Time_Max,Lat_Min,Lat_Max,Lon_Min,Lon_Max,Depth_Min,Depth_Max,Variable_25th,Variable_50th,Variable_75th,Variable_Count,Variable_Mean,Variable_Std,Variable_Min,Variable_Max,Comment,Dataset_Name,Data_Source,Distributor,Dataset_Description,Acknowledgement,Dataset_ID,ID,Keywords,Reference
CTD_Chloropigment,tblKM1906_Gradients3,CTD Chloropigment,ug/l,Observation,In-Situ,Reprocessed,Physics,Irregular,Irregular,2019-04-10T06:56:11.000Z,2019-04-28T16:04:34.000Z,21.342,42.334,-158.273,-157.878,4.1,1001.7,0.2727,0.58365,0.861875,782,0.6073383632,0.3416865168,0.1771,1.8442,Calibrated using discrete chlorophyll samples analyzed on a Turner Designs model 10-AU,"2019 SCOPE Gradients, Water Column Data",Scope-Gradients program,"University of Hawaii, Manoa","2019 SCOPE Gradients, Water Column Data",,107,2134,"2019 SCOPE Gradients, Core Data, cruise, CTD Chloropigment, G3, Grad3, Gradients 3, Gradients_3, Kilo Moana, KM1906, Physics, R/V Kilo Moana, Sea-Bird 9/11-plus CTD, University of Hawaii",http://scope.soest.hawaii.edu/data/gradients/gradients.html

