"","time","file","sample","incubation_start_time","incubation_time","fate","lat","lon","depth","population","replicate","flag","red","orange","abundance","scatter","cell_diameter","carbon_content","count","biomass"
"1","2019-04-17T15:34:00","AB_002.fcs","GBT F1 T0 A","2019-04-17T18:50:00",0,"F1",41.61848333,-157.9301167,15,"beads","A",0,1,1,3.65101472343812,1,2.05425773652713,0.958585574160386,367,3.49981004493495
"2","2019-04-17T15:34:00","AB_002.fcs","GBT F1 T0 A","2019-04-17T18:50:00",0,"F1",41.61848333,-157.9301167,15,"picoeuk","A",0,4.30828,0.00872,13.758456028651,0.815803,1.49028347806019,0.418808521847484,1383,5.76215863226294
"3","2019-04-17T15:34:00","AB_002.fcs","GBT F1 T0 A","2019-04-17T18:50:00",0,"F1",41.61848333,-157.9301167,15,"prochloro","A",0,0.058738,0.002064,0.00994826900119379,0.005401,0.463134413187898,0.0205354238139189,1,0.000204291920154386
"4","2019-04-17T15:34:00","AB_002.fcs","GBT F1 T0 A","2019-04-17T18:50:00",0,"F1",41.61848333,-157.9301167,15,"synecho","A",0,1.051669,0.217323,4.67568643056108,0.098667,0.877601505904718,0.106828432462198,470,0.49949625206161
"5","2019-04-17T15:34:00","AB_002.fcs","GBT F1 T0 A","2019-04-17T18:50:00",0,"F1",41.61848333,-157.9301167,15,"unknown","A",0,0.003505,0.001327,706.6653402308,0.009473,0.630531153833499,0.0455223301795893,71034,32.1690529444583
"6","2019-04-17T15:34:00","AB_004.fcs","GBT F1 T12 B","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"beads","B",0,1,1,3.43283582089552,1,2.05425773652713,0.958585574160386,345,3.29066689637147
"7","2019-04-17T15:34:00","AB_004.fcs","GBT F1 T12 B","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"picoeuk","B",0,4.451933,0.011636,12.8756218905473,1.046842,1.60158092961735,0.504333380400167,1294,6.49360591281409
"8","2019-04-17T15:34:00","AB_004.fcs","GBT F1 T12 B","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"prochloro","B",0,0.082713,0.001565,0.0199004975124378,0.005889,0.471703363018977,0.021530172089324,2,0.00042846113610595
"9","2019-04-17T15:34:00","AB_004.fcs","GBT F1 T12 B","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"synecho","B",0,0.942205,0.203706,4.81592039800995,0.136791,0.947148799683894,0.130058554046293,484,0.626351643367222
"10","2019-04-17T15:34:00","AB_004.fcs","GBT F1 T12 B","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"unknown","B",0,0.003499,0.001331,796.52736318408,0.011568,0.658551862841156,0.0509263509577764,80051,40.5642320449847
"11","2019-04-17T15:34:00","AB_005.fcs","GBT F1 T12 A","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"beads","A",0,1,1,3.13905828251525,1,2.05425773652713,0.958585574160386,314,3.00905598606779
"12","2019-04-17T15:34:00","AB_005.fcs","GBT F1 T12 A","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"picoeuk","A",0,4.222018,0.010161,12.9961011696491,0.979886,1.57145699620488,0.480220438314992,1300,6.24099340007487
"13","2019-04-17T15:34:00","AB_005.fcs","GBT F1 T12 A","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"prochloro","A",0,0.050732,0.001655,0.0199940017994602,0.004953,0.454729001732354,0.0195877015082365,2,0.000391636539202969
"14","2019-04-17T15:34:00","AB_005.fcs","GBT F1 T12 A","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"synecho","A",0,0.92448,0.199254,5.32840147955613,0.13611,0.946309710791664,0.1297618046795,533,0.691422992044122
"15","2019-04-17T15:34:00","AB_005.fcs","GBT F1 T12 A","2019-04-18T05:15:00",12.5,"F1",41.61848333,-157.9301167,15,"unknown","A",0,0.003817,0.00135,810.236928921324,0.01553,0.702960598677425,0.0602647149018954,81048,48.8286975244309
"16","2019-04-17T15:34:00","AB_006.fcs","GBT F1 T4 C","2019-04-17T21:16:00",4.5,"F1",41.61848333,-157.9301167,15,"beads","C",0,1,1,3.95079015803161,1,2.05425773652713,0.958585574160386,395,3.78717045202393
"17","2019-04-17T15:34:00","AB_006.fcs","GBT F1 T4 C","2019-04-17T21:16:00",4.5,"F1",41.61848333,-157.9301167,15,"picoeuk","C",0,4.1616,0.061934,13.0426085217043,0.865137,1.51430962120941,0.436450092725298,1304,5.69244769867762
"18","2019-04-17T15:34:00","AB_006.fcs","GBT F1 T4 C","2019-04-17T21:16:00",4.5,"F1",41.61848333,-157.9301167,15,"prochloro","C",0,0.103227,0.00219,0.0400080016003201,0.005587,0.46646764319896,0.020918931262208,4,0.000836924635415403
"19","2019-04-17T15:34:00","AB_006.fcs","GBT F1 T4 C","2019-04-17T21:16:00",4.5,"F1",41.61848333,-157.9301167,15,"synecho","C",0,1.034093,0.213097,5.09101820364073,0.11585,0.911154972067709,0.117687098892409,509,0.599147162794921
"20","2019-04-17T15:34:00","AB_006.fcs","GBT F1 T4 C","2019-04-17T21:16:00",4.5,"F1",41.61848333,-157.9301167,15,"unknown","C",0,0.007673,0.002045,1176.72534506901,0.015102,0.698312404039537,0.0592419067137516,117649,69.7114531202857
"21","2019-04-17T15:34:00","AB_007.fcs","GBT F1 T8 A","2019-04-18T01:27:00",9,"F1",41.61848333,-157.9301167,15,"beads","A",0,1,1,3.74887533739878,1,2.05425773652713,0.958585574160386,375,3.59361781775612
"22","2019-04-17T15:34:00","AB_007.fcs","GBT F1 T8 A","2019-04-18T01:27:00",9,"F1",41.61848333,-157.9301167,15,"picoeuk","A",0,3.924619,0.028598,11.7864640607818,0.886363,1.52575806789332,0.44501512721274,1179,5.24515480339719
"23","2019-04-17T15:34:00","AB_007.fcs","GBT F1 T8 A","2019-04-18T01:27:00",9,"F1",41.61848333,-157.9301167,15,"prochloro","A",0,0.157109,0.001848,0.0199940017994602,0.004581,0.447200414454357,0.0187618835795872,2,0.000375125134051529
"24","2019-04-17T15:34:00","AB_007.fcs","GBT F1 T8 A","2019-04-18T01:27:00",9,"F1",41.61848333,-157.9301167,15,"synecho","A",0,0.96088,0.208604,4.65860241927422,0.131162,0.93798550798902,0.126837376407716,466,0.59088490858738
"25","2019-04-17T15:34:00","AB_007.fcs","GBT F1 T8 A","2019-04-18T01:27:00",9,"F1",41.61848333,-157.9301167,15,"unknown","A",0,0.004921,0.00175,787.183844846546,0.008304,0.612759559627647,0.0422851818903718,78742,33.2862120604984
"26","2019-04-17T15:34:00","AB_011.fcs","GBT F1 T50 C","2019-04-19T18:50:00",50,"F1",41.61848333,-157.9301167,15,"beads","C",0,1,1,2.88028802880288,1,2.05425773652713,0.958585574160386,288,2.7610025538373
"27","2019-04-17T15:34:00","AB_011.fcs","GBT F1 T50 C","2019-04-19T18:50:00",50,"F1",41.61848333,-157.9301167,15,"picoeuk","C",0,3.543662,0.017694,24.3724372437244,0.809045,1.48713232150932,0.416526794566666,2437,10.1517731609057
"28","2019-04-17T15:34:00","AB_011.fcs","GBT F1 T50 C","2019-04-19T18:50:00",50,"F1",41.61848333,-157.9301167,15,"prochloro","C",0,0.053899,0.001574,0.02000200020002,0.004662,0.448982094103509,0.0189552851647851,2,0.000379143617657468
"29","2019-04-17T15:34:00","AB_011.fcs","GBT F1 T50 C","2019-04-19T18:50:00",50,"F1",41.61848333,-157.9301167,15,"synecho","C",0,0.758566,0.140066,7.7007700770077,0.119155,0.9167645889546,0.119565819936805,770,0.920748888402239
"30","2019-04-17T15:34:00","AB_011.fcs","GBT F1 T50 C","2019-04-19T18:50:00",50,"F1",41.61848333,-157.9301167,15,"unknown","C",0,0.004623,0.001561,1035.34353435344,0.008446,0.614762794978128,0.042642733337497,103524,44.1498782481352
"31","2019-04-17T15:34:00","AB_013.fcs","GBT F1 T50 B","2019-04-19T18:50:00",50,"F1",41.61848333,-157.9301167,15,"beads","B",0,1,1,3.27261809447558,1,2.05425773652713,0.958585574160386,327,3.13708449510054
