"","Emperical.Formula","Compound.Name","C","N.numb","prob.of.13C1","prob.of.13C2","prob.of15N1","M.only.total"
"1","C55H72O2N4Mg","Chlorophyll",55,4,60.5,17.9685,1.48,20.0515
