Compound.Name,Emperical.Formula,Column,m.z,z,C,N,this.N,possibilities,names.isotopes,iso.mz,Compound.and.Iso.name
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-16 15N-3,912.5873720000001,Chlorophyll_13C-16 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-17 15N-3,913.590726,Chlorophyll_13C-17 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-18 15N-3,914.5940800000001,Chlorophyll_13C-18 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-19 15N-3,915.597434,Chlorophyll_13C-19 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-20 15N-3,916.6007880000001,Chlorophyll_13C-20 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-21 15N-3,917.604142,Chlorophyll_13C-21 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-22 15N-3,918.6074960000001,Chlorophyll_13C-22 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-23 15N-3,919.61085,Chlorophyll_13C-23 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-24 15N-3,920.6142040000001,Chlorophyll_13C-24 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-25 15N-3,921.617558,Chlorophyll_13C-25 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-26 15N-3,922.6209120000001,Chlorophyll_13C-26 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-27 15N-3,923.624266,Chlorophyll_13C-27 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-28 15N-3,924.6276200000001,Chlorophyll_13C-28 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-29 15N-3,925.630974,Chlorophyll_13C-29 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-30 15N-3,926.6343280000001,Chlorophyll_13C-30 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-31 15N-3,927.637682,Chlorophyll_13C-31 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-32 15N-3,928.6410360000001,Chlorophyll_13C-32 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-33 15N-3,929.64439,Chlorophyll_13C-33 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-34 15N-3,930.6477440000001,Chlorophyll_13C-34 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-35 15N-3,931.651098,Chlorophyll_13C-35 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-36 15N-3,932.6544520000001,Chlorophyll_13C-36 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-37 15N-3,933.657806,Chlorophyll_13C-37 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-38 15N-3,934.66116,Chlorophyll_13C-38 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-39 15N-3,935.664514,Chlorophyll_13C-39 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-40 15N-3,936.667868,Chlorophyll_13C-40 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-41 15N-3,937.6712220000001,Chlorophyll_13C-41 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-42 15N-3,938.674576,Chlorophyll_13C-42 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-43 15N-3,939.6779300000001,Chlorophyll_13C-43 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-44 15N-3,940.681284,Chlorophyll_13C-44 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-45 15N-3,941.6846380000001,Chlorophyll_13C-45 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-46 15N-3,942.687992,Chlorophyll_13C-46 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-47 15N-3,943.6913460000001,Chlorophyll_13C-47 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-48 15N-3,944.6947,Chlorophyll_13C-48 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-49 15N-3,945.6980540000001,Chlorophyll_13C-49 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-50 15N-3,946.701408,Chlorophyll_13C-50 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-51 15N-3,947.7047620000001,Chlorophyll_13C-51 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-52 15N-3,948.708116,Chlorophyll_13C-52 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-53 15N-3,949.7114700000001,Chlorophyll_13C-53 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-54 15N-3,950.714824,Chlorophyll_13C-54 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-55 15N-3,951.7181780000001,Chlorophyll_13C-55 15N-3
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-0 15N-4,897.530744,Chlorophyll_13C-0 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-1 15N-4,898.534098,Chlorophyll_13C-1 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-2 15N-4,899.537452,Chlorophyll_13C-2 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-3 15N-4,900.540806,Chlorophyll_13C-3 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-4 15N-4,901.54416,Chlorophyll_13C-4 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-5 15N-4,902.547514,Chlorophyll_13C-5 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-6 15N-4,903.550868,Chlorophyll_13C-6 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-7 15N-4,904.554222,Chlorophyll_13C-7 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-8 15N-4,905.557576,Chlorophyll_13C-8 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-9 15N-4,906.56093,Chlorophyll_13C-9 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-10 15N-4,907.564284,Chlorophyll_13C-10 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-11 15N-4,908.567638,Chlorophyll_13C-11 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-12 15N-4,909.570992,Chlorophyll_13C-12 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-13 15N-4,910.574346,Chlorophyll_13C-13 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-14 15N-4,911.5777,Chlorophyll_13C-14 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-15 15N-4,912.581054,Chlorophyll_13C-15 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-16 15N-4,913.584408,Chlorophyll_13C-16 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-17 15N-4,914.587762,Chlorophyll_13C-17 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-18 15N-4,915.591116,Chlorophyll_13C-18 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-19 15N-4,916.59447,Chlorophyll_13C-19 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-20 15N-4,917.5978240000001,Chlorophyll_13C-20 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-21 15N-4,918.601178,Chlorophyll_13C-21 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-22 15N-4,919.6045320000001,Chlorophyll_13C-22 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-23 15N-4,920.607886,Chlorophyll_13C-23 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-24 15N-4,921.6112400000001,Chlorophyll_13C-24 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-25 15N-4,922.614594,Chlorophyll_13C-25 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-26 15N-4,923.6179480000001,Chlorophyll_13C-26 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-27 15N-4,924.621302,Chlorophyll_13C-27 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-28 15N-4,925.6246560000001,Chlorophyll_13C-28 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-29 15N-4,926.62801,Chlorophyll_13C-29 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-30 15N-4,927.6313640000001,Chlorophyll_13C-30 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-31 15N-4,928.634718,Chlorophyll_13C-31 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-32 15N-4,929.6380720000001,Chlorophyll_13C-32 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-33 15N-4,930.641426,Chlorophyll_13C-33 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-34 15N-4,931.6447800000001,Chlorophyll_13C-34 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-35 15N-4,932.648134,Chlorophyll_13C-35 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-36 15N-4,933.6514880000001,Chlorophyll_13C-36 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-37 15N-4,934.654842,Chlorophyll_13C-37 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-38 15N-4,935.658196,Chlorophyll_13C-38 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-39 15N-4,936.66155,Chlorophyll_13C-39 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-40 15N-4,937.664904,Chlorophyll_13C-40 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-41 15N-4,938.668258,Chlorophyll_13C-41 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-42 15N-4,939.671612,Chlorophyll_13C-42 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-43 15N-4,940.674966,Chlorophyll_13C-43 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-44 15N-4,941.67832,Chlorophyll_13C-44 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-45 15N-4,942.681674,Chlorophyll_13C-45 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-46 15N-4,943.685028,Chlorophyll_13C-46 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-47 15N-4,944.688382,Chlorophyll_13C-47 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-48 15N-4,945.691736,Chlorophyll_13C-48 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-49 15N-4,946.69509,Chlorophyll_13C-49 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-50 15N-4,947.698444,Chlorophyll_13C-50 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-51 15N-4,948.701798,Chlorophyll_13C-51 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-52 15N-4,949.705152,Chlorophyll_13C-52 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-53 15N-4,950.70850600000006,Chlorophyll_13C-53 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-54 15N-4,951.71186,Chlorophyll_13C-54 15N-4
Chlorophyll,C55H72O2N4Mg,Lipid,893.5426,1,55,4,4,280,13C-55 15N-4,952.7152140000001,Chlorophyll_13C-55 15N-4
