Experiment,Timepoint,Incubation time (hr),Metabolite,Isotopologue,C.lab,N.lab,iso.mz,ionization,nM.in.Sample.ave,nM.in.sample.sd,MID.mean,MID.sd
Fate1,12,12.5,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.09568026061889,0.027434074343446538,0.9477698728856424,0.0012508749859286036
Fate1,36,36,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.10127872663073172,0.018383275429432057,0.9368492617062484,0.001262719207411737
Fate1,4,4.5,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.06641334148980431,0.02036831637270007,0.92310740017717,0.05399424270707295
Fate1,50,50,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.0953129154050925,0.01201555464080348,0.9334052584686691,0.002737892678680997
Fate1,8,9,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.05298417123780361,0.013976723300640842,0.9443935133140398,0.0069432417399666645
Fate1,96,98,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.08530286009003718,0.02307452325927608,0.9069791105756454,0.005681970194011037
Fate2,0,0.3,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.6342514150291133,0.12458095712239968,0.9370370944489945,0.0013296285743537482
Fate2,12,13,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.25354620369866726,0.19351634774956783,0.9435150274069215,0.006245488219184372
Fate2,24,25,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.3939729205073,0.07937097629382062,0.9367337280615051,0.0022829766409507425
Fate2,48,51,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.23319060435898625,0.0771007569589043,0.9264616320913693,0.008435288860680052
Fate2,5,6,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.3870288532426965,0.2716338931921493,0.942161547403363,0.00810133797092781
Fate2,96,100,Guanine,Guanine_13C-0 15N-0,0,0,152.057235,pos,0.1869891099847394,0.07482275491177504,0.8858065894165505,0.0037377597960042887
Fate1,0,0.5,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,8.626987046360144e-4,1.880219813411916e-4,0.010453056542803593,5.53725544750589e-4
Fate1,12,12.5,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.0010623709459983335,3.0997553604072785e-4,0.010510516085288723,9.403104992012184e-5
Fate1,36,36,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.0011863305811292302,2.71213116033852e-4,0.010914620738041262,5.510467939575129e-4
Fate1,4,4.5,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,8.046309931112857e-4,4.551899921873017e-4,0.010505125781276487,0.0021554572737907123
Fate1,50,50,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.0011905010842365317,1.48248175520414e-4,0.01167146517221968,7.39268216507493e-4
Fate1,8,9,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,5.615233550841478e-4,1.7811542895509216e-4,0.0099045646021614,8.228634443931373e-4
Fate1,96,98,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.0011698294404799583,3.8886521081972145e-4,0.01233052298611868,0.001005228230296406
Fate2,0,0.3,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.00920959884307498,0.0018893519682122932,0.013588179524810501,3.611748916447048e-4
Fate2,12,13,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.003350659320768836,0.0028317867936556275,0.011871016081142336,0.001104698205181776
Fate2,24,25,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.0053674805186964825,0.0011026011047600161,0.012757160336268095,1.266737176515437e-4
Fate2,48,51,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.003492525048107614,0.0013726842546235955,0.013686033216914367,0.0012484411645017602
Fate2,5,6,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.005402195564030075,0.0040210220534913,0.012335208590040284,0.001637110536317176
Fate2,96,100,Guanine,Guanine_13C-0 15N-1,0,1,153.054271,pos,0.004222381061874838,0.0016622805082281411,0.020049679412269886,3.042139800053398e-4
Fate1,0,0.5,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.0030870189876193955,7.449110890853614e-4,0.037302586234972,0.001670829283316735
Fate1,12,12.5,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.004193397644452118,0.001279711984814645,0.04135762285990918,0.001139578106150125
Fate1,36,36,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.0054000799378053285,0.0010775099472488398,0.049858037265530876,0.0010988861285483613
Fate1,4,4.5,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.004598785076054677,0.004311635776386634,0.055342215311182254,0.03318796600308957
Fate1,50,50,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.005148229430612261,4.6003411648309076e-4,0.050566321318891654,0.001716148298438145
Fate1,8,9,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.0024178072075610266,3.4575940110018053e-4,0.04405963946969627,0.005703402952171633
Fate1,96,98,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.006336698053822109,0.0019453024505597179,0.06706733782837543,0.004482111378169768
Fate2,0,0.3,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.03274473394985656,0.006792912246515641,0.048293761276416915,7.27950268544519e-4
Fate2,12,13,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.012439003219766452,0.01061949292868358,0.04390156441195601,0.004381619112353817
Fate2,24,25,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.020644241815169065,0.004900782745109019,0.048870330187790786,0.0016455584072101476
Fate2,48,51,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.013441588939496903,0.005378015596726018,0.052523838347972605,0.004972162098809699
Fate2,5,6,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.019641331157026695,0.01455150853969846,0.044830551089300286,0.006110354855736345
Fate2,96,100,Guanine,Guanine_13C-1 15N-0,1,0,153.060589,pos,0.01376670660061858,0.005743817942427988,0.06480553864111123,0.0014533506042386031
Fate1,0,0.5,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,0,0,0,0
Fate1,12,12.5,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,1.4129551551345853e-5,2.4473101175094667e-5,1.204492700674677e-4,2.0862425549143923e-4
Fate1,36,36,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,3.0405148042693628e-5,2.895106294076768e-5,2.9099858663319167e-4,3.093696628280901e-4
Fate1,4,4.5,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,1.5734195695257564e-5,2.725242636041762e-5,1.541417449401364e-4,2.6698133380363915e-4
Fate1,50,50,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,0,0,0,0
Fate1,8,9,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,9.71939014812177e-6,1.6834477555131302e-5,1.760295399448044e-4,3.048921068173764e-4
Fate1,96,98,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,4.631554716037946e-5,4.05717081094055e-5,5.827324566800449e-4,5.061706428544249e-4
Fate2,0,0.3,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,3.5287063647409004e-4,3.4413222275868745e-4,4.642112003964681e-4,4.410688211397487e-4
Fate2,12,13,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,1.5822460670137644e-4,2.740530578143871e-4,3.1540257861099186e-4,5.462932909924747e-4
Fate2,24,25,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,2.4263540016492796e-4,2.7151275260713776e-4,5.085773768524123e-4,5.183309112397438e-4
Fate2,48,51,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,3.174382894713994e-4,3.002471189990899e-4,0.001047189605169397,9.673205741405962e-4
Fate2,5,6,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,9.071212840600525e-5,1.571180152619131e-4,1.416224626810964e-4,2.452973008566862e-4
Fate2,96,100,Guanine,Guanine_13C-1 15N-1,1,1,154.057625,pos,0.0010333516462040465,4.59922666369262e-4,0.004806524621274566,3.9932368750898576e-4
Fate1,0,0.5,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,7.445656465784061e-6,2.933171742272187e-6,9.014666702261565e-5,2.9387203631263397e-5
Fate1,12,12.5,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,2.2920358250649297e-5,1.3122608233186235e-5,2.1111750640995136e-4,8.290381413159253e-5
Fate1,36,36,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,1.9534090925369085e-4,1.2768685454695776e-5,0.001833961507428906,2.3623163085654663e-4
Fate1,4,4.5,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,3.7703357225444113e-4,6.327316272652942e-4,0.0037410201419519075,0.006157977661259584
Fate1,50,50,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,3.191153994686476e-4,5.613750628802551e-5,0.0031440482217463725,5.788397689608185e-4
Fate1,8,9,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,4.1091063162379e-5,5.9487137208206366e-5,7.559736409877549e-4,0.0010692351533975507
Fate1,96,98,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,6.28952044762199e-4,2.0489597064583101e-4,0.006630333265500981,3.759216681357334e-4
Fate2,0,0.3,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,4.1477364983298073e-4,7.887321298361745e-5,6.133343323294077e-4,5.090938196423223e-6
Fate2,12,13,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,1.4138771047803286e-4,1.863547193459023e-4,3.868400638021116e-4,2.803323135929403e-4
Fate2,24,25,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,4.2686337079057715e-4,2.3508386507922502e-4,9.792646873370387e-4,4.593819006142314e-4
Fate2,48,51,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,7.679542572399838e-4,3.405925753888962e-4,0.0029900950390426453,4.924067920041742e-4
Fate2,5,6,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,2.616296181949278e-4,2.0831668787978658e-4,5.310704546153396e-4,2.3813729070414015e-4
Fate2,96,100,Guanine,Guanine_13C-2 15N-0,2,0,154.063943,pos,0.0017857726078113615,7.63416311601126e-4,0.008366065203820484,3.160632407397614e-4
Fate1,0,0.5,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,0,0,0,0
Fate1,12,12.5,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,3.588243847215359e-6,4.007513070310433e-6,3.0421392682253656e-5,3.389229579058674e-5
Fate1,36,36,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,1.1424262390523107e-5,5.7242715783946754e-6,1.1277028027560854e-4,6.481349145401375e-5
Fate1,4,4.5,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,4.162527422909812e-4,7.193095541407542e-4,0.004081114972950232,0.0070439871511277456
Fate1,50,50,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,7.428834478267508e-5,1.2984427845202505e-5,7.437308348649393e-4,2.1532987866189406e-4
Fate1,8,9,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,3.830238971633652e-5,5.89155440001804e-5,7.102794331699579e-4,0.001054878677578891
Fate1,96,98,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,2.5968254811607543e-4,1.1482834306331868e-4,0.002694953816458982,5.260675365907861e-4
Fate2,0,0.3,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,1.2660864670984745e-6,2.1929260877899396e-6,1.6163715117431986e-6,2.7996375822461342e-6
Fate2,12,13,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,1.8531485083726279e-6,1.6315820893348138e-6,1.0149457567094815e-5,1.2649706469504649e-5
Fate2,24,25,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,3.7980128498320415e-5,4.925818147283997e-5,9.534667744356388e-5,1.268445514941294e-4
Fate2,48,51,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,3.895085434376145e-4,1.8144130023704458e-4,0.0015084408675679123,2.825089170802456e-4
Fate2,5,6,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,0,0,0,0
Fate2,96,100,Guanine,Guanine_13C-2 15N-1,2,1,155.060979,pos,0.0015231870281653033,7.236911340537476e-4,0.006995673389102269,8.138774114522651e-4
Fate1,0,0.5,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,0,0,0,0
Fate1,12,12.5,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,0,0,0,0
Fate1,36,36,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,1.3061042878662356e-5,2.262238986567887e-5,1.0000035890346967e-4,1.732057023959322e-4
Fate1,4,4.5,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,2.716884948948217e-4,4.705782769897487e-4,0.002661625639743997,0.004610070838764619
Fate1,50,50,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,3.577101466552303e-5,3.0886658869660037e-6,3.524225694647766e-4,3.4804384190000635e-5
Fate1,8,9,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,0,0,0,0
Fate1,96,98,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,2.6141533133843355e-4,1.147354926145894e-4,0.00270989781417643,6.61640306467853e-4
Fate2,0,0.3,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,0,0,0,0
Fate2,12,13,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,0,0,0,0
Fate2,24,25,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,2.0276539974849624e-5,3.511999743814091e-5,3.920394797522382e-5,6.790322975037468e-5
Fate2,48,51,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,2.926325038729142e-4,1.601216845264894e-4,0.0011087525147856732,3.077327778298965e-4
Fate2,5,6,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,0,0,0,0
Fate2,96,100,Guanine,Guanine_13C-3 15N-1,3,1,156.064333,pos,0.0011468668079067323,5.6094945477795e-4,0.005240486406074485,6.935680426950174e-4
Fate1,0,0.5,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,0,0,0,0
Fate1,12,12.5,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,0,0,0,0
Fate1,36,36,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,4.419612801083218e-6,1.5542590503531846e-6,4.034955693830029e-5,1.0506928620736592e-5
Fate1,4,4.5,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,4.1581355234712394e-5,7.202101991409196e-5,4.073562307850349e-4,7.055616884994336e-4
Fate1,50,50,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,1.16554810040687e-5,2.2457527941590836e-6,1.1675341414355486e-4,3.3011950221705255e-5
Fate1,8,9,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,0,0,0,0
Fate1,96,98,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,1.0464362707319194e-4,8.958052179330978e-5,0.0010051112570440546,6.555989153108422e-4
Fate2,0,0.3,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,1.2993189492132099e-6,2.2504864352742853e-6,1.8028455404694491e-6,3.1226200742920584e-6
Fate2,12,13,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,0,0,0,0
Fate2,24,25,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,7.70696151874696e-6,7.950638622862248e-6,1.638872482772479e-5,1.5456964251508032e-5
Fate2,48,51,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,1.8696435518726043e-4,1.3842280385687744e-4,6.740183171781223e-4,3.5545054660098685e-4
Fate2,5,6,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,0,0,0,0
Fate2,96,100,Guanine,Guanine_13C-4 15N-1,4,1,157.067687,pos,8.667134205687946e-4,4.4384177701138085e-4,0.0039294429097965645,6.470268362548348e-4
Fate1,0,0.5,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.009305241900406547,0.005224986306648957,0.9438018352033394,0.041534950774044496
Fate1,12,12.5,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.008292073695534976,0.0010683588957442077,0.9269054837211484,0.007309406682663513
Fate1,36,36,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.015227158020129115,0.004160892317651069,0.9036744502653725,0.015905716649104115
Fate1,4,4.5,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.006955637643194322,0.004067315578161027,0.9495204947738178,0.016443695483811468
Fate1,50,50,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.01459972867483093,9.975289842496385e-4,0.8985725780937591,0.014067684379268395
Fate1,8,9,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.010018250203315694,0.001229154965341846,0.9267085108553628,0.013954748153591285
Fate1,96,98,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.01342157048726992,0.002726017181590521,0.9133029391245246,0.007958155725238215
Fate2,0,0.3,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.005457318177918679,7.053734836707651e-4,0.9610275368008864,0.026042652482850905
Fate2,12,13,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.009558559894910867,0.0018321600590345333,0.9515851495979001,0.017210823352370706
Fate2,24,25,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.00803545912043096,0.0038356834480486345,0.9152985258521285,0.039630217799546924
Fate2,48,51,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.0053355085552613925,0.0014900430765793548,0.9255573601855023,0.020072275657829604
Fate2,5,6,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.007852976547346072,0.005164198597773143,0.9355624219516465,0.02598810441604433
Fate2,96,100,Guanosine,Guanosine_13C-0 15N-0,0,0,284.099495,pos,0.004271665607380072,3.465040071862553e-4,0.9332069889583097,0.015032081823285184
Fate2,0,0.3,Guanosine,Guanosine_13C-0 15N-1,0,1,285.096531,pos,0,0,0,0
Fate2,12,13,Guanosine,Guanosine_13C-0 15N-1,0,1,285.096531,pos,0,0,0,0
Fate2,24,25,Guanosine,Guanosine_13C-0 15N-1,0,1,285.096531,pos,6.608957463882652e-5,1.1447050112506308e-4,0.004746303031007587,0.008220837997823301
Fate2,48,51,Guanosine,Guanosine_13C-0 15N-1,0,1,285.096531,pos,8.088518938107385e-6,1.4009725758785053e-5,0.0019584572631414434,0.0033921474842132705
Fate2,5,6,Guanosine,Guanosine_13C-0 15N-1,0,1,285.096531,pos,0,0,0,0
Fate2,96,100,Guanosine,Guanosine_13C-0 15N-1,0,1,285.096531,pos,7.056887253915034e-6,1.2222887267066052e-5,0.0016058915530596915,0.002781485761345077
Fate1,0,0.5,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,7.194233666742337e-4,6.465107621275265e-4,0.05619816479666064,0.04153495077404448
Fate1,12,12.5,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,6.491140033923085e-4,1.671238262956112e-4,0.07169165379961849,0.009317614769988502
Fate1,36,36,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,0.0016047887084318071,5.966524964309471e-4,0.09411324186589225,0.013575093220067848
Fate1,4,4.5,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,4.166881027833547e-4,3.7539238671291733e-4,0.050479505226182136,0.016443695483811475
Fate1,50,50,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,0.0015248321998808801,1.840485461429058e-4,0.09374854356951443,0.008337537720199142
Fate1,8,9,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,7.926798952769968e-4,1.738200321441947e-4,0.0732914891446372,0.013954748153591278
Fate1,96,98,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,0.0012101146415116422,1.6411677785138393e-4,0.08305408397033585,0.005021142799581513
Fate2,0,0.3,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,2.3149904928595653e-4,1.773315909476891e-4,0.038972463199113655,0.026042652482850905
Fate2,12,13,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,5.107357436940295e-4,2.674905480813292e-4,0.04841485040209994,0.01721082335237066
Fate2,24,25,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,7.169242098336619e-4,5.426951276675179e-4,0.07797598406576553,0.032955069973594577
Fate2,48,51,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,4.428416939286909e-4,2.391008520490444e-4,0.07248418255135636,0.023454330617914677
Fate2,5,6,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,6.34119175797478e-4,6.731922250054128e-4,0.06237576553723331,0.026875278833903695
Fate2,96,100,Guanosine,Guanosine_13C-1 15N-0,1,0,285.102849,pos,2.601106109883745e-4,1.0897843950712424e-4,0.05637051635529998,0.022060014775110773
Fate1,0,0.5,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,0,0,0,0
Fate1,12,12.5,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,1.0668386480728165e-5,1.8478187419402113e-5,0.0014028624792330948,0.002429829090063759
Fate1,36,36,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,4.945028408659683e-5,8.565040448670044e-5,0.0022123078687352614,0.003831829630633891
Fate1,4,4.5,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,0,0,0,0
Fate1,50,50,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,1.2888801142721534e-4,1.1198486442745012e-4,0.00767887833672649,0.006650109363291467
Fate1,8,9,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,0,0,0,0
Fate1,96,98,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,4.792526282685298e-5,5.493660799419903e-5,0.0036429769051394664,0.004669988427523362
Fate2,0,0.3,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,0,0,0,0
Fate2,12,13,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,0,0,0,0
Fate2,24,25,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,2.755905585531146e-5,4.773368495002801e-5,0.001979187051098483,0.003428052530184992
Fate2,48,51,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,0,0,0,0
Fate2,5,6,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,1.2000963659379038e-5,2.0786278797832213e-5,0.002061812511120182,0.0035711640249413254
Fate2,96,100,Guanosine,Guanosine_13C-2 15N-0,2,0,286.106203,pos,4.141564883166919e-5,3.58822990662338e-5,0.008816603133330632,0.007721599358505349
Fate1,0,0.5,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,5.3127160401916385,1.1147969075311221,0.9265419579320201,2.393925769297941e-4
Fate1,12,12.5,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,4.901243823095968,0.9281572523362782,0.926620575560642,2.3130631766373212e-4
Fate1,36,36,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,7.85746962392006,0.722056442722817,0.9250924919809874,2.0284692550472862e-4
Fate1,4,4.5,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,4.9619304401702395,0.9478781591496717,0.9266132026700683,1.6156763914179924e-4
Fate1,50,50,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,7.22260824526398,0.9620584977386883,0.9253029404244124,2.923821682612418e-4
Fate1,8,9,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,4.867205258172011,0.9429173870961322,0.9265209192589906,7.41074129263738e-4
Fate1,96,98,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,12.151719284403397,1.300064292731044,0.9233492970008279,7.287005688799017e-4
Fate2,0,0.3,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,11.650918369037125,1.9007579173014082,0.9251051966850848,3.9941364232722265e-4
Fate2,12,13,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,14.513833707272184,2.7531921112227398,0.9250885298893187,3.6827594099869324e-4
Fate2,24,25,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,14.455465895646984,1.7060454324002687,0.9246689139309154,5.996739242885093e-4
Fate2,48,51,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,12.295418546360263,0.4865489069691669,0.9250705631220314,2.8370600791129515e-4
Fate2,5,6,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,11.093136131531175,4.1699994337719115,0.9252001486029827,3.584619566671973e-4
Fate2,96,100,Homarine,Homarine_13C-0 15N-0,0,0,138.055503,pos,9.236409648622299,0.4518178981614468,0.923127324175196,0.0017436709858274434
Fate1,0,0.5,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.012433311923963278,0.002666956227943369,0.0021670961164407757,1.4099250334812424e-5
Fate1,12,12.5,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.01180675000569444,0.0021830925509232963,0.0022339237405974025,2.7029693285592846e-5
Fate1,36,36,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.022596784962960133,0.002266524460314514,0.0026590664003904065,2.1497201249253652e-5
Fate1,4,4.5,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.011749606082651687,0.002452253254901723,0.0021893392249760888,7.98524669956082e-5
Fate1,50,50,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.022784404893662142,0.004853088324265307,0.0029006227422898397,2.376569288701712e-4
Fate1,8,9,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.011591753896780087,0.00235688437475566,0.0022036078191985382,3.244412614710056e-5
Fate1,96,98,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.05047024019621135,0.006290093717990814,0.003836646622571588,3.0538723915929275e-4
Fate2,0,0.3,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.031044086604817424,0.005730287414224647,0.002458951923188813,5.723886133092766e-5
Fate2,12,13,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.03944234710043665,0.008504444912407204,0.002505756387381343,7.195134446603896e-5
Fate2,24,25,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.04096006507794083,0.005891865851815122,0.0026149262850193285,6.477211329026454e-5
Fate2,48,51,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.03557024689039358,0.002413067846801351,0.002678404129593721,2.0054746719994686e-4
Fate2,5,6,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.029240622809958754,0.011741807623853264,0.002424461972006549,5.799486300882982e-5
Fate2,96,100,Homarine,Homarine_13C-0 15N-1,0,1,139.052539,pos,0.04330401806892473,0.01855984793541642,0.004284984567379483,0.0016519276008317286
Fate1,0,0.5,Homarine,Homarine_13C-1 15N-0,1,0,139.058857,pos,0.400152412885532,0.08489182997103994,0.0697663406482608,2.5396100074704634e-4
Fate1,12,12.5,Homarine,Homarine_13C-1 15N-0,1,0,139.058857,pos,0.36790028133814495,0.07021274875015368,0.06954311011635211,1.880443818007948e-4
Fate1,36,36,Homarine,Homarine_13C-1 15N-0,1,0,139.058857,pos,0.5992748319869228,0.05619490502694709,0.07054690857749318,1.548875550332339e-4
