Experiment,Timepoint,Incubation time (hr),Metabolite,Isotopologue,C.lab,N.lab,iso.mz,ionization,nM.in.Sample.ave,nM.in.sample.sd,MID.mean,MID.sd
Fate1,12,12.5,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,5.63095575590721e-7,9.7531014644037e-7,5.627289584248953e-5,9.746751468822332e-5
Fate1,36,36,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,3.278358684171175e-5,2.1301534256806233e-5,0.002014828675482597,7.323359509934208e-4
Fate1,4,4.5,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,3.4712642969524817e-7,6.012406128821557e-7,4.807403611169433e-5,8.326667307035554e-5
Fate1,50,50,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,1.5465387094743895e-5,1.285772853297791e-5,0.0012277688201144483,9.085801706056566e-4
Fate1,8,9,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,6.577813699331756e-7,1.1393107529965193e-6,6.219693653604679e-5,1.0772825415557007e-4
Fate1,96,98,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,8.115589190510276e-5,1.0414727789350269e-5,0.0037870167715520074,4.341333639507269e-4
Fate2,0,0.3,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,0,0,0,0
Fate2,12,13,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,0,0,0,0
Fate2,24,25,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,3.5765228451695605e-6,4.993953204320746e-6,3.0864385896019225e-4,3.9505715901044786e-4
Fate2,48,51,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,2.0427215909274298e-5,9.696888231547409e-6,0.001726863999698029,8.373804867069098e-4
Fate2,5,6,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,0,0,0,0
Fate2,96,100,Carnitine,Carnitine_13C-4 15N-1,4,1,167.123471,pos,8.975775847158728e-5,1.9826206287987326e-5,0.0056470637620472915,6.191843775685028e-4
Fate1,0,0.5,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,0,0,0,0
Fate1,12,12.5,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,3.770595285282651e-4,2.4321920617792852e-4,0.04249413554836004,0.019815575198219894
Fate1,36,36,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,0.0026291389793603116,0.0014380947134973287,0.165104699246426,0.045250669808297846
Fate1,4,4.5,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,3.0662461554790405e-5,5.3108941298024376e-5,0.002793997478881656,0.004839345589642379
Fate1,50,50,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,0.0015522227580657426,9.458613115404589e-4,0.12547820829506215,0.06115657969918627
Fate1,8,9,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,2.805708173668425e-4,1.3338068604143712e-4,0.03069185676983168,0.00896693645794683
Fate1,96,98,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,0.005275826850764461,4.8678231458458576e-4,0.24665856396418873,0.02596078277213171
Fate2,0,0.3,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,0,0,0,0
Fate2,12,13,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,2.3707925617237393e-4,7.479194341536842e-5,0.02190174284081754,0.004269488406293742
Fate2,24,25,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,4.892153982182267e-4,2.352318926452051e-4,0.04520831006109518,0.01813830108399861
Fate2,48,51,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,0.0017671852229707353,3.9662990365503444e-4,0.14899524538417416,0.030720581303890743
Fate2,5,6,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,2.8277379724391373e-5,4.897785838756387e-5,0.0020592940060765157,0.0035668018462465777
Fate2,96,100,Carnitine,Carnitine_13C-5 15N-1,5,1,168.126825,pos,0.005961057240054009,0.0012771880219738297,0.3753577257094584,0.041511072584360195
Fate1,0,0.5,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.10063148507941551,0.033426092622198325,0.95472191069167,0.0028481529677998976
Fate1,12,12.5,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.08134619223211921,0.02727935972567018,0.902979415785749,0.009236923806884383
Fate1,36,36,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.14582307343965084,0.0299500279725544,0.7781572419653049,0.008972790277130608
Fate1,4,4.5,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.07903939184680599,0.027929188088127874,0.9467638165956166,0.005749491083102603
Fate1,50,50,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.10971745600684357,0.017481422767779548,0.7827762399721907,0.015781209205077248
Fate1,8,9,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.13990400793996233,0.06429092686302851,0.9283241407648207,0.006338620135222036
Fate1,96,98,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.19280191154368304,0.03717931974864902,0.7251885613303951,0.008204945110081392
Fate2,0,0.3,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.03066830454465803,0.007084277764808551,0.9643921486982514,0.0014840440407494064
Fate2,12,13,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.04761058066248518,0.0088524314216953,0.9416245098221838,0.0028511660311512023
Fate2,24,25,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.04379560159862277,0.017724792275862693,0.915702206602078,0.010930151577040755
Fate2,48,51,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.0644015417514434,0.0304146820002856,0.8475324060587112,0.006637859213301914
Fate2,5,6,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.028505881336285666,0.012360524467250632,0.9575787380882085,0.005523769440436172
Fate2,96,100,Choline,Choline_13C-0 15N-0,0,0,104.107539,pos,0.043571152662423104,0.004219968525835767,0.7539164188143485,0.018355486472471996
Fate1,0,0.5,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,1.6865035917097698e-4,6.085138750726491e-5,0.0015856220233734623,1.0788403829346551e-4
Fate1,12,12.5,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,1.321948060423889e-4,4.7968255400260205e-5,0.0014738381104735685,1.7891490758365503e-4
Fate1,36,36,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,2.542311160400351e-4,5.842140252193436e-5,0.0013515534182687878,2.86389376771244e-5
Fate1,4,4.5,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,1.2347590256888097e-4,4.797344592209943e-5,0.0014678767074647828,3.9532876119747436e-5
Fate1,50,50,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,1.8875003810576112e-4,4.626905129958465e-5,0.0013350537353345306,1.1616805140038443e-4
Fate1,8,9,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,2.5694087802833406e-4,1.440620187209095e-4,0.0016565599241293427,1.7352115943615698e-4
Fate1,96,98,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,3.6784760555949597e-4,6.23868752567309e-5,0.0013875956265519723,4.255649639799777e-5
Fate2,0,0.3,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,3.6420960679273606e-5,1.2221883871139978e-5,0.0011261787150032923,1.260345371341121e-4
Fate2,12,13,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,5.995683383091634e-5,7.473822299896714e-6,0.0011966132477037941,9.086437460067995e-5
Fate2,24,25,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,6.060232604936509e-5,3.730466227757453e-5,0.001156109942916979,4.08453174899161e-4
Fate2,48,51,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,1.013949036610757e-4,5.434168627603046e-5,0.0012869806204756137,2.0709357066847799e-4
Fate2,5,6,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,3.502504489350525e-5,2.097816493360267e-5,0.0011029081808725926,2.5665702265231907e-4
Fate2,96,100,Choline,Choline_13C-0 15N-1,0,1,105.104575,pos,8.094061175663859e-5,1.8190320610465135e-5,0.0013948110463275546,2.353487005033984e-4
Fate1,0,0.5,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.00465744715029595,0.0017849881820421042,0.04354707581322956,0.0027517463371471876
Fate1,12,12.5,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.0037369906723974987,0.0010906617280140476,0.042012269372907106,0.0021786995206492764
Fate1,36,36,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.007321686848781993,0.0016484473778772069,0.038954036997559054,4.7658464795311873e-4
Fate1,4,4.5,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.003665582642214319,0.0016148982262359384,0.04305425100914664,0.0033510868325695685
Fate1,50,50,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.005377750103023311,0.0010020308594887038,0.038263714019524026,0.0013841912590179294
Fate1,8,9,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.006848935627687258,0.0035488021341499106,0.04468089669560354,0.002981675814559726
Fate1,96,98,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.010177534351862829,0.002254561403597175,0.03814361685577846,0.0010283699347806653
Fate2,0,0.3,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.00110047203819969,2.921168018465769e-4,0.03439561438164646,0.0013483484234298212
Fate2,12,13,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.0018012143645500449,3.66924843876918e-4,0.03553848143763079,8.804421617144494e-4
Fate2,24,25,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.0017289943438087334,8.250858961968085e-4,0.035040828333429246,0.0038117980387656694
Fate2,48,51,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.0030678154836880005,0.0017124971034314547,0.038728135963122266,0.005309725321009093
Fate2,5,6,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.0010354067301126938,5.504670846352229e-4,0.033628325178868476,0.003747371060752687
Fate2,96,100,Choline,Choline_13C-1 15N-0,1,0,105.110893,pos,0.002218172991591873,0.00036917471658742547,0.038225703251077256,0.002787072977518692
Fate2,0,0.3,Choline,Choline_13C-1 15N-1,1,1,106.107929,pos,0,0,0,0
Fate2,12,13,Choline,Choline_13C-1 15N-1,1,1,106.107929,pos,0,0,0,0
Fate2,24,25,Choline,Choline_13C-1 15N-1,1,1,106.107929,pos,0,0,0,0
Fate2,48,51,Choline,Choline_13C-1 15N-1,1,1,106.107929,pos,0,0,0,0
Fate2,5,6,Choline,Choline_13C-1 15N-1,1,1,106.107929,pos,0,0,0,0
Fate2,96,100,Choline,Choline_13C-1 15N-1,1,1,106.107929,pos,1.2692170383461453e-5,5.155833298588878e-6,2.1815936849914287e-4,8.161290187369204e-5
Fate1,0,0.5,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,1.6248171536775047e-5,1.69795765449995e-5,1.4539147172699016e-4,1.1482007590641681e-4
Fate1,12,12.5,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,8.251775528844536e-6,9.313365395260538e-6,9.064329422667329e-5,8.214546778618213e-5
Fate1,36,36,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,6.71985345110167e-5,1.0482730499994827e-5,3.616463297576577e-4,3.347785086832798e-5
Fate1,4,4.5,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,3.491071798424112e-5,4.6396483044267916e-5,3.283597197240209e-4,3.7285908136505046e-4
Fate1,50,50,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,4.3589792425846165e-5,5.430714435960584e-6,3.1242999777296107e-4,2.08682213220067e-5
Fate1,8,9,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,5.331136474050844e-5,5.1773214987424436e-5,3.0202176783272495e-4,1.8460343770891773e-4
Fate1,96,98,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,1.2623994044948038e-4,3.3383184972435096e-5,4.707736202947147e-4,3.988916402178741e-5
Fate2,0,0.3,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,2.942842758163338e-6,3.6219804523028067e-6,8.605820509881538e-5,9.09441366336652e-5
Fate2,12,13,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,2.9945499307125783e-6,3.842171271703636e-6,5.311376327655539e-5,6.763080285726673e-5
Fate2,24,25,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,3.383515133453978e-6,3.406898529854312e-6,5.806003072507651e-5,6.0252187283476926e-5
Fate2,48,51,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,7.715194759242315e-6,1.3363109313296822e-5,7.010163529846048e-5,1.2141959403059739e-4
Fate2,5,6,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,8.493376932381819e-7,1.4710960374718803e-6,1.992506686024075e-5,3.4511228146143865e-5
Fate2,96,100,Choline,Choline_13C-2 15N-0,2,0,106.114247,pos,4.142305429393798e-5,4.1601526726177435e-5,6.873071404190565e-4,6.476262742535694e-4
Fate1,0,0.5,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,0,0,0,0
Fate1,12,12.5,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,3.979749869617207e-6,6.893128975592617e-6,6.944161351413128e-5,1.2027640276603695e-4
Fate1,36,36,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,4.419191329663861e-4,1.285474122898478e-4,0.0023306020076109897,1.7542076557525128e-4
Fate1,4,4.5,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,7.630837655550138e-7,6.698039314883952e-7,1.163353529519779e-5,1.0522847215476761e-5
Fate1,50,50,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,3.0989038596888625e-4,7.848350657817871e-5,0.002199380536849966,3.1615855395750696e-4
Fate1,8,9,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,8.67552063055178e-6,7.514771367141065e-6,6.238975813768112e-5,6.556886386379622e-5
Fate1,96,98,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,8.742429726753692e-4,2.2249634038048517e-4,0.0032639072384135935,2.3703486801525297e-4
Fate2,0,0.3,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,0,0,0,0
Fate2,12,13,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,1.7430073603272127e-6,1.5115986909586996e-6,3.7423575614055976e-5,3.436344433158687e-5
Fate2,24,25,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,8.548568639390774e-6,7.905654417025723e-6,1.4309412511142065e-4,1.293911308663814e-4
Fate2,48,51,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,9.172089025591265e-5,4.990868021208279e-5,0.0011598499026340796,1.9626947532992147e-4
Fate2,5,6,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,4.290573164172215e-7,7.431490713937838e-7,1.0065484888460251e-5,1.7433931229629908e-5
Fate2,96,100,Choline,Choline_13C-4 15N-1,4,1,109.117991,pos,1.4140974025322414e-4,3.121514519562643e-5,0.002437630136362538,4.0650198058954503e-4
Fate1,0,0.5,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0,0,0,0
Fate1,12,12.5,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0.00466062738741888,0.0010256694422469538,0.05337439182312946,0.006994423237791081
Fate1,36,36,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0.033795224716237776,0.008924811027106494,0.17884491928149857,0.00851683372912481
Fate1,4,4.5,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,7.365484892065839e-4,4.254792856846753e-4,0.008374062432752766,0.0020899173201759796
Fate1,50,50,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0.024497688336202524,0.004133061401923877,0.17511318173832782,0.01654851003502898
Fate1,8,9,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0.0033256443252389595,1.382153077975074e-4,0.024973991089476004,0.009504218014352188
Fate1,96,98,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0.06159498817760473,0.012160480350489531,0.23154554532856614,0.0075645912332084455
Fate2,0,0.3,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0,0,0,0
Fate2,12,13,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0.0010674974732306625,4.1059508545706456e-5,0.021549858153591055,0.00352081820300792
Fate2,24,25,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0.0023789143918544206,0.0011712369131150514,0.047899700965739235,0.006542745915910464
Fate2,48,51,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0.008447839925985743,0.0039210742930283655,0.11122252581975839,0.002815331290525436
Fate2,5,6,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,2.4103856747545362e-4,1.4952781061706015e-4,0.0076600380003017995,0.0015649155739340748
Fate2,96,100,Choline,Choline_13C-5 15N-1,5,1,110.121345,pos,0.011768203907071268,0.001754226263037539,0.203119970242966,0.014367723366721853
Fate1,0,0.5,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.010794408405982113,0.003128015922526054,0.9679959814006818,0.002332815751031417
Fate1,12,12.5,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.005738048658893756,6.534230458314699e-4,0.9394053210607216,0.00809686106861457
Fate1,36,36,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.006978264297768921,9.38218246771144e-4,0.8879809718163642,0.010243689910599443
Fate1,4,4.5,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.006304678139268585,0.0021221668925258514,0.959147673426222,0.013537428597862533
Fate1,50,50,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.004849474568179265,9.61187747912645e-4,0.8740323930812238,0.022888862269075407
Fate1,8,9,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.009548745469682157,0.005258852771844355,0.9420504291154023,0.013255241843754796
Fate1,96,98,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.00652650133593783,0.0014048267819724753,0.8855835373462894,0.010861732647196618
Fate2,0,0.3,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.010866011685677955,0.0024941599714081507,0.967506754411442,0.0010895712716488789
Fate2,12,13,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.005863069504934376,4.613868111776203e-4,0.9129626250728309,0.03885710274788121
Fate2,24,25,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.006080885000595915,0.001592297332923409,0.9156809144139726,0.014441345118320155
Fate2,48,51,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.007858888318486145,0.004603026548114307,0.8901101928652184,0.03508597329706674
Fate2,5,6,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.004475498848095064,0.0018649199703209332,0.9247819613168552,0.014537758658367624
Fate2,96,100,Creatine,Creatine_13C-0 15N-0,0,0,132.077302,pos,0.008731428582006151,8.88808199472914e-4,0.8972736680103283,0.011664365155563758
Fate1,0,0.5,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,4.3686733547131005e-5,2.283066128463796e-5,0.0037902427155897507,9.806482363224516e-4
Fate1,12,12.5,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,7.18627914752339e-6,4.570137998177097e-6,0.0011635653843955662,7.508201218031404e-4
Fate1,36,36,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,1.8182636596353122e-5,4.998162848481982e-6,0.0023864595179136053,8.677872706450735e-4
Fate1,4,4.5,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,1.0288380750827563e-5,1.1764239671082517e-5,0.0012857417703174088,0.0011934370464463874
Fate1,50,50,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,2.7785716401904143e-6,2.500940412147802e-8,5.122530196010275e-4,8.805721079660948e-5
Fate1,8,9,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,1.8837007107862817e-5,2.4960859206917696e-5,0.0013751281313980287,0.0013864035560458999
Fate1,96,98,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,1.4460303496615984e-5,1.702878777819424e-5,0.0017056427597315661,0.0017471806516740002
Fate2,0,0.3,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,6.106367023004099e-5,1.853223880870134e-5,0.005366802025981918,5.62678009670841e-4
Fate2,12,13,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,1.3248546225346334e-5,7.664907667371705e-6,0.002093510302541666,0.001241389282431416
Fate2,24,25,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,2.1955945741986033e-5,1.906193487520709e-5,0.0030949139678136013,0.002355434791296266
Fate2,48,51,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,3.073990952040331e-5,2.7238234428240437e-5,0.0031916025936765966,0.0012734711380326664
Fate2,5,6,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,9.317445439425783e-6,8.451792857925834e-6,0.001979623417964028,0.002176828829575319
Fate2,96,100,Creatine,Creatine_13C-0 15N-1,0,1,133.074338,pos,7.954751650336284e-5,2.638377850707996e-5,0.008292768022817061,0.0029792309132402653
Fate1,0,0.5,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,3.10506480002169e-4,9.740188067400843e-5,0.027770770407736754,0.0014600425204640347
Fate1,12,12.5,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,1.4890102574413063e-4,2.4669611652931524e-5,0.024310922007935155,0.0020115716212957646
Fate1,36,36,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,2.0407400127409818e-4,2.4445424078064532e-5,0.026025623376499576,0.0015627985616246747
Fate1,4,4.5,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,1.2466388796696012e-4,9.099319399007024e-5,0.01714954111237069,0.010082448843795118
Fate1,50,50,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,1.3307728814984846e-4,2.3580150014558512e-5,0.024151638258503978,0.0030770413612752692
Fate1,8,9,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,2.691685276718894e-4,1.5204429679400587e-4,0.026433199645194572,7.241701998180719e-4
Fate1,96,98,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,2.0621134640685053e-4,5.682404708923502e-5,0.0278806408940036,0.003649303321200671
Fate2,0,0.3,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,2.9698687488549847e-4,7.359593452863808e-5,0.026357477319434455,5.78711724688081e-4
Fate2,12,13,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,1.4192918486634793e-4,1.9579222018761106e-5,0.02209334420032128,0.0026548143945958696
Fate2,24,25,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,1.6775924573555123e-4,5.4401952026195463e-005,0.02502148529162745,0.0030435394461547716
Fate2,48,51,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,2.616539726846708e-4,1.7624886446149145e-4,0.028772070852956296,0.0035595557665543827
Fate2,5,6,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,9.15404238477303e-5,3.854764947544558e-5,0.01895372261636522,0.0020470076796654784
Fate2,96,100,Creatine,Creatine_13C-1 15N-0,1,0,133.080656,pos,3.360680750366729e-4,4.828420773049732e-5,0.03445085502153017,0.0020131979877546576
Fate1,0,0.5,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate1,12,12.5,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate1,36,36,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate1,4,4.5,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate1,50,50,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate1,8,9,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate1,96,98,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,6.853620313165492e-6,2.9433104423066736e-6,9.545721231164393e-4,4.8766957601156303e-4
Fate2,0,0.3,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate2,12,13,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate2,24,25,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate2,48,51,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate2,5,6,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,0,0,0,0
Fate2,96,100,Creatine,Creatine_13C-2 15N-0,2,0,134.08401,pos,4.08114910574662e-6,2.7010213406429407e-6,4.3918805541592724e-4,3.330103168456998e-4
Fate1,0,0.5,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,4.715828286628108e-6,1.6897972478251638e-7,4.4300547599171474e-4,1.040807296278634e-4
Fate1,12,12.5,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,2.1052241941988268e-4,3.592982447279438e-5,0.03512019154694761,0.00905147803228136
Fate1,36,36,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,6.541552910587866e-4,7.636083738869065e-5,0.08360694528922266,0.008498832122935302
Fate1,4,4.5,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,1.5214902221872214e-4,7.13791635972406e-5,0.022417043691089895,0.0028933058861902393
Fate1,50,50,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,5.525214107165345e-4,1.1142577832164705e-4,0.10130371564067114,0.024667235774276243
Fate1,8,9,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,2.4863042081190855e-4,4.191137271032089e-5,0.03014124310800513,0.01534160514204809
Fate1,96,98,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,6.205660566864506e-4,1.707029313690412e-4,0.08387560687685904,0.014288664430875047
Fate2,0,0.3,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,8.360043577317639e-6,2.114191948361007e-6,7.689662431417e-4,2.2658852357031057e-4
Fate2,12,13,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,3.9732231292747563e-4,2.3878962234515942e-4,0.0628505204243062,0.038845144346005486
Fate2,24,25,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,3.8945162948952455e-4,1.8129712378169542e-4,0.05620268632658642,0.013541946774130495
Fate2,48,51,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,5.536115419318715e-4,9.23683227050632e-5,0.07792613368814866,0.03960349913324034
Fate2,5,6,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,2.4346008476434615e-4,2.352566569226784e-5,0.05428469264881554,0.014538236957401642
Fate2,96,100,Creatine,Creatine_13C-3 15N-1,3,1,136.0844,pos,5.725277714228847e-4,5.302097934157846e-5,0.05954352088990854,0.01114153398608044
Fate1,0,0.5,Cytosine,Cytosine_13C-0 15N-0,0,0,112.051087,pos,0.09926860096531835,0.055832570897157,0.9726999316167795,0.0023394029200219358
Fate1,12,12.5,Cytosine,Cytosine_13C-0 15N-0,0,0,112.051087,pos,0.11053111819816307,0.03183686993555412,0.9690864915678967,0.003398898460337282
Fate1,36,36,Cytosine,Cytosine_13C-0 15N-0,0,0,112.051087,pos,0.20140760453834233,0.025254632837650115,0.9636125161592668,0.0029182470074148098
Fate1,4,4.5,Cytosine,Cytosine_13C-0 15N-0,0,0,112.051087,pos,0.08492864272845883,0.03661268306512381,0.9706809237965903,0.0063599494702684225
Fate1,50,50,Cytosine,Cytosine_13C-0 15N-0,0,0,112.051087,pos,0.1757325849601754,0.031042839274937926,0.9665802694190643,6.130577234382332e-4
