type,SampID,Experiment,Timepoint,ionization,runDate,N.lab,C.lab,Precursor Ion Name,Protein Name,Fraction1,iso.mz,MID.mean,MID.sd,Area.filled.w.background.mean,Area.filled.w.background.sd
Smp,GBTFate1MT50,Fate1,50,pos,200612,0,0,L-Tryptophan_13C-0 15N-0,L-Tryptophan,CyanoAq,205.097703,0.9122810245420101,0.005074548837623223,2033199.3333333333,602933.5155888527
Smp,GBTFate1MT50,Fate1,50,pos,200612,0,0,Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,CyanoAq,298.097387,0.8922599507006741,0.0060307065964766236,487212.6666666667,72799.84024936684
Smp,GBTFate1MT50,Fate1,50,pos,200612,0,0,Xanthine_13C-0 15N-0,Xanthine,CyanoAq,153.041251,1,0,2024733,320999.42249636527
Smp,GBTFate1MT50,Fate1,50,pos,200612,0,1,Butyrylcarnitine_13C-1 15N-0,Butyrylcarnitine,CyanoAq,233.158238,0.05389207657141132,0.010210114720543277,18036.333333333332,1493.05804754314
Smp,GBTFate1MT50,Fate1,50,pos,200612,0,1,L-Phenylalanine_13C-1 15N-0,L-Phenylalanine,CyanoAq,167.090158,0.08071169788224498,0.003191229374323465,1381145,433509.66458546225
Smp,GBTFate1MT50,Fate1,50,pos,200612,0,1,L-Tryptophan_13C-1 15N-0,L-Tryptophan,CyanoAq,206.101057,0.08240200458341539,0.003436052467965737,183718.66666666666,54192.09937189492
Smp,GBTFate1MT50,Fate1,50,pos,200612,0,1,Methylthioadenosine_13C-1 15N-0,Methylthioadenosine,CyanoAq,299.100741,0.10774004929932586,0.006030706596476644,58821.666666666664,9508.876186665453
Smp,GBTFate1MT50,Fate1,50,pos,200612,0,2,L-Phenylalanine_13C-2 15N-0,L-Phenylalanine,CyanoAq,168.093512,0.003775448991397536,0.0013411364108949018,67740.33333333333,37247.24421126123
Smp,GBTFate1MT50,Fate1,50,pos,200612,0,2,L-Tryptophan_13C-2 15N-0,L-Tryptophan,CyanoAq,207.104411,0.0020063394303006577,8.035474899004491e-4,4178.666666666667,1180.7143318065268
Smp,GBTFate1MT50,Fate1,50,pos,200612,1,0,L-Phenylalanine_13C-0 15N-1,L-Phenylalanine,CyanoAq,167.08384,0.0022004848594668718,4.594811958146896e-4,38397,15886.035754712375
Smp,GBTFate1MT50,Fate1,50,pos,200612,1,0,L-Tryptophan_13C-0 15N-1,L-Tryptophan,CyanoAq,206.094739,0.0018199618590330933,0.0031522664076828245,5412.666666666667,9375.013671101144
