Experiment,Precursor Ion Name,GBT.nM.sd,GBT.nM,uptake.since.last.point.nM.per.h,turnover.time
Fate1,Glycine betaine_13C-0 15N-0,0.07937190052795809,0.5000988254308693,-0.03715779012813066,13.458788149305592
Fate2,Glycine betaine_13C-0 15N-0,0.0793719005279581,0.4620615381019447,-0.04063587224324333,11.370779377789123
