Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea
Xanthine,200612_Smp_GBTFate2MT48-pos_A,Xanthine_13C-0 15N-0,1.07,3655793,0,1881800,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,3655793
Xanthine,200612_Smp_GBTFate2MT48-pos_B,Xanthine_13C-0 15N-0,1.07,11726294,144244,6352072,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,11726294
Xanthine,200612_Smp_GBTFate2MT48-pos_C,Xanthine_13C-0 15N-0,1.08,7811549,27597,4157176,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,7811549
Xanthine,200612_Smp_GBTFate2MT5-pos_A,Xanthine_13C-0 15N-0,1.07,11738169,33984,5666179,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,11738169
Xanthine,200612_Smp_GBTFate2MT5-pos_B,Xanthine_13C-0 15N-0,1.07,1254221,0,689052,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,1254221
Xanthine,200612_Smp_GBTFate2MT5-pos_C,Xanthine_13C-0 15N-0,1.07,14906065,174129,7778057,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,14906065
Xanthine,200612_Smp_GBTFate2MTlong-pos_A,Xanthine_13C-0 15N-0,1.07,501055,0,249631,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,501055
Xanthine,200612_Smp_GBTFate2MTlong-pos_B,Xanthine_13C-0 15N-0,1.07,3147588,0,1707278,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,3147588
Xanthine,200612_Smp_GBTFate2MTlong-pos_C,Xanthine_13C-0 15N-0,1.07,3037127,41063,1644523,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,3037127
Xanthine,200612_Poo_QC2_1,Xanthine_13C-0 15N-0,1.07,482586,0,254454,CyanoAq,0,0,200612,Poo,QC2,1,NA,NA,,ok,ok,ok,ok,all ok,482586
Xanthine,200612_Poo_QC2_2,Xanthine_13C-0 15N-0,1.07,873075,0,408852,CyanoAq,0,0,200612,Poo,QC2,2,NA,NA,,ok,ok,ok,ok,all ok,873075
Xanthine,200612_Poo_QC2_3,Xanthine_13C-0 15N-0,1.07,820778,9046,422702,CyanoAq,0,0,200612,Poo,QC2,3,NA,NA,,ok,ok,ok,ok,all ok,820778
Xanthine,200612_Poo_QC2_4,Xanthine_13C-0 15N-0,1.07,866732,17366,519502,CyanoAq,0,0,200612,Poo,QC2,4,NA,NA,,ok,ok,ok,ok,all ok,866732
Xanthine,200612_Poo_QC2_5,Xanthine_13C-0 15N-0,1.06,832618,55959,449461,CyanoAq,0,0,200612,Poo,QC2,5,NA,NA,,ok,ok,ok,ok,all ok,832618
Xanthine,200612_Poo_TruePooGBT_Full1,Xanthine_13C-0 15N-0,1.07,3354597,0,1892217,CyanoAq,0,0,200612,Poo,TruePooGBT,Full1,NA,NA,ePooG,ok,ok,ok,ok,all ok,3354597
Xanthine,200612_Poo_TruePooGBT_Full2,Xanthine_13C-0 15N-0,1.07,4546650,59115,2291083,CyanoAq,0,0,200612,Poo,TruePooGBT,Full2,NA,NA,ePooG,ok,ok,ok,ok,all ok,4546650
Xanthine,200612_Poo_TruePooGBT_Full3,Xanthine_13C-0 15N-0,1.07,5112303,94634,2669233,CyanoAq,0,0,200612,Poo,TruePooGBT,Full3,NA,NA,ePooG,ok,ok,ok,ok,all ok,5112303
Xanthine,200612_Poo_TruePooGBT_Full4,Xanthine_13C-0 15N-0,1.06,5369296,0,2684003,CyanoAq,0,0,200612,Poo,TruePooGBT,Full4,NA,NA,ePooG,ok,ok,ok,ok,all ok,5369296
Xanthine,200612_Poo_TruePooGBT_Full5,Xanthine_13C-0 15N-0,1.07,5738284,14887,2862764,CyanoAq,0,0,200612,Poo,TruePooGBT,Full5,NA,NA,ePooG,ok,ok,ok,ok,all ok,5738284
Xanthine,200612_Poo_TruePooGBT_Half1,Xanthine_13C-0 15N-0,1.07,1624096,0,992665,CyanoAq,0,0,200612,Poo,TruePooGBT,Half1,NA,NA,ePooG,ok,ok,ok,ok,all ok,1624096
Xanthine,200612_Poo_TruePooGBT_Half2,Xanthine_13C-0 15N-0,1.07,2577659,8999,1399278,CyanoAq,0,0,200612,Poo,TruePooGBT,Half2,NA,NA,ePooG,ok,ok,ok,ok,all ok,2577659
Xanthine,200612_Poo_TruePooGBT_Half3,Xanthine_13C-0 15N-0,1.07,2834006,654,1497533,CyanoAq,0,0,200612,Poo,TruePooGBT,Half3,NA,NA,ePooG,ok,ok,ok,ok,all ok,2834006
Xanthine,200612_Poo_TruePooGBT_Half4,Xanthine_13C-0 15N-0,1.07,2932200,30431,1533016,CyanoAq,0,0,200612,Poo,TruePooGBT,Half4,NA,NA,ePooG,ok,ok,ok,ok,all ok,2932200
Xanthine,200612_Poo_TruePooGBT_Half5,Xanthine_13C-0 15N-0,1.07,3144455,31023,1734241,CyanoAq,0,0,200612,Poo,TruePooGBT,Half5,NA,NA,ePooG,ok,ok,ok,ok,all ok,3144455
Xanthine,200612_Poo_TruePooGBT-Full_DDApos20,Xanthine_13C-0 15N-0,1.07,6574682,14314,3345838,CyanoAq,0,0,200612,Poo,TruePooGBT,Full,DDApos20,NA,ePooG,ok,ok,ok,ok,all ok,6574682
Xanthine,200612_Poo_TruePooGBT-Full_DDApos35,Xanthine_13C-0 15N-0,1.07,6673112,74826,3434624,CyanoAq,0,0,200612,Poo,TruePooGBT,Full,DDApos35,NA,ePooG,ok,ok,ok,ok,all ok,6673112
Xanthine,200612_Poo_TruePooGBT-Full_DDApos50,Xanthine_13C-0 15N-0,1.07,6397286,74488,3224151,CyanoAq,0,0,200612,Poo,TruePooGBT,Full,DDApos50,NA,ePooG,ok,ok,ok,ok,all ok,6397286
Xanthine,200612_Std_250nMStdsInH2O_1,Xanthine_13C-0 15N-0,1.03,3785180,0,1075087,CyanoAq,0,0,200612,Std,250nMStdsInH2O,1,NA,NA,nMStd,ok,ok,ok,ok,all ok,3785180
Xanthine,200612_Std_250nMStdsInH2O_2,Xanthine_13C-0 15N-0,1.05,10527230,35121,3792137,CyanoAq,0,0,200612,Std,250nMStdsInH2O,2,NA,NA,nMStd,ok,ok,ok,ok,all ok,10527230
Xanthine,200612_Std_250nMStdsInMatrix_1,Xanthine_13C-0 15N-0,1.04,5265266,0,1267936,CyanoAq,0,0,200612,Std,250nMStdsInMatrix,1,NA,NA,nMStd,ok,ok,ok,ok,all ok,5265266
Xanthine,200612_Std_250nMStdsInMatrix_2,Xanthine_13C-0 15N-0,1.05,12128669,0,4282990,CyanoAq,0,0,200612,Std,250nMStdsInMatrix,2,NA,NA,nMStd,ok,ok,ok,ok,all ok,12128669
Xanthine,200612_Std_H2OinMatrix_1,Xanthine_13C-0 15N-0,1.07,1397771,0,765260,CyanoAq,0,0,200612,Std,H2OinMatrix,1,NA,NA,inMat,ok,ok,ok,ok,all ok,1397771
Xanthine,200612_Std_H2OinMatrix_2,Xanthine_13C-0 15N-0,1.07,4836635,60788,2477642,CyanoAq,0,0,200612,Std,H2OinMatrix,2,NA,NA,inMat,ok,ok,ok,ok,all ok,4836635
Xanthine,200612_Smp_GBTFate1MT0-IS_A,Xanthine_13C-0 15N-0,1.07,1662524,0,850841,CyanoAq,0,0,200612,Smp,GBTFate1MT0,IS,A,0,Fate1,ok,ok,ok,ok,all ok,1662524
Xanthine,200612_Smp_GBTFate1MT0-IS_B,Xanthine_13C-0 15N-0,1.08,1447129,1346,776769,CyanoAq,0,0,200612,Smp,GBTFate1MT0,IS,B,0,Fate1,ok,ok,ok,ok,all ok,1447129
Xanthine,200612_Smp_GBTFate1MT0-IS_C,Xanthine_13C-0 15N-0,1.07,2060675,0,983303,CyanoAq,0,0,200612,Smp,GBTFate1MT0,IS,C,0,Fate1,ok,ok,ok,ok,all ok,2060675
Xanthine,200612_Smp_GBTFate1MT12-IS_A,Xanthine_13C-0 15N-0,1.08,1950722,24707,877225,CyanoAq,0,0,200612,Smp,GBTFate1MT12,IS,A,12,Fate1,ok,ok,ok,ok,all ok,1950722
Xanthine,200612_Smp_GBTFate1MT12-IS_B,Xanthine_13C-0 15N-0,1.07,1442647,3168,859362,CyanoAq,0,0,200612,Smp,GBTFate1MT12,IS,B,12,Fate1,ok,ok,ok,ok,all ok,1442647
Xanthine,200612_Smp_GBTFate1MT12-IS_C,Xanthine_13C-0 15N-0,1.07,1464022,2098,817872,CyanoAq,0,0,200612,Smp,GBTFate1MT12,IS,C,12,Fate1,ok,ok,ok,ok,all ok,1464022
Xanthine,200612_Smp_GBTFate1MT36-IS_A,Xanthine_13C-0 15N-0,1.06,2807999,16859,1345797,CyanoAq,0,0,200612,Smp,GBTFate1MT36,IS,A,36,Fate1,ok,ok,ok,ok,all ok,2807999
Xanthine,200612_Smp_GBTFate1MT36-IS_B,Xanthine_13C-0 15N-0,1.08,993065,18003,526096,CyanoAq,0,0,200612,Smp,GBTFate1MT36,IS,B,36,Fate1,ok,ok,ok,ok,all ok,993065
Xanthine,200612_Smp_GBTFate1MT36-IS_C,Xanthine_13C-0 15N-0,1.07,1516677,461,806438,CyanoAq,0,0,200612,Smp,GBTFate1MT36,IS,C,36,Fate1,ok,ok,ok,ok,all ok,1516677
Xanthine,200612_Smp_GBTFate1MT4-IS_A,Xanthine_13C-0 15N-0,1.07,884370,0,530092,CyanoAq,0,0,200612,Smp,GBTFate1MT4,IS,A,4,Fate1,ok,ok,ok,ok,all ok,884370
Xanthine,200612_Smp_GBTFate1MT4-IS_B,Xanthine_13C-0 15N-0,1.07,2102931,21771,1260537,CyanoAq,0,0,200612,Smp,GBTFate1MT4,IS,B,4,Fate1,ok,ok,ok,ok,all ok,2102931
Xanthine,200612_Smp_GBTFate1MT4-IS_C,Xanthine_13C-0 15N-0,1.07,1115858,15060,660850,CyanoAq,0,0,200612,Smp,GBTFate1MT4,IS,C,4,Fate1,ok,ok,ok,ok,all ok,1115858
Xanthine,200612_Smp_GBTFate1MT50-IS_A,Xanthine_13C-0 15N-0,1.07,2476332,18155,1241948,CyanoAq,0,0,200612,Smp,GBTFate1MT50,IS,A,50,Fate1,ok,ok,ok,ok,all ok,2476332
Xanthine,200612_Smp_GBTFate1MT50-IS_B,Xanthine_13C-0 15N-0,1.07,2000859,11399,992887,CyanoAq,0,0,200612,Smp,GBTFate1MT50,IS,B,50,Fate1,ok,ok,ok,ok,all ok,2000859
Xanthine,200612_Smp_GBTFate1MT50-IS_C,Xanthine_13C-0 15N-0,1.07,1919000,0,987759,CyanoAq,0,0,200612,Smp,GBTFate1MT50,IS,C,50,Fate1,ok,ok,ok,ok,all ok,1919000
Xanthine,200612_Smp_GBTFate1MT8-IS_A,Xanthine_13C-0 15N-0,1.07,536122,0,302211,CyanoAq,0,0,200612,Smp,GBTFate1MT8,IS,A,8,Fate1,ok,ok,ok,ok,all ok,536122
Xanthine,200612_Smp_GBTFate1MT8-IS_B,Xanthine_13C-0 15N-0,1.07,922210,8939,548900,CyanoAq,0,0,200612,Smp,GBTFate1MT8,IS,B,8,Fate1,ok,ok,ok,ok,all ok,922210
Xanthine,200612_Smp_GBTFate1MT8-IS_C,Xanthine_13C-0 15N-0,1.07,1742071,6194,953003,CyanoAq,0,0,200612,Smp,GBTFate1MT8,IS,C,8,Fate1,ok,ok,ok,ok,all ok,1742071
Xanthine,200612_Smp_GBTFate1MTlong-IS_A,Xanthine_13C-0 15N-0,1.07,2038625,29689,1147451,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,IS,A,96,Fate1,ok,ok,ok,ok,all ok,2038625
Xanthine,200612_Smp_GBTFate1MTlong-IS_B,Xanthine_13C-0 15N-0,1.06,375695,0,186293,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,IS,B,96,Fate1,ok,ok,ok,ok,all ok,375695
Xanthine,200612_Smp_GBTFate1MTlong-IS_C,Xanthine_13C-0 15N-0,1.07,282982,0,124130,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,IS,C,96,Fate1,ok,ok,ok,ok,all ok,282982
Xanthine,200612_Smp_GBTFate2MT0-IS_A,Xanthine_13C-0 15N-0,1.07,17385030,3515,9254322,CyanoAq,0,0,200612,Smp,GBTFate2MT0,IS,A,0,Fate2,ok,ok,ok,ok,all ok,17385030
Xanthine,200612_Smp_GBTFate2MT0-IS_B,Xanthine_13C-0 15N-0,1.07,15843507,180340,8116787,CyanoAq,0,0,200612,Smp,GBTFate2MT0,IS,B,0,Fate2,ok,ok,ok,ok,all ok,15843507
Xanthine,200612_Smp_GBTFate2MT0-IS_C,Xanthine_13C-0 15N-0,1.07,12374164,108411,5188978,CyanoAq,0,0,200612,Smp,GBTFate2MT0,IS,C,0,Fate2,ok,ok,ok,ok,all ok,12374164
Xanthine,200612_Smp_GBTFate2MT12-IS_A,Xanthine_13C-0 15N-0,1.07,888348,0,495271,CyanoAq,0,0,200612,Smp,GBTFate2MT12,IS,A,12,Fate2,ok,ok,ok,ok,all ok,888348
Xanthine,200612_Smp_GBTFate2MT12-IS_B,Xanthine_13C-0 15N-0,1.07,1610283,0,834917,CyanoAq,0,0,200612,Smp,GBTFate2MT12,IS,B,12,Fate2,ok,ok,ok,ok,all ok,1610283
Xanthine,200612_Smp_GBTFate2MT12-IS_C,Xanthine_13C-0 15N-0,1.07,10795192,151220,5223732,CyanoAq,0,0,200612,Smp,GBTFate2MT12,IS,C,12,Fate2,ok,ok,ok,ok,all ok,10795192
Xanthine,200612_Smp_GBTFate2MT24-IS_A,Xanthine_13C-0 15N-0,1.07,11491429,82249,5786556,CyanoAq,0,0,200612,Smp,GBTFate2MT24,IS,A,24,Fate2,ok,ok,ok,ok,all ok,11491429
Xanthine,200612_Smp_GBTFate2MT24-IS_B,Xanthine_13C-0 15N-0,1.08,13930229,42705,6643767,CyanoAq,0,0,200612,Smp,GBTFate2MT24,IS,B,24,Fate2,ok,ok,ok,ok,all ok,13930229
Xanthine,200612_Smp_GBTFate2MT24-IS_C,Xanthine_13C-0 15N-0,1.07,9574935,119770,5046739,CyanoAq,0,0,200612,Smp,GBTFate2MT24,IS,C,24,Fate2,ok,ok,ok,ok,all ok,9574935
Xanthine,200612_Smp_GBTFate2MT48-IS_A,Xanthine_13C-0 15N-0,1.07,3539791,0,1878577,CyanoAq,0,0,200612,Smp,GBTFate2MT48,IS,A,48,Fate2,ok,ok,ok,ok,all ok,3539791
Xanthine,200612_Smp_GBTFate2MT48-IS_B,Xanthine_13C-0 15N-0,1.07,11730922,111165,6471579,CyanoAq,0,0,200612,Smp,GBTFate2MT48,IS,B,48,Fate2,ok,ok,ok,ok,all ok,11730922
Xanthine,200612_Smp_GBTFate2MT48-IS_C,Xanthine_13C-0 15N-0,1.07,7560181,43502,4075027,CyanoAq,0,0,200612,Smp,GBTFate2MT48,IS,C,48,Fate2,ok,ok,ok,ok,all ok,7560181
Xanthine,200612_Smp_GBTFate2MT5-IS_A,Xanthine_13C-0 15N-0,1.07,12244875,16900,6216338,CyanoAq,0,0,200612,Smp,GBTFate2MT5,IS,A,5,Fate2,ok,ok,ok,ok,all ok,12244875
Xanthine,200612_Smp_GBTFate2MT5-IS_B,Xanthine_13C-0 15N-0,1.07,1259358,19788,678709,CyanoAq,0,0,200612,Smp,GBTFate2MT5,IS,B,5,Fate2,ok,ok,ok,ok,all ok,1259358
Xanthine,200612_Smp_GBTFate2MT5-IS_C,Xanthine_13C-0 15N-0,1.07,15154842,182373,8000459,CyanoAq,0,0,200612,Smp,GBTFate2MT5,IS,C,5,Fate2,ok,ok,ok,ok,all ok,15154842
Xanthine,200612_Smp_GBTFate2MTlong-IS_A,Xanthine_13C-0 15N-0,1.07,490053,0,262017,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,IS,A,96,Fate2,ok,ok,ok,ok,all ok,490053
Xanthine,200612_Smp_GBTFate2MTlong-IS_B,Xanthine_13C-0 15N-0,1.07,3108847,897,1755123,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,IS,B,96,Fate2,ok,ok,ok,ok,all ok,3108847
Xanthine,200612_Smp_GBTFate2MTlong-IS_C,Xanthine_13C-0 15N-0,1.08,2831253,0,1239560,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,IS,C,96,Fate2,ok,ok,ok,ok,all ok,2831253
Internal standards_pos,200612_Blk_GBTFate1MBlk-pos_A,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Blk,GBTFate1MBlk,pos,A,NA,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Blk_GBTFate1MBlk-pos_B,"Alpha-Tocopherol, D6",14.55,1372,0,1659,CyanoAq,NA,NA,200612,Blk,GBTFate1MBlk,pos,B,NA,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT0-pos_A,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT0-pos_B,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT0-pos_C,"Alpha-Tocopherol, D6",14.91,1457,0,2111,CyanoAq,NA,NA,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT12-pos_A,"Alpha-Tocopherol, D6",13.73,1758,0,1756,CyanoAq,NA,NA,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT12-pos_B,"Alpha-Tocopherol, D6",17.3,679,0,877,CyanoAq,NA,NA,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT12-pos_C,"Alpha-Tocopherol, D6",8.15,1607,0,2100,CyanoAq,NA,NA,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT36-pos_A,"Alpha-Tocopherol, D6",16.64,1087,0,1006,CyanoAq,NA,NA,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT36-pos_B,"Alpha-Tocopherol, D6",5.21,2520,0,3724,CyanoAq,NA,NA,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT36-pos_C,"Alpha-Tocopherol, D6",13.19,1638,0,2611,CyanoAq,NA,NA,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT4-pos_A,"Alpha-Tocopherol, D6",13.77,1561,0,1617,CyanoAq,NA,NA,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT4-pos_B,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT4-pos_C,"Alpha-Tocopherol, D6",14.05,1463,0,2366,CyanoAq,NA,NA,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT50-pos_A,"Alpha-Tocopherol, D6",15.63,1017,0,1567,CyanoAq,NA,NA,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT50-pos_B,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MT50-pos_C,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MTlong-pos_A,"Alpha-Tocopherol, D6",13.32,1204,0,1489,CyanoAq,NA,NA,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MTlong-pos_B,"Alpha-Tocopherol, D6",9,2174,0,2539,CyanoAq,NA,NA,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate1MTlong-pos_C,"Alpha-Tocopherol, D6",10.51,1730,0,2670,CyanoAq,NA,NA,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT0-pos_A,"Alpha-Tocopherol, D6",9.7,1508,0,2139,CyanoAq,NA,NA,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT0-pos_B,"Alpha-Tocopherol, D6",10.29,1781,0,2239,CyanoAq,NA,NA,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT0-pos_C,"Alpha-Tocopherol, D6",16.57,768,0,873,CyanoAq,NA,NA,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT12-pos_A,"Alpha-Tocopherol, D6",12.28,1568,0,1607,CyanoAq,NA,NA,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT12-pos_B,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT12-pos_C,"Alpha-Tocopherol, D6",14.95,1136,0,1696,CyanoAq,NA,NA,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT24-pos_A,"Alpha-Tocopherol, D6",11.99,1547,0,2309,CyanoAq,NA,NA,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT24-pos_B,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT24-pos_C,"Alpha-Tocopherol, D6",8.45,1389,0,1963,CyanoAq,NA,NA,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT48-pos_A,"Alpha-Tocopherol, D6",8.97,1724,0,1782,CyanoAq,NA,NA,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT48-pos_B,"Alpha-Tocopherol, D6",9.03,2212,0,3248,CyanoAq,NA,NA,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT48-pos_C,"Alpha-Tocopherol, D6",15.63,941,0,997,CyanoAq,NA,NA,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT5-pos_A,"Alpha-Tocopherol, D6",14.21,1353,0,2155,CyanoAq,NA,NA,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT5-pos_B,"Alpha-Tocopherol, D6",6.46,1988,0,2094,CyanoAq,NA,NA,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MT5-pos_C,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MTlong-pos_A,"Alpha-Tocopherol, D6",14.69,1466,0,1689,CyanoAq,NA,NA,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MTlong-pos_B,"Alpha-Tocopherol, D6",16.64,939,0,1197,CyanoAq,NA,NA,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Smp_GBTFate2MTlong-pos_C,"Alpha-Tocopherol, D6",13.12,1525,0,1512,CyanoAq,NA,NA,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Poo_QC2_1,"Alpha-Tocopherol, D6",1.66,2623,0,4436,CyanoAq,NA,NA,200612,Poo,QC2,1,NA,NA,,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Poo_QC2_2,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Poo,QC2,2,NA,NA,,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Poo_QC2_3,"Alpha-Tocopherol, D6",9.11,1701,0,2271,CyanoAq,NA,NA,200612,Poo,QC2,3,NA,NA,,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Poo_QC2_4,"Alpha-Tocopherol, D6",15.22,1190,0,1107,CyanoAq,NA,NA,200612,Poo,QC2,4,NA,NA,,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Poo_QC2_5,"Alpha-Tocopherol, D6",NA,NA,NA,NA,CyanoAq,NA,NA,200612,Poo,QC2,5,NA,NA,,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Poo_TruePooGBT_Full1,"Alpha-Tocopherol, D6",5.98,4851,0,8408,CyanoAq,NA,NA,200612,Poo,TruePooGBT,Full1,NA,NA,ePooG,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Poo_TruePooGBT_Full2,"Alpha-Tocopherol, D6",13.14,1392,0,1429,CyanoAq,NA,NA,200612,Poo,TruePooGBT,Full2,NA,NA,ePooG,NA,NA,NA,NA,NA,NA
Internal standards_pos,200612_Poo_TruePooGBT_Full3,"Alpha-Tocopherol, D6",4.92,3246,0,4272,CyanoAq,NA,NA,200612,Poo,TruePooGBT,Full3,NA,NA,ePooG,NA,NA,NA,NA,NA,NA
