MassFeature,Protein Name,Experiment,Timepoint,type,replicate,Concentration_uM.in.vial,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),nM.in.sample
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate1,8,Smp,C,0.02519792545217035,1600,2,9,4.5,0.0062285911994371486
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate1,96,Smp,A,0.02460132171428047,800,1.9,98,48,0.006401177589628711
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate1,96,Smp,B,0.040557308158231616,800,1.8,98,48,0.011139139791784531
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate1,96,Smp,C,0.034131820058612324,800,2,98,48,0.008436930827554852
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,0,Smp,A,0.04335106936046251,700,2,0.3,0,0.010715806331648193
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,0,Smp,B,0.031726124375094776,700,2,0.3,0,0.00784227493053176
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,0,Smp,C,0.01883966615937951,700,2,0.3,0,0.004656914279049824
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,12,Smp,A,0.016073229988370605,1900,2,13,7,0.003973088143392036
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,12,Smp,B,0.02486925606881966,1900,2,13,7,0.006147348510131303
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,12,Smp,C,0.020343128453054908,1900,2,13,7,0.0050285501118824665
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,24,Smp,A,0.023439162066357235,700,2,25,12,0.005793848340642624
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,24,Smp,B,0.022817909387098736,700,2,25,12,0.00564028296169898
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,24,Smp,C,0.02870438494839913,700,2,25,12,0.00709534123411162
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,48,Smp,A,0.01581037938097111,900,2,51,26,0.003908114977917646
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,48,Smp,B,0.018244208412924096,900,2,51,26,0.004509725063562665
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,48,Smp,C,0.016906591372016656,900,2,51,26,0.004179083965944224
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,5,Smp,A,0.03066987234176573,1300,2,6,5.75,0.0075811835112532654
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,5,Smp,B,0.025876874175253348,1300,2,6,5.75,0.006396418271133624
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,5,Smp,C,0.013475583921497147,1300,2,6,5.75,0.0033309846709418086
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,96,Smp,A,0.019115726904275467,1000,2,100,49,0.0047251528143781715
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,96,Smp,B,0.014060798619245914,1000,2,100,49,0.003475641941362667
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate2,96,Smp,C,0.012413165007706034,1000,2,100,49,0.0030683688810381623
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate1,NA,Blk,A,NA,NA,NA,NA,NA,NA
(3-Carboxypropyl)trimethylammonium_13C-0 15N-0,(3-Carboxypropyl)trimethylammonium,Fate1,NA,Blk,B,NA,NA,NA,NA,NA,NA
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,0,Smp,A,0.4269587939518353,700,2,0.3,0,0.10553852108097433
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,0,Smp,B,0.681552328583185,700,2,0.3,0,0.16847064826138225
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,0,Smp,C,0.32556619865624226,700,2,0.3,0,0.08047562342517434
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,12,Smp,A,1.7737182568162426,1900,2,13,7,0.4384395035082177
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,12,Smp,B,1.6596503339737236,1900,2,13,7,0.4102434338871849
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,12,Smp,C,1.9323996796783032,1900,2,13,7,0.4776634354874142
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,24,Smp,A,3.106500889644278,700,2,25,12,0.7678855999082035
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,24,Smp,B,1.9228977631615756,700,2,25,12,0.4753146884166993
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,24,Smp,C,1.9919866485424857,700,2,25,12,0.4923925396977219
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,48,Smp,A,2.586345167463882,900,2,51,26,0.6393100407948388
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,48,Smp,B,2.4021289425239916,900,2,51,26,0.5937742462060305
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,48,Smp,C,3.6677833170954193,900,2,51,26,0.9066271322084264
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,5,Smp,A,0.8915256434649936,1300,2,6,5.75,0.22037325205596692
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,5,Smp,B,1.1531001899895548,1300,2,6,5.75,0.2850309922962181
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,5,Smp,C,0.789756485023986,1300,2,6,5.75,0.19521727301146236
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,96,Smp,A,1.9493676735624181,1000,2,100,49,0.481857697335649
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,96,Smp,B,1.4906804750483789,1000,2,100,49,0.368476337692292
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate2,96,Smp,C,2.1739389387579258,1000,2,100,49,0.5373687198084426
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,0,Smp,A,3.3405751838037823,900,2,0.5,0,0.8257456444338442
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,0,Smp,B,1.580705411775038,900,2,0.5,0,0.3907293017186324
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,0,Smp,C,2.5447958487838087,900,1.95,0.5,0,0.6451688238031184
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,12,Smp,A,3.0521149280096926,1930,2,12.5,3.5,0.7544421153382892
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,12,Smp,B,2.5295716631125282,1930,2,12.5,3.5,0.6252763874992422
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,12,Smp,C,3.080581003116102,1930,2,12.5,3.5,0.7614785495569256
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,36,Smp,A,8.790349494543745,1900,2,36,23.5,2.1728571903912863
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,36,Smp,B,6.187733112411526,1900,2,36,23.5,1.5295251222799637
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,36,Smp,C,10.13949608651644,1900,2,36,23.5,2.5063482393057104
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,4,Smp,A,1.7805088079774611,1200,2,4.5,4.25,0.44011803721458875
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,4,Smp,B,4.811854443000374,1200,2,4.5,4.25,1.1894262602504526
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,4,Smp,C,2.0917154592964167,1200,2,4.5,4.25,0.517044171998617
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,50,Smp,A,7.603948526926913,900,2,50,14,1.8795946898759741
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,50,Smp,B,5.845019912739972,900,2,50,14,1.4448109888304845
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,50,Smp,C,5.240057592171254,900,2,50,14,1.2952723693501718
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,8,Smp,A,2.9020750792866834,1600,2,9,4.5,0.7173542652652777
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,8,Smp,B,3.939571806536512,1600,2,9,4.5,0.9738096229517387
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,8,Smp,C,3.422875377158711,1600,2,9,4.5,0.8460891548952713
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,96,Smp,A,10.353011176988419,800,1.9,98,48,2.6938171818973795
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,96,Smp,B,8.290149456391886,800,1.8,98,48,2.276904900326654
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,96,Smp,C,16.479004401285152,800,2,98,48,4.0733901679390065
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,NA,Blk,A,NA,NA,NA,NA,NA,NA
2-O-alpha-D-Glucosylglycerol_13C-0,Glucosylglycerol,Fate1,NA,Blk,B,NA,NA,NA,NA,NA,NA
Adenine_13C-0 15N-0,Adenine,Fate1,0,Smp,A,0.10437835901020533,900,2,0.5,0,0.02580093863586929
Adenine_13C-0 15N-0,Adenine,Fate1,0,Smp,B,0.039116399169878635,900,2,0.5,0,0.009669052322805067
Adenine_13C-0 15N-0,Adenine,Fate1,0,Smp,C,0.08831998653990983,900,1.95,0.5,0,0.022391305715738646
Adenine_13C-0 15N-0,Adenine,Fate1,12,Smp,A,0.08199668807392028,1930,2,12.5,3.5,0.020268488002698776
Adenine_13C-0 15N-0,Adenine,Fate1,12,Smp,B,0.13527591117597168,1930,2,12.5,3.5,0.03343840156388452
Adenine_13C-0 15N-0,Adenine,Fate1,12,Smp,C,0.15826429684774673,1930,2,12.5,3.5,0.03912082399013835
Adenine_13C-0 15N-0,Adenine,Fate1,36,Smp,A,0.15660320377933787,1900,2,36,23.5,0.03871022393153526
Adenine_13C-0 15N-0,Adenine,Fate1,36,Smp,B,0.09721780468586647,1900,2,36,23.5,0.02403094508095038
Adenine_13C-0 15N-0,Adenine,Fate1,36,Smp,C,0.11347105436789492,1900,2,36,23.5,0.028048531692352056
Adenine_13C-0 15N-0,Adenine,Fate1,4,Smp,A,0.04856554163541582,1200,2,4.5,4.25,0.012004754351719653
Adenine_13C-0 15N-0,Adenine,Fate1,4,Smp,B,0.13361171117094509,1200,2,4.5,4.25,0.03302703351197535
Adenine_13C-0 15N-0,Adenine,Fate1,4,Smp,C,0.0564780996879762,1200,2,4.5,4.25,0.013960633201538543
Adenine_13C-0 15N-0,Adenine,Fate1,50,Smp,A,0.12955369058989064,900,2,50,14,0.03202394493127977
Adenine_13C-0 15N-0,Adenine,Fate1,50,Smp,B,0.1496676736980646,900,2,50,14,0.03699585336917893
Adenine_13C-0 15N-0,Adenine,Fate1,50,Smp,C,0.15373645362281907,900,2,50,14,0.038001601516179234
Adenine_13C-0 15N-0,Adenine,Fate1,8,Smp,A,0.0401874853599078,1600,2,9,4.5,0.009933810547831075
Adenine_13C-0 15N-0,Adenine,Fate1,8,Smp,B,0.04803085863228699,1600,2,9,4.5,0.011872587842452915
Adenine_13C-0 15N-0,Adenine,Fate1,8,Smp,C,0.06749587168758248,1600,2,9,4.5,0.016684079536214556
Adenine_13C-0 15N-0,Adenine,Fate1,96,Smp,A,0.1625866790853505,800,1.9,98,48,0.04230448341843246
Adenine_13C-0 15N-0,Adenine,Fate1,96,Smp,B,0.06391117796756408,800,1.8,98,48,0.01755332338282475
Adenine_13C-0 15N-0,Adenine,Fate1,96,Smp,C,0.06046692250089082,800,2,98,48,0.014946617016586868
Adenine_13C-0 15N-0,Adenine,Fate2,0,Smp,A,0.12809721937535065,700,2,0.3,0,0.03166392466666168
Adenine_13C-0 15N-0,Adenine,Fate2,0,Smp,B,0.17445778512209972,700,2,0.3,0,0.04312363837838142
Adenine_13C-0 15N-0,Adenine,Fate2,0,Smp,C,0.09303484971412689,700,2,0.3,0,0.022996974384669314
Adenine_13C-0 15N-0,Adenine,Fate2,12,Smp,A,0.03726886551290508,1900,2,13,7,0.009212366636583298
Adenine_13C-0 15N-0,Adenine,Fate2,12,Smp,B,0.054695042901267206,1900,2,13,7,0.013519885337954571
Adenine_13C-0 15N-0,Adenine,Fate2,12,Smp,C,0.14151871635847996,1900,2,13,7,0.03498153976759814
Adenine_13C-0 15N-0,Adenine,Fate2,24,Smp,A,0.18283036431759975,700,2,25,12,0.045193228321119765
Adenine_13C-0 15N-0,Adenine,Fate2,24,Smp,B,0.09175761616669206,700,2,25,12,0.022681259281524056
Adenine_13C-0 15N-0,Adenine,Fate2,24,Smp,C,0.13190595832608276,700,2,25,12,0.032605394152096644
Adenine_13C-0 15N-0,Adenine,Fate2,48,Smp,A,0.07079942543569868,900,2,51,26,0.017500673975365574
Adenine_13C-0 15N-0,Adenine,Fate2,48,Smp,B,0.13870416498991378,900,2,51,26,0.03428582019664015
Adenine_13C-0 15N-0,Adenine,Fate2,48,Smp,C,0.17770039819964079,900,2,51,26,0.04392516909630854
Adenine_13C-0 15N-0,Adenine,Fate2,5,Smp,A,0.12807378868275202,1300,2,6,5.75,0.03165813291186053
Adenine_13C-0 15N-0,Adenine,Fate2,5,Smp,B,0.024112846229794607,1300,2,6,5.75,0.00596037408338883
Adenine_13C-0 15N-0,Adenine,Fate2,5,Smp,C,0.10617431122250531,1300,2,6,5.75,0.026244874076720347
Adenine_13C-0 15N-0,Adenine,Fate2,96,Smp,A,0.039858848639111,1000,2,100,49,0.009852575932273053
Adenine_13C-0 15N-0,Adenine,Fate2,96,Smp,B,0.14719763203735736,1000,2,100,49,0.03638529200454091
Adenine_13C-0 15N-0,Adenine,Fate2,96,Smp,C,0.1834182219119075,1000,2,100,49,0.045338538880331375
Adenine_13C-0 15N-0,Adenine,Fate1,NA,Blk,A,NA,NA,NA,NA,NA,NA
Adenine_13C-0 15N-0,Adenine,Fate1,NA,Blk,B,NA,NA,NA,NA,NA,NA
Adenosine_13C-0 15N-0,Adenosine,Fate1,0,Smp,A,0.2219943784570005,900,2,0.5,0,0.05487405042952444
Adenosine_13C-0 15N-0,Adenosine,Fate1,0,Smp,B,0.06880860842546506,900,2,0.5,0,0.017008570554662622
Adenosine_13C-0 15N-0,Adenosine,Fate1,0,Smp,C,0.1764265347677384,900,1.95,0.5,0,0.044728499529013366
Adenosine_13C-0 15N-0,Adenosine,Fate1,12,Smp,A,0.13034643690928177,1930,2,12.5,3.5,0.03221990125148234
Adenosine_13C-0 15N-0,Adenosine,Fate1,12,Smp,B,0.12901484974376326,1930,2,12.5,3.5,0.0318907506586617
Adenosine_13C-0 15N-0,Adenosine,Fate1,12,Smp,C,0.13504582238250462,1930,2,12.5,3.5,0.03338152668199004
Adenosine_13C-0 15N-0,Adenosine,Fate1,36,Smp,A,0.20029429882452576,1900,2,36,23.5,0.04951008007877178
Adenosine_13C-0 15N-0,Adenosine,Fate1,36,Smp,B,0.24556310539624535,1900,2,36,23.5,0.06069992547921323
Adenosine_13C-0 15N-0,Adenosine,Fate1,36,Smp,C,0.3102344219649499,1900,2,36,23.5,0.07668581265077608
Adenosine_13C-0 15N-0,Adenosine,Fate1,4,Smp,A,0.08725559223150403,1200,2,4.5,4.25,0.021568418991731376
Adenosine_13C-0 15N-0,Adenosine,Fate1,4,Smp,B,0.23320830214990795,1200,2,4.5,4.25,0.057645982847428584
Adenosine_13C-0 15N-0,Adenosine,Fate1,4,Smp,C,0.07703410942688084,1200,2,4.5,4.25,0.01904180472886592
Adenosine_13C-0 15N-0,Adenosine,Fate1,50,Smp,A,0.20816130474698516,900,2,50,14,0.05145469904939145
Adenosine_13C-0 15N-0,Adenosine,Fate1,50,Smp,B,0.20448794369819281,900,2,50,14,0.050546693176277295
Adenosine_13C-0 15N-0,Adenosine,Fate1,50,Smp,C,0.1587064926470275,900,2,50,14,0.03923012889577657
Adenosine_13C-0 15N-0,Adenosine,Fate1,8,Smp,A,0.17861463100333916,1600,2,9,4.5,0.044151155255612064
Adenosine_13C-0 15N-0,Adenosine,Fate1,8,Smp,B,0.1733290172062875,1600,2,9,4.5,0.042844621999831516
Adenosine_13C-0 15N-0,Adenosine,Fate1,8,Smp,C,0.1713960755259393,1600,2,9,4.5,0.04236682458900518
Adenosine_13C-0 15N-0,Adenosine,Fate1,96,Smp,A,0.14429649117952187,800,1.9,98,48,0.03754544070143377
Adenosine_13C-0 15N-0,Adenosine,Fate1,96,Smp,B,0.2185905109434479,800,1.8,98,48,0.06003628862786045
Adenosine_13C-0 15N-0,Adenosine,Fate1,96,Smp,C,0.2432581189645235,800,2,98,48,0.06013016356644402
Adenosine_13C-0 15N-0,Adenosine,Fate2,0,Smp,A,0.11669685022969147,700,2,0.3,0,0.02884590541877667
Adenosine_13C-0 15N-0,Adenosine,Fate2,0,Smp,B,0.120832791886754,700,2,0.3,0,0.029868255050513763
Adenosine_13C-0 15N-0,Adenosine,Fate2,0,Smp,C,0.07672477434177484,700,2,0.3,0,0.01896534122029552
Adenosine_13C-0 15N-0,Adenosine,Fate2,12,Smp,A,0.19622179185708197,1900,2,13,7,0.04850341065651257
Adenosine_13C-0 15N-0,Adenosine,Fate2,12,Smp,B,0.20368431712182067,1900,2,13,7,0.05034804740161911
Adenosine_13C-0 15N-0,Adenosine,Fate2,12,Smp,C,0.1189981241604159,1900,2,13,7,0.02941474965079934
Adenosine_13C-0 15N-0,Adenosine,Fate2,24,Smp,A,0.11072851565866326,700,2,25,12,0.02737061269061278
Adenosine_13C-0 15N-0,Adenosine,Fate2,24,Smp,B,0.13007654604176544,700,2,25,12,0.03215318782757719
Adenosine_13C-0 15N-0,Adenosine,Fate2,24,Smp,C,0.19876485082234827,700,2,25,12,0.04913202092527354
Adenosine_13C-0 15N-0,Adenosine,Fate2,48,Smp,A,0.2003080060101016,900,2,51,26,0.04951346831228365
Adenosine_13C-0 15N-0,Adenosine,Fate2,48,Smp,B,0.16284426685915576,900,2,51,26,0.04025293151069185
Adenosine_13C-0 15N-0,Adenosine,Fate2,48,Smp,C,0.2324536232563117,900,2,51,26,0.05745943628731683
Adenosine_13C-0 15N-0,Adenosine,Fate2,5,Smp,A,0.07008508622127047,1300,2,6,5.75,0.017324098846081774
Adenosine_13C-0 15N-0,Adenosine,Fate2,5,Smp,B,0.2178677481565951,1300,2,6,5.75,0.05385400244100156
Adenosine_13C-0 15N-0,Adenosine,Fate2,5,Smp,C,0.061750341274074236,1300,2,6,5.75,0.015263861025067497
Adenosine_13C-0 15N-0,Adenosine,Fate2,96,Smp,A,0.21792911541830798,1000,2,100,49,0.05386917160986683
Adenosine_13C-0 15N-0,Adenosine,Fate2,96,Smp,B,0.1449447431291331,1000,2,100,49,0.03582840790494665
Adenosine_13C-0 15N-0,Adenosine,Fate2,96,Smp,C,0.23397168815721006,1000,2,100,49,0.057834681689953565
Adenosine_13C-0 15N-0,Adenosine,Fate1,NA,Blk,A,NA,NA,NA,NA,NA,NA
Adenosine_13C-0 15N-0,Adenosine,Fate1,NA,Blk,B,NA,NA,NA,NA,NA,NA
Asparagine_13C-0 15N-0,Asparagine,Fate1,0,Smp,A,0.22767210796318735,900,2,0.5,0,0.05627750946039375
Asparagine_13C-0 15N-0,Asparagine,Fate1,0,Smp,B,0.20029498946776464,900,2,0.5,0,0.049510250796571856
Asparagine_13C-0 15N-0,Asparagine,Fate1,0,Smp,C,0.2856089546719554,900,1.95,0.5,0,0.07240894920565309
Asparagine_13C-0 15N-0,Asparagine,Fate1,12,Smp,A,0.2291388314716041,1930,2,12.5,3.5,0.05664006395536092
Asparagine_13C-0 15N-0,Asparagine,Fate1,12,Smp,B,0.14750680762098425,1930,2,12.5,3.5,0.03646171608647237
Asparagine_13C-0 15N-0,Asparagine,Fate1,12,Smp,C,0.21341820372508616,1930,2,12.5,3.5,0.05275413438479164
Asparagine_13C-0 15N-0,Asparagine,Fate1,36,Smp,A,0.25068162141873973,1900,2,36,23.5,0.061965154393093545
Asparagine_13C-0 15N-0,Asparagine,Fate1,36,Smp,B,0.27480242307269115,1900,2,36,23.5,0.06792749495126163
Asparagine_13C-0 15N-0,Asparagine,Fate1,36,Smp,C,0.3546386781462755,1900,2,36,23.5,0.08766195272205068
Asparagine_13C-0 15N-0,Asparagine,Fate1,4,Smp,A,0.14341700841571592,1200,2,4.5,4.25,0.0354507722535861
Asparagine_13C-0 15N-0,Asparagine,Fate1,4,Smp,B,0.19043096492468486,1200,2,4.5,4.25,0.047071995449849774
Asparagine_13C-0 15N-0,Asparagine,Fate1,4,Smp,C,0.2125331591440396,1200,2,4.5,4.25,0.052535363164951346
Asparagine_13C-0 15N-0,Asparagine,Fate1,50,Smp,A,0.2871681467052675,900,2,50,14,0.0709841369569194
Asparagine_13C-0 15N-0,Asparagine,Fate1,50,Smp,B,0.22719828998281108,900,2,50,14,0.0561603879732178
Asparagine_13C-0 15N-0,Asparagine,Fate1,50,Smp,C,0.26818094017683575,900,2,50,14,0.06629075266584478
Asparagine_13C-0 15N-0,Asparagine,Fate1,8,Smp,A,0.19929548064920916,1600,2,9,4.5,0.04926318554340919
Asparagine_13C-0 15N-0,Asparagine,Fate1,8,Smp,B,0.23669116544071606,1600,2,9,4.5,0.05850690021473913
Asparagine_13C-0 15N-0,Asparagine,Fate1,8,Smp,C,0.27347506856443377,1600,2,9,4.5,0.0675993906148805
Asparagine_13C-0 15N-0,Asparagine,Fate1,96,Smp,A,0.42208158979983706,800,1.9,98,48,0.10982414867788322
Asparagine_13C-0 15N-0,Asparagine,Fate1,96,Smp,B,0.6757584053743172,800,1.8,98,48,0.18559829744051065
Asparagine_13C-0 15N-0,Asparagine,Fate1,96,Smp,C,0.44032616494188875,800,2,98,48,0.10884275695810235
Asparagine_13C-0 15N-0,Asparagine,Fate2,0,Smp,A,0.24202911099652924,700,2,0.3,0,0.05982636918352874
Asparagine_13C-0 15N-0,Asparagine,Fate2,0,Smp,B,0.15075602793489204,700,2,0.3,0,0.037264880025132854
Asparagine_13C-0 15N-0,Asparagine,Fate2,0,Smp,C,0.24015309950504632,700,2,0.3,0,0.059362644156320726
Asparagine_13C-0 15N-0,Asparagine,Fate2,12,Smp,A,0.14613050398344085,1900,2,13,7,0.0361215121779868
Asparagine_13C-0 15N-0,Asparagine,Fate2,12,Smp,B,0.1821008858836602,1900,2,13,7,0.04501291097862902
Asparagine_13C-0 15N-0,Asparagine,Fate2,12,Smp,C,0.20076221438003672,1900,2,13,7,0.04962574256522001
Asparagine_13C-0 15N-0,Asparagine,Fate2,24,Smp,A,0.09699628091465085,700,2,25,12,0.02397618735835616
Asparagine_13C-0 15N-0,Asparagine,Fate2,24,Smp,B,0.17556042033377653,700,2,25,12,0.04339619510090511
Asparagine_13C-0 15N-0,Asparagine,Fate2,24,Smp,C,0.1906814760083157,700,2,25,12,0.047133918449575526
Asparagine_13C-0 15N-0,Asparagine,Fate2,48,Smp,A,0.1345978694690144,900,2,51,26,0.033270798694480776
Asparagine_13C-0 15N-0,Asparagine,Fate2,48,Smp,B,0.15254824294341346,900,2,51,26,0.037707891679039235
Asparagine_13C-0 15N-0,Asparagine,Fate2,48,Smp,C,0.09683578400049926,900,2,51,26,0.023936514661136745
Asparagine_13C-0 15N-0,Asparagine,Fate2,5,Smp,A,0.1581775923971383,1300,2,6,5.75,0.03909939180600729
Asparagine_13C-0 15N-0,Asparagine,Fate2,5,Smp,B,0.2759403221834314,1300,2,6,5.75,0.06820876843944847
Asparagine_13C-0 15N-0,Asparagine,Fate2,5,Smp,C,0.21745782180795228,1300,2,6,5.75,0.05375267411330171
Asparagine_13C-0 15N-0,Asparagine,Fate2,96,Smp,A,0.25213953237321474,1000,2,100,49,0.06232553054222704
Asparagine_13C-0 15N-0,Asparagine,Fate2,96,Smp,B,0.2046188779401554,1000,2,100,49,0.05057905837510055
Asparagine_13C-0 15N-0,Asparagine,Fate2,96,Smp,C,0.23807863821953226,1000,2,100,49,0.058849864986025444
Asparagine_13C-0 15N-0,Asparagine,Fate1,NA,Blk,A,NA,NA,NA,NA,NA,NA
Asparagine_13C-0 15N-0,Asparagine,Fate1,NA,Blk,B,NA,NA,NA,NA,NA,NA
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,0,Smp,A,1.0930411598333927,900,2,0.5,0,0.2701852008286835
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,0,Smp,B,0.9460097897071822,900,2,0.5,0,0.23384100655175266
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,0,Smp,C,1.4591615877126356,900,1.95,0.5,0,0.36993362973818195
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,12,Smp,A,1.246154378588605,1930,2,12.5,3.5,0.30803274699538863
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,12,Smp,B,0.9828258963450087,1930,2,12.5,3.5,0.24294145723120156
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,12,Smp,C,1.3963767512384406,1930,2,12.5,3.5,0.3451657145494594
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,36,Smp,A,2.0632183493340075,1900,2,36,23.5,0.5100000663773755
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,36,Smp,B,1.5530190360409486,1900,2,36,23.5,0.38388559878884193
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,36,Smp,C,2.0112213508216934,1900,2,36,23.5,0.49714710163844505
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,4,Smp,A,0.9306685185691346,1200,2,4.5,4.25,0.23004884887670915
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,4,Smp,B,1.2195505155274724,1200,2,4.5,4.25,0.30145662676485085
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,4,Smp,C,1.240594722031786,1200,2,4.5,4.25,0.30665847402329705
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,50,Smp,A,1.8530157345800078,900,2,50,14,0.4580407827117169
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,50,Smp,B,1.5730613313132367,900,2,50,14,0.38883978694954796
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,50,Smp,C,2.0620392409653863,900,2,50,14,0.5097086065100974
