MassFeature,Protein Name,Experiment,Timepoint,type,replicate,Concentration_uM.in.vial
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,24,Smp,C,2.505592500628329
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,48,Smp,A,2.100948780535033
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,48,Smp,B,3.460272318374394
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,48,Smp,C,1.4378841191867138
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,5,Smp,A,2.411776143958163
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,5,Smp,B,2.830475924721861
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,5,Smp,C,1.857188978931
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,96,Smp,A,1.6949458479827273
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,96,Smp,B,1.5282120942653399
Dimethylsulfoniopropionate_13C-0,DMSP,Fate2,96,Smp,C,2.0606360263811427
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,0,Smp,A,2.4422451302089736
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,0,Smp,B,7.9599975387020026
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,0,Smp,C,6.250744990638503
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,12,Smp,A,2.5926417514504774
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,12,Smp,B,0.6731008393038039
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,12,Smp,C,1.643926170633103
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,36,Smp,A,2.066988406285614
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,36,Smp,B,1.4779688610992265
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,36,Smp,C,1.561294439418712
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,4,Smp,A,2.9086266853161478
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,4,Smp,B,1.5732113623436714
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,4,Smp,C,3.1445280553061803
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,50,Smp,A,1.298840877776716
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,50,Smp,B,1.0148809040519227
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,50,Smp,C,1.8339831556945632
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,8,Smp,A,0.6923652628730147
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,8,Smp,B,2.44946572882853
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,8,Smp,C,2.1537281554116245
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,96,Smp,A,1.9706348002813125
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,96,Smp,B,3.1815309135092487
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,96,Smp,C,1.6297227960163285
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,NA,Blk,A,NA
Dimethylsulfoniopropionate_13C-0,DMSP,Fate1,NA,Blk,B,NA
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,0,Smp,A,1.4984862474309022
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,0,Smp,B,0.8171317966288618
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,0,Smp,C,1.3967749641358447
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,12,Smp,A,1.4425774609180584
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,12,Smp,B,1.1208652479102637
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,12,Smp,C,1.0601637385573925
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,36,Smp,A,2.3090594568035745
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,36,Smp,B,1.672866278210889
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,36,Smp,C,3.0191170246359174
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,4,Smp,A,0.9385556481474419
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,4,Smp,B,1.573693742780725
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,4,Smp,C,0.880225355935564
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,50,Smp,A,2.361621050242713
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,50,Smp,B,1.484315242109035
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,50,Smp,C,1.8626698951289506
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,8,Smp,A,0.9246203859884528
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,8,Smp,B,1.6903769942695468
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,8,Smp,C,1.32721637802073
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,96,Smp,A,2.4096820965548478
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,96,Smp,B,2.133355383563628
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,96,Smp,C,4.366400389495649
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,0,Smp,A,0.21405866410054897
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,0,Smp,B,0.264945284657599
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,0,Smp,C,0.12167196166609699
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,12,Smp,A,0.35927046620463116
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,12,Smp,B,0.3705920354717162
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,12,Smp,C,0.3630584972952251
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,24,Smp,A,0.39357356917625264
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,24,Smp,B,0.21742009402659615
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,24,Smp,C,0.4620260636175055
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,48,Smp,A,0.40750974592294525
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,48,Smp,B,0.327785312223263
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,48,Smp,C,0.6859801940123345
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,5,Smp,A,0.19932566934149426
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,5,Smp,B,0.3500076300455971
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,5,Smp,C,0.15111684609585288
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,96,Smp,A,0.2330533147114691
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,96,Smp,B,0.22251560502903298
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate2,96,Smp,C,0.29390292145211017
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,NA,Blk,A,NA
Glycerophosphocholine_13C-0 15N-0,Glycerophosphocholine,Fate1,NA,Blk,B,NA
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,0,Smp,A,1.8734434000553037
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,0,Smp,B,2.175154492595166
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,0,Smp,C,3.201676350071578
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,12,Smp,A,1.7931092040275662
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,12,Smp,B,1.235177665601228
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,12,Smp,C,1.2208184983049175
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,36,Smp,A,1.7925675556884277
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,36,Smp,B,1.8131575076545445
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,36,Smp,C,2.304386167003001
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,4,Smp,A,1.3470006992134753
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,4,Smp,B,1.8989229834831756
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,4,Smp,C,1.7710382810961198
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,50,Smp,A,1.9521707725109811
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,50,Smp,B,1.1683050434434636
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,50,Smp,C,1.3756833727966598
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,8,Smp,A,1.1175206903472672
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,8,Smp,B,1.5959872802416273
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,8,Smp,C,2.0887946666092545
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,96,Smp,A,1.882291652942235
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,96,Smp,B,2.1641444676536565
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,96,Smp,C,2.7590495734166045
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,0,Smp,A,2.5013975333470966
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,0,Smp,B,2.50781169374375
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,0,Smp,C,1.7654626947395566
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,12,Smp,A,1.3010777147743522
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,12,Smp,B,1.3923428830163862
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,12,Smp,C,1.3001580098596457
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,24,Smp,A,1.1187318346537813
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,24,Smp,B,1.3435134016193175
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,24,Smp,C,1.3992979436191129
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,48,Smp,A,1.2333928694855683
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,48,Smp,B,1.237284408312573
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,48,Smp,C,1.4179201393722025
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,5,Smp,A,0.909082505818501
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,5,Smp,B,1.5405178685140346
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,5,Smp,C,0.8992409815987945
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,96,Smp,A,1.1511494378756746
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,96,Smp,B,0.8893672876572883
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate2,96,Smp,C,0.9268042818647849
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,NA,Blk,A,NA
Glycine betaine_13C-0 15N-0,Glycine betaine,Fate1,NA,Blk,B,NA
Glycine_13C-0 15N-0,Glycine,Fate1,0,Smp,A,0.8148896703108665
Glycine_13C-0 15N-0,Glycine,Fate1,0,Smp,B,0.7900918645129495
Glycine_13C-0 15N-0,Glycine,Fate1,0,Smp,C,1.421100010784678
Glycine_13C-0 15N-0,Glycine,Fate1,12,Smp,A,1.0827231092180511
Glycine_13C-0 15N-0,Glycine,Fate1,12,Smp,B,0.7283540407986758
Glycine_13C-0 15N-0,Glycine,Fate1,12,Smp,C,0.7495080405012001
Glycine_13C-0 15N-0,Glycine,Fate1,36,Smp,A,1.0552202858052664
Glycine_13C-0 15N-0,Glycine,Fate1,36,Smp,B,0.805268210655951
Glycine_13C-0 15N-0,Glycine,Fate1,36,Smp,C,0.997148103649167
Glycine_13C-0 15N-0,Glycine,Fate1,4,Smp,A,0.8588769128151982
Glycine_13C-0 15N-0,Glycine,Fate1,4,Smp,B,0.7069781365393274
Glycine_13C-0 15N-0,Glycine,Fate1,4,Smp,C,0.9109139816675048
Glycine_13C-0 15N-0,Glycine,Fate1,50,Smp,A,0.9906483434110329
Glycine_13C-0 15N-0,Glycine,Fate1,50,Smp,B,0.6897783689674191
Glycine_13C-0 15N-0,Glycine,Fate1,50,Smp,C,0.6300989884323004
Glycine_13C-0 15N-0,Glycine,Fate1,8,Smp,A,0.6206059051067043
Glycine_13C-0 15N-0,Glycine,Fate1,8,Smp,B,2.964823145297191
Glycine_13C-0 15N-0,Glycine,Fate1,8,Smp,C,1.1796604135649391
Glycine_13C-0 15N-0,Glycine,Fate1,96,Smp,A,0.8003913329619331
Glycine_13C-0 15N-0,Glycine,Fate1,96,Smp,B,1.3201956908691186
Glycine_13C-0 15N-0,Glycine,Fate1,96,Smp,C,1.5939042511983872
Glycine_13C-0 15N-0,Glycine,Fate2,0,Smp,A,1.5525842939463461
Glycine_13C-0 15N-0,Glycine,Fate2,0,Smp,B,1.457956555088187
Glycine_13C-0 15N-0,Glycine,Fate2,0,Smp,C,1.300389400489558
Glycine_13C-0 15N-0,Glycine,Fate2,12,Smp,A,1.0730712929101505
Glycine_13C-0 15N-0,Glycine,Fate2,12,Smp,B,0.6445476680094653
Glycine_13C-0 15N-0,Glycine,Fate2,12,Smp,C,2.4802858290966805
Glycine_13C-0 15N-0,Glycine,Fate2,24,Smp,A,0.870455275634825
Glycine_13C-0 15N-0,Glycine,Fate2,24,Smp,B,0.9444319458110596
Glycine_13C-0 15N-0,Glycine,Fate2,24,Smp,C,0.8263412606300946
Glycine_13C-0 15N-0,Glycine,Fate2,48,Smp,A,0.7974600683367843
Glycine_13C-0 15N-0,Glycine,Fate2,48,Smp,B,0.6200186826730171
Glycine_13C-0 15N-0,Glycine,Fate2,48,Smp,C,0.7562459331548107
Glycine_13C-0 15N-0,Glycine,Fate2,5,Smp,A,0.9763939363505678
Glycine_13C-0 15N-0,Glycine,Fate2,5,Smp,B,1.0015542466645613
Glycine_13C-0 15N-0,Glycine,Fate2,5,Smp,C,0.8274974181368955
Glycine_13C-0 15N-0,Glycine,Fate2,96,Smp,A,0.8080118391882024
Glycine_13C-0 15N-0,Glycine,Fate2,96,Smp,C,0.7194714935719818
Glycine_13C-0 15N-0,Glycine,Fate1,NA,Blk,A,NA
Glycine_13C-0 15N-0,Glycine,Fate1,NA,Blk,B,NA
Glycine_13C-0 15N-0,Glycine,Fate2,96,Smp,B,NA
Gonyol_13C-0,Gonyol,Fate2,0,Smp,A,1.1921207229172042
Gonyol_13C-0,Gonyol,Fate2,0,Smp,B,1.3249257250354065
Gonyol_13C-0,Gonyol,Fate2,0,Smp,C,0.7785687307920915
Gonyol_13C-0,Gonyol,Fate2,12,Smp,A,2.3625950905090383
Gonyol_13C-0,Gonyol,Fate2,12,Smp,B,3.0384752292573087
Gonyol_13C-0,Gonyol,Fate2,12,Smp,C,1.9485353493846236
Gonyol_13C-0,Gonyol,Fate2,24,Smp,A,2.3803235951197474
Gonyol_13C-0,Gonyol,Fate2,24,Smp,B,1.4424649740893263
Gonyol_13C-0,Gonyol,Fate2,24,Smp,C,3.2725807108297276
Gonyol_13C-0,Gonyol,Fate2,48,Smp,A,3.9450194686569624
Gonyol_13C-0,Gonyol,Fate2,48,Smp,B,3.1511587423023326
Gonyol_13C-0,Gonyol,Fate2,48,Smp,C,4.149900032259267
Gonyol_13C-0,Gonyol,Fate2,5,Smp,A,1.3667611027115463
Gonyol_13C-0,Gonyol,Fate2,5,Smp,B,2.1762021627506876
Gonyol_13C-0,Gonyol,Fate2,5,Smp,C,1.1623166022448375
Gonyol_13C-0,Gonyol,Fate2,96,Smp,A,3.637422857498511
Gonyol_13C-0,Gonyol,Fate2,96,Smp,B,3.6700839986756835
Gonyol_13C-0,Gonyol,Fate2,96,Smp,C,3.7591171415843423
Gonyol_13C-0,Gonyol,Fate1,0,Smp,A,3.010772066032016
Gonyol_13C-0,Gonyol,Fate1,0,Smp,B,1.5324361890560043
Gonyol_13C-0,Gonyol,Fate1,0,Smp,C,2.985062184232948
Gonyol_13C-0,Gonyol,Fate1,12,Smp,A,2.472357175924996
Gonyol_13C-0,Gonyol,Fate1,12,Smp,B,2.2565979122715913
Gonyol_13C-0,Gonyol,Fate1,12,Smp,C,2.7054479501868225
Gonyol_13C-0,Gonyol,Fate1,36,Smp,A,4.424529792641877
Gonyol_13C-0,Gonyol,Fate1,36,Smp,B,4.814661177412404
Gonyol_13C-0,Gonyol,Fate1,36,Smp,C,7.530970322000222
Gonyol_13C-0,Gonyol,Fate1,4,Smp,A,1.4515860386555621
Gonyol_13C-0,Gonyol,Fate1,4,Smp,B,3.1808985376973076
Gonyol_13C-0,Gonyol,Fate1,4,Smp,C,2.297752283540835
Gonyol_13C-0,Gonyol,Fate1,50,Smp,A,5.130587882717533
Gonyol_13C-0,Gonyol,Fate1,50,Smp,B,2.944148986054888
Gonyol_13C-0,Gonyol,Fate1,50,Smp,C,3.039457152526643
Gonyol_13C-0,Gonyol,Fate1,8,Smp,A,1.8618607405013976
Gonyol_13C-0,Gonyol,Fate1,8,Smp,B,1.888612531191763
Gonyol_13C-0,Gonyol,Fate1,8,Smp,C,2.9125767403897993
Gonyol_13C-0,Gonyol,Fate1,96,Smp,A,4.696039496347358
Gonyol_13C-0,Gonyol,Fate1,96,Smp,B,4.4083439458781
Gonyol_13C-0,Gonyol,Fate1,96,Smp,C,7.957435529892848
Gonyol_13C-0,Gonyol,Fate1,NA,Blk,A,NA
Gonyol_13C-0,Gonyol,Fate1,NA,Blk,B,NA
Guanine_13C-0 15N-0,Guanine,Fate1,0,Smp,A,0.6977030240322902
Guanine_13C-0 15N-0,Guanine,Fate1,0,Smp,B,0.5109877752300584
Guanine_13C-0 15N-0,Guanine,Fate1,0,Smp,C,0.7685198305242027
Guanine_13C-0 15N-0,Guanine,Fate1,12,Smp,A,0.5424663612602155
Guanine_13C-0 15N-0,Guanine,Fate1,12,Smp,B,0.9421296820705749
Guanine_13C-0 15N-0,Guanine,Fate1,12,Smp,C,0.9481893819791661
Guanine_13C-0 15N-0,Guanine,Fate1,36,Smp,A,1.0356373905117655
Guanine_13C-0 15N-0,Guanine,Fate1,36,Smp,B,0.7431087352874501
Guanine_13C-0 15N-0,Guanine,Fate1,36,Smp,C,0.7963870150123913
Guanine_13C-0 15N-0,Guanine,Fate1,4,Smp,A,0.40120625637991914
Guanine_13C-0 15N-0,Guanine,Fate1,4,Smp,B,0.7446978917062724
Guanine_13C-0 15N-0,Guanine,Fate1,4,Smp,C,0.5427347433366297
Guanine_13C-0 15N-0,Guanine,Fate1,50,Smp,A,0.9166760254668342
Guanine_13C-0 15N-0,Guanine,Fate1,50,Smp,B,0.7148791501913387
Guanine_13C-0 15N-0,Guanine,Fate1,50,Smp,C,0.7918900568429045
Guanine_13C-0 15N-0,Guanine,Fate1,8,Smp,A,0.33582984199701504
Guanine_13C-0 15N-0,Guanine,Fate1,8,Smp,B,0.43922345595198115
Guanine_13C-0 15N-0,Guanine,Fate1,8,Smp,C,0.5721328272318458
Guanine_13C-0 15N-0,Guanine,Fate1,96,Smp,A,0.8989247421448696
Guanine_13C-0 15N-0,Guanine,Fate1,96,Smp,B,0.5237874482057008
Guanine_13C-0 15N-0,Guanine,Fate1,96,Smp,C,0.6407049416121651
Guanine_13C-0 15N-0,Guanine,Fate2,0,Smp,A,5.716616153396024
Guanine_13C-0 15N-0,Guanine,Fate2,0,Smp,B,6.218707565467958
Guanine_13C-0 15N-0,Guanine,Fate2,0,Smp,C,4.191279495680469
Guanine_13C-0 15N-0,Guanine,Fate2,12,Smp,A,0.8220066030074997
Guanine_13C-0 15N-0,Guanine,Fate2,12,Smp,B,1.6420874975872966
Guanine_13C-0 15N-0,Guanine,Fate2,12,Smp,C,3.982622338208547
Guanine_13C-0 15N-0,Guanine,Fate2,24,Smp,A,4.0947248288694444
Guanine_13C-0 15N-0,Guanine,Fate2,24,Smp,B,2.8054509594981156
Guanine_13C-0 15N-0,Guanine,Fate2,24,Smp,C,3.1170584120557026
Guanine_13C-0 15N-0,Guanine,Fate2,48,Smp,A,1.2276499089729207
Guanine_13C-0 15N-0,Guanine,Fate2,48,Smp,B,2.2697690013760714
Guanine_13C-0 15N-0,Guanine,Fate2,48,Smp,C,2.4317319921910787
Guanine_13C-0 15N-0,Guanine,Fate2,5,Smp,A,5.087655994788389
Guanine_13C-0 15N-0,Guanine,Fate2,5,Smp,B,0.6883008590683158
Guanine_13C-0 15N-0,Guanine,Fate2,5,Smp,C,4.06471610473438
Guanine_13C-0 15N-0,Guanine,Fate2,96,Smp,A,0.8580486629757152
Guanine_13C-0 15N-0,Guanine,Fate2,96,Smp,B,1.870624397573725
Guanine_13C-0 15N-0,Guanine,Fate2,96,Smp,C,2.0257494140559795
Guanine_13C-0 15N-0,Guanine,Fate1,NA,Blk,A,NA
Guanine_13C-0 15N-0,Guanine,Fate1,NA,Blk,B,NA
Guanosine_13C-0 15N-0,Guanosine,Fate1,0,Smp,A,0.057240304304834316
Guanosine_13C-0 15N-0,Guanosine,Fate1,0,Smp,B,0.015244621290314614
Guanosine_13C-0 15N-0,Guanosine,Fate1,0,Smp,C,0.03943763726109453
Guanosine_13C-0 15N-0,Guanosine,Fate1,12,Smp,A,0.0348671533727323
Guanosine_13C-0 15N-0,Guanosine,Fate1,12,Smp,B,0.028717285722040103
Guanosine_13C-0 15N-0,Guanosine,Fate1,12,Smp,C,0.03705295135214325
Guanosine_13C-0 15N-0,Guanosine,Fate1,36,Smp,A,0.04847784168041098
Guanosine_13C-0 15N-0,Guanosine,Fate1,36,Smp,B,0.05574734883672535
Guanosine_13C-0 15N-0,Guanosine,Fate1,36,Smp,C,0.08058038446150603
Guanosine_13C-0 15N-0,Guanosine,Fate1,4,Smp,A,0.018875794951533277
Guanosine_13C-0 15N-0,Guanosine,Fate1,4,Smp,B,0.04713720167881062
Guanosine_13C-0 15N-0,Guanosine,Fate1,4,Smp,C,0.01840463483406747
Guanosine_13C-0 15N-0,Guanosine,Fate1,50,Smp,A,0.057373921849782156
Guanosine_13C-0 15N-0,Guanosine,Fate1,50,Smp,B,0.056147514165021416
Guanosine_13C-0 15N-0,Guanosine,Fate1,50,Smp,C,0.06366929443651306
Guanosine_13C-0 15N-0,Guanosine,Fate1,8,Smp,A,0.046201858240981365
Guanosine_13C-0 15N-0,Guanosine,Fate1,8,Smp,B,0.03692374862800069
Guanosine_13C-0 15N-0,Guanosine,Fate1,8,Smp,C,0.038461657586815495
Guanosine_13C-0 15N-0,Guanosine,Fate1,96,Smp,A,0.042118570641238126
Guanosine_13C-0 15N-0,Guanosine,Fate1,96,Smp,B,0.04716791867978736
Guanosine_13C-0 15N-0,Guanosine,Fate1,96,Smp,C,0.06614778690335306
Guanosine_13C-0 15N-0,Guanosine,Fate2,0,Smp,A,0.023732910683965536
Guanosine_13C-0 15N-0,Guanosine,Fate2,0,Smp,B,0.02371757973568374
Guanosine_13C-0 15N-0,Guanosine,Fate2,0,Smp,C,0.018782671564907753
Guanosine_13C-0 15N-0,Guanosine,Fate2,12,Smp,A,0.044700883564802806
Guanosine_13C-0 15N-0,Guanosine,Fate2,12,Smp,B,0.04091240121339217
Guanosine_13C-0 15N-0,Guanosine,Fate2,12,Smp,C,0.03039491287836388
Guanosine_13C-0 15N-0,Guanosine,Fate2,24,Smp,A,0.019875345966086005
Guanosine_13C-0 15N-0,Guanosine,Fate2,24,Smp,B,0.02781895349780051
Guanosine_13C-0 15N-0,Guanosine,Fate2,24,Smp,C,0.04982866844684039
Guanosine_13C-0 15N-0,Guanosine,Fate2,48,Smp,A,0.021035754697683977
Guanosine_13C-0 15N-0,Guanosine,Fate2,48,Smp,B,0.027868743433961767
Guanosine_13C-0 15N-0,Guanosine,Fate2,48,Smp,C,0.01585031199478034
Guanosine_13C-0 15N-0,Guanosine,Fate2,5,Smp,A,0.017411254733540223
Guanosine_13C-0 15N-0,Guanosine,Fate2,5,Smp,B,0.05573700042941854
Guanosine_13C-0 15N-0,Guanosine,Fate2,5,Smp,C,0.022159998958237972
Guanosine_13C-0 15N-0,Guanosine,Fate2,96,Smp,A,0.0168856846644365
Guanosine_13C-0 15N-0,Guanosine,Fate2,96,Smp,B,0.016119543339176607
Guanosine_13C-0 15N-0,Guanosine,Fate2,96,Smp,C,0.018838170327500542
Guanosine_13C-0 15N-0,Guanosine,Fate1,NA,Blk,A,NA
Guanosine_13C-0 15N-0,Guanosine,Fate1,NA,Blk,B,NA
Homarine_13C-0 15N-0,Homarine,Fate1,0,Smp,A,18.892075039462085
Homarine_13C-0 15N-0,Homarine,Fate1,0,Smp,B,18.885754699575653
Homarine_13C-0 15N-0,Homarine,Fate1,0,Smp,C,26.0328483425924
Homarine_13C-0 15N-0,Homarine,Fate1,12,Smp,A,23.156085361103706
Homarine_13C-0 15N-0,Homarine,Fate1,12,Smp,B,15.757341485414402
Homarine_13C-0 15N-0,Homarine,Fate1,12,Smp,C,20.570895943092598
Homarine_13C-0 15N-0,Homarine,Fate1,36,Smp,A,31.162973288780464
Homarine_13C-0 15N-0,Homarine,Fate1,36,Smp,B,29.22933109202353
Homarine_13C-0 15N-0,Homarine,Fate1,36,Smp,C,34.97048030995674
Homarine_13C-0 15N-0,Homarine,Fate1,4,Smp,A,16.94953081117648
Homarine_13C-0 15N-0,Homarine,Fate1,4,Smp,B,24.353144666980995
Homarine_13C-0 15N-0,Homarine,Fate1,4,Smp,C,18.918175109161353
Homarine_13C-0 15N-0,Homarine,Fate1,50,Smp,A,28.474992825075333
Homarine_13C-0 15N-0,Homarine,Fate1,50,Smp,B,25.75308265513212
Homarine_13C-0 15N-0,Homarine,Fate1,50,Smp,C,33.42966523851499
Homarine_13C-0 15N-0,Homarine,Fate1,8,Smp,A,15.289656833603246
Homarine_13C-0 15N-0,Homarine,Fate1,8,Smp,B,22.05269213423259
Homarine_13C-0 15N-0,Homarine,Fate1,8,Smp,C,21.728862159447324
Homarine_13C-0 15N-0,Homarine,Fate1,96,Smp,A,41.78237941001619
Homarine_13C-0 15N-0,Homarine,Fate1,96,Smp,B,44.10184293064923
Homarine_13C-0 15N-0,Homarine,Fate1,96,Smp,C,54.49677640884771
Homarine_13C-0 15N-0,Homarine,Fate2,0,Smp,A,49.13538057850392
Homarine_13C-0 15N-0,Homarine,Fate2,0,Smp,B,53.625140936020166
Homarine_13C-0 15N-0,Homarine,Fate2,0,Smp,C,38.6417457616695
Homarine_13C-0 15N-0,Homarine,Fate2,12,Smp,A,49.126053176441644
Homarine_13C-0 15N-0,Homarine,Fate2,12,Smp,B,70.93275558106639
Homarine_13C-0 15N-0,Homarine,Fate2,12,Smp,C,56.08945081076648
Homarine_13C-0 15N-0,Homarine,Fate2,24,Smp,A,53.06774153871384
Homarine_13C-0 15N-0,Homarine,Fate2,24,Smp,B,66.2522754761075
Homarine_13C-0 15N-0,Homarine,Fate2,24,Smp,C,56.11985711650027
Homarine_13C-0 15N-0,Homarine,Fate2,48,Smp,A,48.15346651360161
Homarine_13C-0 15N-0,Homarine,Fate2,48,Smp,B,51.9436614665546
Homarine_13C-0 15N-0,Homarine,Fate2,48,Smp,C,49.127165289764456
Homarine_13C-0 15N-0,Homarine,Fate2,5,Smp,A,33.524563867079394
Homarine_13C-0 15N-0,Homarine,Fate2,5,Smp,B,64.26258686783788
Homarine_13C-0 15N-0,Homarine,Fate2,5,Smp,C,36.845549496730285
