Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,all.area,MID
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,94261,0,35013,CyanoAq,0,0,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,94261,298.097387,2.1,RP,2781,91480,91480,108691,0.8416520227065718
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_C,Methylthioadenosine_13C-0 15N-0,2.15,367861,0,108641,CyanoAq,0,0,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,367861,298.097387,2.1,RP,2781,365080,365080,405349,0.9006559779350634
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_A,Methylthioadenosine_13C-0 15N-0,2.13,286683,0,96328,CyanoAq,0,0,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,286683,298.097387,2.1,RP,2781,283902,283902,322199,0.8811386751665896
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,387932,0,140279,CyanoAq,0,0,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,387932,298.097387,2.1,RP,2781,385151,385151,434619,0.8861807698236847
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_C,Methylthioadenosine_13C-0 15N-0,2.15,334491,0,110633,CyanoAq,0,0,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,334491,298.097387,2.1,RP,2781,331710,331710,365180,0.9083465688153787
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,987628,10984,348484,CyanoAq,0,0,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,987628,298.097387,2.1,RP,2781,984847,984847,1094688,0.899659994445906
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_B,Methylthioadenosine_13C-0 15N-0,2.15,665284,0,228626,CyanoAq,0,0,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,665284,298.097387,2.1,RP,2781,662503,662503,745814,0.8882952049706764
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_C,Methylthioadenosine_13C-0 15N-0,2.14,1295915,0,450779,CyanoAq,0,0,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,1295915,298.097387,2.1,RP,2781,1293134,1293134,1454993,0.8887561658372239
Methylthioadenosine,200612_Smp_GBTFate1MT4-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,188346,0,59465,CyanoAq,0,0,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,188346,298.097387,2.1,RP,2781,185565,185565,200649,0.9248239462942751
Methylthioadenosine,200612_Smp_GBTFate1MT4-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,457175,0,168039,CyanoAq,0,0,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,457175,298.097387,2.1,RP,2781,454394,454394,498538,0.911453088831744
Methylthioadenosine,200612_Smp_GBTFate1MT4-pos_C,Methylthioadenosine_13C-0 15N-0,2.14,188767,0,67045,CyanoAq,0,0,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,188767,298.097387,2.1,RP,2781,185986,185986,209176,0.8891364210043217
Methylthioadenosine,200612_Smp_GBTFate1MT50-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,480214,0,175754,CyanoAq,0,0,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,480214,298.097387,2.1,RP,2781,477433,477433,531009,0.899105288234286
Methylthioadenosine,200612_Smp_GBTFate1MT50-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,422578,0,137977,CyanoAq,0,0,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,422578,298.097387,2.1,RP,2781,419797,419797,472888,0.8877302870870059
Methylthioadenosine,200612_Smp_GBTFate1MT50-pos_C,Methylthioadenosine_13C-0 15N-0,2.14,567189,0,187310,CyanoAq,0,0,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,567189,298.097387,2.1,RP,2781,564408,564408,634206,0.8899442767807305
Methylthioadenosine,200612_Smp_GBTFate1MTlong-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,842861,0,294199,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,842861,298.097387,2.1,RP,2781,840080,840080,938439,0.8951887123190746
Methylthioadenosine,200612_Smp_GBTFate1MTlong-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,616473,0,220557,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,616473,298.097387,2.1,RP,2781,613692,613692,693367,0.8850897143936761
Methylthioadenosine,200612_Smp_GBTFate1MTlong-pos_C,Methylthioadenosine_13C-0 15N-0,2.14,1058304,0,403785,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,1058304,298.097387,2.1,RP,2781,1055523,1055523,1182248,0.8928101379744351
Methylthioadenosine,200612_Smp_GBTFate2MT0-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,396852,0,128513,CyanoAq,0,0,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,396852,298.097387,2.1,RP,2781,394071,394071,427058,0.9227575645462677
Methylthioadenosine,200612_Smp_GBTFate2MT0-pos_B,Methylthioadenosine_13C-0 15N-0,2.15,449755,0,151930,CyanoAq,0,0,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,449755,298.097387,2.1,RP,2781,446974,446974,489260,0.9135715161672731
Methylthioadenosine,200612_Smp_GBTFate2MT0-pos_C,Methylthioadenosine_13C-0 15N-0,2.15,312083,867,113736,CyanoAq,0,0,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,312083,298.097387,2.1,RP,2781,309302,309302,340153,0.9093025785455369
Methylthioadenosine,200612_Smp_GBTFate2MT12-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,526550,0,218987,CyanoAq,0,0,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,526550,298.097387,2.1,RP,2781,523769,523769,587568,0.8914185251749585
Methylthioadenosine,200612_Smp_GBTFate2MT12-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,489895,0,184026,CyanoAq,0,0,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,489895,298.097387,2.1,RP,2781,487114,487114,546539,0.8912703393536417
Methylthioadenosine,200612_Smp_GBTFate2MT12-pos_C,Methylthioadenosine_13C-0 15N-0,2.15,621895,0,214153,CyanoAq,0,0,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,621895,298.097387,2.1,RP,2781,619114,619114,702647,0.8811166915962069
Methylthioadenosine,200612_Smp_GBTFate2MT24-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,441402,0,164894,CyanoAq,0,0,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,441402,298.097387,2.1,RP,2781,438621,438621,500407,0.8765285057962818
Methylthioadenosine,200612_Smp_GBTFate2MT24-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,419980,0,142909,CyanoAq,0,0,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,419980,298.097387,2.1,RP,2781,417199,417199,469991,0.8876744448297946
Methylthioadenosine,200612_Smp_GBTFate2MT24-pos_C,Methylthioadenosine_13C-0 15N-0,2.15,484505,0,173956,CyanoAq,0,0,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,484505,298.097387,2.1,RP,2781,481724,481724,557617,0.8638976214857151
Methylthioadenosine,200612_Smp_GBTFate2MT48-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,370177,0,129896,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,370177,298.097387,2.1,RP,2781,367396,367396,420104,0.8745358292232399
Methylthioadenosine,200612_Smp_GBTFate2MT48-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,651252,0,228982,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,651252,298.097387,2.1,RP,2781,648471,648471,748078,0.8668494461807459
Methylthioadenosine,200612_Smp_GBTFate2MT48-pos_C,Methylthioadenosine_13C-0 15N-0,2.16,680320,0,242686,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,680320,298.097387,2.1,RP,2781,677539,677539,791788,0.8557075883948734
Methylthioadenosine,200612_Smp_GBTFate2MT5-pos_A,Methylthioadenosine_13C-0 15N-0,2.15,305874,0,101164,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,305874,298.097387,2.1,RP,2781,303093,303093,346729,0.8741495519555619
Methylthioadenosine,200612_Smp_GBTFate2MT5-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,347310,0,144388,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,347310,298.097387,2.1,RP,2781,344529,344529,381367,0.903405381168271
Methylthioadenosine,200612_Smp_GBTFate2MT5-pos_C,Methylthioadenosine_13C-0 15N-0,2.14,501963,0,162246,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,501963,298.097387,2.1,RP,2781,499182,499182,551566,0.9050267783003303
Methylthioadenosine,200612_Smp_GBTFate2MTlong-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,223496,0,100463,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,223496,298.097387,2.1,RP,2781,220715,220715,257227,0.8580553363371652
Methylthioadenosine,200612_Smp_GBTFate2MTlong-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,465887,0,149994,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,465887,298.097387,2.1,RP,2781,463106,463106,562545,0.8232336968598067
Methylthioadenosine,200612_Smp_GBTFate2MTlong-pos_C,Methylthioadenosine_13C-0 15N-0,2.14,458517,0,145075,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,458517,298.097387,2.1,RP,2781,455736,455736,530583,0.8589344174238527
Methylthioadenosine,200612_Smp_GBTFate1MT8-pos_A,Methylthioadenosine_13C-0 15N-0,2.15,193650,0,75574,CyanoAq,0,0,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,193650,298.097387,2.1,RP,2781,190869,190869,212604,0.8977676807585935
Methylthioadenosine,200612_Smp_GBTFate1MT8-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,162124,0,63483,CyanoAq,0,0,200612,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,162124,298.097387,2.1,RP,2781,159343,159343,181516,0.8778454791864078
Methylthioadenosine,200612_Smp_GBTFate1MT8-pos_C,Methylthioadenosine_13C-0 15N-0,2.14,327720,0,111819,CyanoAq,0,0,200612,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,327720,298.097387,2.1,RP,2781,324939,324939,362631,0.8960596308644324
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_A,Methylthioadenosine_13C-1 15N-0,2.13,28754,0,12366,CyanoAq,0,1,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,28754,299.100741,2.1,RP,0,28754,28754,293661,0.09791562379750801
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_B,Methylthioadenosine_13C-1 15N-0,2.15,3481,0,2400,CyanoAq,0,1,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,3481,299.100741,2.1,RP,0,3481,3481,108691,0.032026570737227554
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_C,Methylthioadenosine_13C-1 15N-0,2.14,40269,0,17111,CyanoAq,0,1,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,40269,299.100741,2.1,RP,0,40269,40269,405349,0.09934402206493663
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_A,Methylthioadenosine_13C-1 15N-0,2.15,32988,0,11187,CyanoAq,0,1,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,32988,299.100741,2.1,RP,0,32988,32988,322199,0.10238393042808948
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_B,Methylthioadenosine_13C-1 15N-0,2.15,49468,0,16066,CyanoAq,0,1,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,49468,299.100741,2.1,RP,0,49468,49468,434619,0.11381923017631534
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_C,Methylthioadenosine_13C-1 15N-0,2.15,33470,0,15191,CyanoAq,0,1,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,33470,299.100741,2.1,RP,0,33470,33470,365180,0.09165343118462128
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_A,Methylthioadenosine_13C-1 15N-0,2.14,109841,0,37953,CyanoAq,0,1,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,109841,299.100741,2.1,RP,0,109841,109841,1094688,0.10034000555409395
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_B,Methylthioadenosine_13C-1 15N-0,2.15,83311,0,35376,CyanoAq,0,1,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,83311,299.100741,2.1,RP,0,83311,83311,745814,0.11170479502932366
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_C,Methylthioadenosine_13C-1 15N-0,2.14,161859,0,64112,CyanoAq,0,1,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,161859,299.100741,2.1,RP,0,161859,161859,1454993,0.11124383416277604
Methylthioadenosine,200612_Smp_GBTFate1MT4-pos_A,Methylthioadenosine_13C-1 15N-0,2.13,15084,0,7720,CyanoAq,0,1,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,15084,299.100741,2.1,RP,0,15084,15084,200649,0.07517605370572493
Methylthioadenosine,200612_Smp_GBTFate1MT4-pos_B,Methylthioadenosine_13C-1 15N-0,2.15,44144,0,17801,CyanoAq,0,1,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,44144,299.100741,2.1,RP,0,44144,44144,498538,0.08854691116825598
Methylthioadenosine,200612_Smp_GBTFate1MT4-pos_C,Methylthioadenosine_13C-1 15N-0,2.15,23190,0,8424,CyanoAq,0,1,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,23190,299.100741,2.1,RP,0,23190,23190,209176,0.11086357899567828
Methylthioadenosine,200612_Smp_GBTFate1MT50-pos_A,Methylthioadenosine_13C-1 15N-0,2.14,53576,0,23327,CyanoAq,0,1,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,53576,299.100741,2.1,RP,0,53576,53576,531009,0.10089471176571395
Methylthioadenosine,200612_Smp_GBTFate1MT50-pos_B,Methylthioadenosine_13C-1 15N-0,2.15,53091,0,15491,CyanoAq,0,1,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,53091,299.100741,2.1,RP,0,53091,53091,472888,0.1122697129129942
Methylthioadenosine,200612_Smp_GBTFate1MT50-pos_C,Methylthioadenosine_13C-1 15N-0,2.13,69798,0,21148,CyanoAq,0,1,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,69798,299.100741,2.1,RP,0,69798,69798,634206,0.11005572321926944
Methylthioadenosine,200612_Smp_GBTFate1MTlong-pos_A,Methylthioadenosine_13C-1 15N-0,2.14,98359,0,40419,CyanoAq,0,1,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,98359,299.100741,2.1,RP,0,98359,98359,938439,0.10481128768092546
Methylthioadenosine,200612_Smp_GBTFate1MTlong-pos_B,Methylthioadenosine_13C-1 15N-0,2.15,76593,0,29853,CyanoAq,0,1,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,76593,299.100741,2.1,RP,0,76593,76593,693367,0.11046530913643135
Methylthioadenosine,200612_Smp_GBTFate1MTlong-pos_C,Methylthioadenosine_13C-1 15N-0,2.14,126725,0,48776,CyanoAq,0,1,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,126725,299.100741,2.1,RP,0,126725,126725,1182248,0.10718986202556485
Methylthioadenosine,200612_Smp_GBTFate2MT0-pos_A,Methylthioadenosine_13C-1 15N-0,2.14,32987,0,13036,CyanoAq,0,1,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,32987,299.100741,2.1,RP,0,32987,32987,427058,0.07724243545373229
Methylthioadenosine,200612_Smp_GBTFate2MT0-pos_B,Methylthioadenosine_13C-1 15N-0,2.15,42286,0,18829,CyanoAq,0,1,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,42286,299.100741,2.1,RP,0,42286,42286,489260,0.08642848383272697
Methylthioadenosine,200612_Smp_GBTFate2MT0-pos_C,Methylthioadenosine_13C-1 15N-0,2.14,30851,0,10542,CyanoAq,0,1,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,30851,299.100741,2.1,RP,0,30851,30851,340153,0.09069742145446313
Methylthioadenosine,200612_Smp_GBTFate2MT12-pos_A,Methylthioadenosine_13C-1 15N-0,2.14,63799,0,30304,CyanoAq,0,1,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,63799,299.100741,2.1,RP,0,63799,63799,587568,0.10858147482504153
Methylthioadenosine,200612_Smp_GBTFate2MT12-pos_B,Methylthioadenosine_13C-1 15N-0,2.15,59425,0,21182,CyanoAq,0,1,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,59425,299.100741,2.1,RP,0,59425,59425,546539,0.10872966064635826
Methylthioadenosine,200612_Smp_GBTFate2MT12-pos_C,Methylthioadenosine_13C-1 15N-0,2.15,83533,0,30799,CyanoAq,0,1,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,83533,299.100741,2.1,RP,0,83533,83533,702647,0.11888330840379309
Methylthioadenosine,200612_Smp_GBTFate2MT24-pos_A,Methylthioadenosine_13C-1 15N-0,2.13,61786,0,24351,CyanoAq,0,1,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,61786,299.100741,2.1,RP,0,61786,61786,500407,0.12347149420371817
Methylthioadenosine,200612_Smp_GBTFate2MT24-pos_B,Methylthioadenosine_13C-1 15N-0,2.15,52792,0,21204,CyanoAq,0,1,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,52792,299.100741,2.1,RP,0,52792,52792,469991,0.11232555517020539
Methylthioadenosine,200612_Smp_GBTFate2MT24-pos_C,Methylthioadenosine_13C-1 15N-0,2.15,75893,0,26387,CyanoAq,0,1,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,75893,299.100741,2.1,RP,0,75893,75893,557617,0.1361023785142849
Methylthioadenosine,200612_Smp_GBTFate2MT48-pos_A,Methylthioadenosine_13C-1 15N-0,2.13,52708,0,20763,CyanoAq,0,1,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,52708,299.100741,2.1,RP,0,52708,52708,420104,0.12546417077676003
Methylthioadenosine,200612_Smp_GBTFate2MT48-pos_B,Methylthioadenosine_13C-1 15N-0,2.14,99607,0,29841,CyanoAq,0,1,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,99607,299.100741,2.1,RP,0,99607,99607,748078,0.13315055381925414
Methylthioadenosine,200612_Smp_GBTFate2MT48-pos_C,Methylthioadenosine_13C-1 15N-0,2.16,114249,0,40566,CyanoAq,0,1,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,114249,299.100741,2.1,RP,0,114249,114249,791788,0.14429241160512662
Methylthioadenosine,200612_Smp_GBTFate2MT5-pos_A,Methylthioadenosine_13C-1 15N-0,2.14,43636,0,17163,CyanoAq,0,1,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,43636,299.100741,2.1,RP,0,43636,43636,346729,0.12585044804443815
Methylthioadenosine,200612_Smp_GBTFate2MT5-pos_B,Methylthioadenosine_13C-1 15N-0,2.14,36838,0,12793,CyanoAq,0,1,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,36838,299.100741,2.1,RP,0,36838,36838,381367,0.09659461883172901
Methylthioadenosine,200612_Smp_GBTFate2MT5-pos_C,Methylthioadenosine_13C-1 15N-0,2.15,52384,0,18974,CyanoAq,0,1,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,52384,299.100741,2.1,RP,0,52384,52384,551566,0.09497322169966967
Methylthioadenosine,200612_Smp_GBTFate2MTlong-pos_A,Methylthioadenosine_13C-1 15N-0,2.14,36512,0,15999,CyanoAq,0,1,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,36512,299.100741,2.1,RP,0,36512,36512,257227,0.14194466366283479
Methylthioadenosine,200612_Smp_GBTFate2MTlong-pos_B,Methylthioadenosine_13C-1 15N-0,2.14,99439,0,38292,CyanoAq,0,1,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,99439,299.100741,2.1,RP,0,99439,99439,562545,0.17676630314019323
Methylthioadenosine,200612_Smp_GBTFate2MTlong-pos_C,Methylthioadenosine_13C-1 15N-0,2.15,74847,0,23847,CyanoAq,0,1,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,74847,299.100741,2.1,RP,0,74847,74847,530583,0.14106558257614737
Methylthioadenosine,200612_Smp_GBTFate1MT8-pos_A,Methylthioadenosine_13C-1 15N-0,2.14,16718,0,9989,CyanoAq,0,1,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,16718,299.100741,2.1,RP,0,16718,16718,212604,0.07863445654832459
Methylthioadenosine,200612_Smp_GBTFate1MT8-pos_B,Methylthioadenosine_13C-1 15N-0,2.16,11493,0,7335,CyanoAq,0,1,200612,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,11493,299.100741,2.1,RP,0,11493,11493,181516,0.06331673240926419
Methylthioadenosine,200612_Smp_GBTFate1MT8-pos_C,Methylthioadenosine_13C-1 15N-0,2.14,37692,0,12424,CyanoAq,0,1,200612,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,37692,299.100741,2.1,RP,0,37692,37692,362631,0.10394036913556756
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_A,Methylthioadenosine_13C-5 15N-1,1.37,NA,0,3514,CyanoAq,1,5,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,2121,304.111193,2.1,RP,1831,NA,0,293661,0
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_B,Methylthioadenosine_13C-5 15N-1,2.05,15561,0,4652,CyanoAq,1,5,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,15561,304.111193,2.1,RP,1831,13730,13730,108691,0.1263214065562006
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_C,Methylthioadenosine_13C-5 15N-1,2.08,NA,0,2264,CyanoAq,1,5,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,1513,304.111193,2.1,RP,1831,NA,0,405349,0
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_A,Methylthioadenosine_13C-5 15N-1,2.11,7140,0,3320,CyanoAq,1,5,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,7140,304.111193,2.1,RP,1831,5309,5309,322199,0.016477394405320936
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_B,Methylthioadenosine_13C-5 15N-1,2.15,NA,0,2055,CyanoAq,1,5,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,1643,304.111193,2.1,RP,1831,NA,0,434619,0
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_C,Methylthioadenosine_13C-5 15N-1,4.55,NA,0,2205,CyanoAq,1,5,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1611,304.111193,2.1,RP,1831,NA,0,365180,0
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_A,Methylthioadenosine_13C-5 15N-1,9.39,NA,0,2047,CyanoAq,1,5,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1734,304.111193,2.1,RP,1831,NA,0,1094688,0
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_B,Methylthioadenosine_13C-5 15N-1,1.4,NA,0,4130,CyanoAq,1,5,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,2716,304.111193,2.1,RP,1831,NA,0,745814,0
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_C,Methylthioadenosine_13C-5 15N-1,2.07,NA,0,2167,CyanoAq,1,5,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,comparable to blank,ok,ok,ok,something is wrong,1577,304.111193,2.1,RP,1831,NA,0,1454993,0
Methylthioadenosine,200612_Smp_GBTFate1MT4-pos_A,Methylthioadenosine_13C-5 15N-1,2.52,NA,0,1411,CyanoAq,1,5,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1499,304.111193,2.1,RP,1831,NA,0,200649,0
Methylthioadenosine,200612_Smp_GBTFate1MT4-pos_B,Methylthioadenosine_13C-5 15N-1,1.66,NA,0,3518,CyanoAq,1,5,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,2291,304.111193,2.1,RP,1831,NA,0,498538,0
