MassFeature,Protein Name,Experiment,Timepoint,type,replicate,Concentration_uM.in.vial,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),nM.in.sample
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate1,96,Smp,A,0.16011821509534047,800,1.9,98,48,0.041662197749509015
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate1,96,Smp,B,0.22693159558398215,800,1.8,98,48,0.062327182970836226
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate1,96,Smp,C,0.14211490949151862,800,2,98,48,0.03512891076084351
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,0,Smp,A,0.03176110186617793,700,2,0.3,0,0.00785092089996097
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,0,Smp,B,0.02477563341695916,700,2,0.3,0,0.006124206238893412
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,0,Smp,C,0.0232012195731669,700,2,0.3,0,0.0057350321288925496
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,12,Smp,A,0.05024517180926888,1900,2,13,7,0.012419936535627145
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,12,Smp,B,0.04104185135742659,1900,2,13,7,0.01014499843087109
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,12,Smp,C,0.0560903978900694,1900,2,13,7,0.013864798486453288
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,24,Smp,A,0.05340536365787089,700,2,25,12,0.013201093824710245
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,24,Smp,B,0.05069893245573175,700,2,25,12,0.012532100117290813
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,24,Smp,C,0.04462841711183879,700,2,25,12,0.011031549664485059
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,48,Smp,A,0.056355860887208946,900,2,51,26,0.013930417399839556
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,48,Smp,B,0.05366607971903686,900,2,51,26,0.013265539358816327
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,48,Smp,C,0.06705830748832373,900,2,51,26,0.016575919500347112
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,5,Smp,A,0.025539976869061436,1300,2,6,5.75,0.006313141749007067
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,5,Smp,B,0.03364936461424744,1300,2,6,5.75,0.00831767427444711
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,5,Smp,C,0.02549383476024085,1300,2,6,5.75,0.006301736034934734
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,96,Smp,A,0.06223400250023416,1000,2,100,49,0.015383415631357884
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,96,Smp,B,0.06016738779697886,1000,2,100,49,0.014872576031575881
L-Tryptophan_13C-0 15N-0,L-Tryptophan,Fate2,96,Smp,C,0.0575952487046249,1000,2,100,49,0.01423677754313388
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,0,Smp,A,0.0016404282062302202,900,2,0.5,0,4.0549198020402744e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,0,Smp,B,5.189602587469566e-4,900,2,0.5,0,1.2828005649213105e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,0,Smp,C,0.0023596051396600854,900,1.95,0.5,0,5.982183888431908e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,12,Smp,A,0.0018029001687676167,1930,2,12.5,3.5,4.45652883050438e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,12,Smp,B,0.0022579793118700127,1930,2,12.5,3.5,5.581423795034422e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,12,Smp,C,0.002371320798416935,1930,2,12.5,3.5,5.861588837580208e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,36,Smp,A,0.005874635987015067,1900,2,36,23.5,0.0014521316875102978
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,36,Smp,B,0.003862208549949587,1900,2,36,23.5,9.546864574335386e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,36,Smp,C,0.008393942765794466,1900,2,36,23.5,0.0020748707324675145
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,4,Smp,A,0.0012097989992728333,1200,2,4.5,4.25,2.990461819669208e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,4,Smp,B,0.0026893400385672394,1200,2,4.5,4.25,6.647689996666406e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,4,Smp,C,0.0012247318909182567,1200,2,4.5,4.25,3.027373936764475e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,50,Smp,A,0.002758204271963397,900,2,50,14,6.817913199723922e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,50,Smp,B,0.00271551825157357,900,2,50,14,6.712399048789655e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,50,Smp,C,0.004265917619106375,900,2,50,14,0.001054477956541508
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,8,Smp,A,0.0011522313822378647,1600,2,9,4.5,2.848162346041037e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,8,Smp,B,9.421601480097076e-4,1600,2,9,4.5,2.3288942645269294e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,8,Smp,C,0.001964912449782605,1600,2,9,4.5,4.857001587535962e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,96,Smp,A,0.00497889845628949,800,1.9,98,48,0.0012954919085073808
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,96,Smp,B,0.003965766254142749,800,1.8,98,48,0.001089205045711888
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate1,96,Smp,C,0.006171781605292299,800,2,98,48,0.0015255821224068526
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,0,Smp,A,0.0026365567740018843,700,2,0.3,0,6.517216804429457e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,0,Smp,B,0.0030810268893856057,700,2,0.3,0,7.615887666975966e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,0,Smp,C,0.0019318084867244257,700,2,0.3,0,4.7751730047178835e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,12,Smp,A,0.0034750152166470208,1900,2,13,7,8.589774280189217e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,12,Smp,B,0.002999311854709425,1900,2,13,7,7.413898996594404e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,12,Smp,C,0.0035509599874885608,1900,2,13,7,8.777499627740059e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,24,Smp,A,0.0024798354550512056,700,2,25,12,6.12982260015924e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,24,Smp,B,0.0031102601136117443,700,2,25,12,7.688148299499751e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,24,Smp,C,0.0028195497960113417,700,2,25,12,6.969551155767235e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,48,Smp,A,0.0023690283869648547,900,2,51,26,5.855922302125526e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,48,Smp,B,0.004022424494136478,900,2,51,26,9.94289702623949e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,48,Smp,C,0.00383955893066806,900,2,51,26,9.490877735420688e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,5,Smp,A,0.001924084195770514,1300,2,6,5.75,4.7560795873852744e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,5,Smp,B,0.00226908511670098,1300,2,6,5.75,5.608875863802596e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,5,Smp,C,0.002765620701674943,1300,2,6,5.75,6.836245625113569e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,96,Smp,A,0.0013755561751610233,1000,2,100,49,3.400191457508028e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,96,Smp,B,0.0027898566105692578,1000,2,100,49,6.896153560445795e-4
Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,Fate2,96,Smp,C,0.0031437899542584614,1000,2,100,49,7.771029594933017e-4
Xanthine_13C-0 15N-0,Xanthine,Fate1,0,Smp,A,0.0930920544318225,900,2,0.5,0,0.0230111146281541
Xanthine_13C-0 15N-0,Xanthine,Fate1,0,Smp,B,0.0902800745948616,900,2,0.5,0,0.022316030705521857
Xanthine_13C-0 15N-0,Xanthine,Fate1,0,Smp,C,0.10856402336350256,900,1.95,0.5,0,0.0275236708257911
Xanthine_13C-0 15N-0,Xanthine,Fate1,12,Smp,A,0.11105325034476399,1930,2,12.5,3.5,0.02745088277522106
Xanthine_13C-0 15N-0,Xanthine,Fate1,12,Smp,B,0.08917283942358044,1930,2,12.5,3.5,0.022042336934316772
Xanthine_13C-0 15N-0,Xanthine,Fate1,12,Smp,C,0.07768510735707564,1930,2,12.5,3.5,0.019202722737237672
Xanthine_13C-0 15N-0,Xanthine,Fate1,36,Smp,A,0.19160794071532014,1900,2,36,23.5,0.047362928172284276
Xanthine_13C-0 15N-0,Xanthine,Fate1,36,Smp,B,0.06519007372454601,1900,2,36,23.5,0.01611411702372478
Xanthine_13C-0 15N-0,Xanthine,Fate1,36,Smp,C,0.08984040648007305,1900,2,36,23.5,0.02220735060978766
Xanthine_13C-0 15N-0,Xanthine,Fate1,4,Smp,A,0.06846403194220237,1200,2,4.5,4.25,0.0169233958423532
Xanthine_13C-0 15N-0,Xanthine,Fate1,4,Smp,B,0.1451296298755191,1200,2,4.5,4.25,0.03587410944349665
Xanthine_13C-0 15N-0,Xanthine,Fate1,4,Smp,C,0.07051761256960454,1200,2,4.5,4.25,0.01743101359237198
Xanthine_13C-0 15N-0,Xanthine,Fate1,50,Smp,A,0.14912080025826918,900,2,50,14,0.03686067354650737
Xanthine_13C-0 15N-0,Xanthine,Fate1,50,Smp,B,0.12077247284130853,900,2,50,14,0.029853344986733584
Xanthine_13C-0 15N-0,Xanthine,Fate1,50,Smp,C,0.10590329334847559,900,2,50,14,0.026177882071831853
Xanthine_13C-0 15N-0,Xanthine,Fate1,8,Smp,A,0.028548982441892405,1600,2,9,4.5,0.007056927806536578
Xanthine_13C-0 15N-0,Xanthine,Fate1,8,Smp,B,0.07755067574681264,1600,2,9,4.5,0.019169493035602128
Xanthine_13C-0 15N-0,Xanthine,Fate1,8,Smp,C,0.1081497251358057,1600,2,9,4.5,0.02673317005723603
Xanthine_13C-0 15N-0,Xanthine,Fate1,96,Smp,A,0.13646496844189654,800,1.9,98,48,0.03550770596413081
Xanthine_13C-0 15N-0,Xanthine,Fate1,96,Smp,B,0.028065416147709424,800,1.8,98,48,0.00770821851796126
Xanthine_13C-0 15N-0,Xanthine,Fate1,96,Smp,C,0.018079590868931284,800,2,98,48,0.004469033801588228
Xanthine_13C-0 15N-0,Xanthine,Fate2,0,Smp,A,1.0361283980945537,700,2,0.3,0,0.25611712496366573
Xanthine_13C-0 15N-0,Xanthine,Fate2,0,Smp,B,1.1761017836077778,700,2,0.3,0,0.2907166795507279
Xanthine_13C-0 15N-0,Xanthine,Fate2,0,Smp,C,0.7164693296382989,700,2,0.3,0,0.17710166536219232
Xanthine_13C-0 15N-0,Xanthine,Fate2,12,Smp,A,0.05177381960244119,1900,2,13,7,0.012797797888128765
Xanthine_13C-0 15N-0,Xanthine,Fate2,12,Smp,B,0.08764375659512191,1900,2,13,7,0.02166436804689287
Xanthine_13C-0 15N-0,Xanthine,Fate2,12,Smp,C,0.781252883850491,1900,2,13,7,0.19311529618272338
Xanthine_13C-0 15N-0,Xanthine,Fate2,24,Smp,A,0.8578632217589133,700,2,25,12,0.21205235024251326
Xanthine_13C-0 15N-0,Xanthine,Fate2,24,Smp,B,0.8048635517233884,700,2,25,12,0.19895153847199867
Xanthine_13C-0 15N-0,Xanthine,Fate2,24,Smp,C,0.5148249556240468,700,2,25,12,0.12725786469752273
Xanthine_13C-0 15N-0,Xanthine,Fate2,48,Smp,A,0.18378644851808157,900,2,51,26,0.04542955958768952
Xanthine_13C-0 15N-0,Xanthine,Fate2,48,Smp,B,0.6401236424883634,900,2,51,26,0.1582300294412236
Xanthine_13C-0 15N-0,Xanthine,Fate2,48,Smp,C,0.6029921866931437,900,2,51,26,0.14905162865472255
Xanthine_13C-0 15N-0,Xanthine,Fate2,5,Smp,A,0.8325912914085949,1300,2,6,5.75,0.20580546601898586
Xanthine_13C-0 15N-0,Xanthine,Fate2,5,Smp,B,0.06749718310191144,1300,2,6,5.75,0.016684403700351152
Xanthine_13C-0 15N-0,Xanthine,Fate2,5,Smp,C,0.8439574279328846,1300,2,6,5.75,0.20861502341930332
Xanthine_13C-0 15N-0,Xanthine,Fate2,96,Smp,A,0.02873270405034605,1000,2,100,49,0.007102341338524874
